Trade #,Type,Date and time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
575,Exit long,2025-10-23 20:10,Long Exit,4138.65,11,45425.93,99.22,0.22,99.22,0.22,-19.03,-0.04,-1803.72,-0.02
575,Entry long,2025-10-23 19:45," | F:70,46,2,0,0.77,0,1,38.54",4129.63,11,45425.93,99.22,0.22,99.22,0.22,-19.03,-0.04,-1803.72,-0.02
576,Exit short,2025-10-24 16:40,Short Exit,4099.71,7,28804.37,106.4,0.37,106.4,0.37,-35.42,-0.12,-1697.32,-0.02
576,Entry short,2025-10-24 16:20," | F:70,113,2,1,0.27,0,1,73.06",4114.91,7,28804.37,106.4,0.37,106.4,0.37,-35.42,-0.12,-1697.32,-0.02
577,Exit short,2025-10-28 12:30,Short Exit,3910.98,7,27330.17,-46.69,-0.17,49.42,0.18,-46.69,-0.17,-1744.01,-0.02
577,Entry short,2025-10-28 11:45," | F:70,15,1,1,0.82,0,0,41.09",3904.31,7,27330.17,-46.69,-0.17,49.42,0.18,-46.69,-0.17,-1744.01,-0.02
578,Exit short,2025-10-30 08:55,Short Exit,3973.62,5,19823.3,-44.8,-0.23,43.35,0.22,-44.8,-0.23,-1788.81,-0.02
578,Entry short,2025-10-30 08:05," | F:70,12,0,1,0.67,0,1,55.97",3964.66,5,19823.3,-44.8,-0.23,43.35,0.22,-44.8,-0.23,-1788.81,-0.02
579,Exit short,2025-10-30 10:25,Short Exit,3971.88,11,43641.84,-48.84,-0.11,4.4,0.01,-48.84,-0.11,-1837.65,-0.02
579,Entry short,2025-10-30 10:20," | F:55,14,1,1,0.95,0,1,54.57",3967.44,11,43641.84,-48.84,-0.11,4.4,0.01,-48.84,-0.11,-1837.65,-0.02
580,Exit long,2025-10-31 03:10,Long Exit,4039.08,8,32206.24,106.4,0.33,106.4,0.33,-11.44,-0.04,-1731.25,-0.02
580,Entry long,2025-10-31 03:00," | F:65,32,0,0,0.66,0,1,45.38",4025.78,8,32206.24,106.4,0.33,106.4,0.33,-11.44,-0.04,-1731.25,-0.02
581,Exit short,2025-10-31 03:50,Short Exit,4018.18,7,28227.36,100.1,0.35,100.1,0.35,-23.52,-0.08,-1631.15,-0.02
581,Entry short,2025-10-31 03:10," | F:50,16,0,1,0.87,0,1,54.06",4032.48,7,28227.36,100.1,0.35,100.1,0.35,-23.52,-0.08,-1631.15,-0.02
582,Exit short,2025-10-31 18:00,Short Exit,4008.34,8,32168.8,102.08,0.32,102.08,0.32,-36.56,-0.11,-1529.07,-0.02
582,Entry short,2025-10-31 16:05," | F:55,9,2,1,0.75,0,1,51.01",4021.1,8,32168.8,102.08,0.32,102.08,0.32,-36.56,-0.11,-1529.07,-0.02
583,Exit long,2025-11-03 14:45,Time Stop (Bars),4011.96,6,24003.24,68.52,0.29,73.8,0.31,-38.16,-0.16,-1460.55,-0.01
583,Entry long,2025-11-03 11:45," | F:65,92,1,0,0.65,0,0,33.22",4000.54,6,24003.24,68.52,0.29,73.8,0.31,-38.16,-0.16,-1460.55,-0.01
584,Exit long,2025-11-03 20:30,Long Exit,4006.36,21,84030.24,103.32,0.12,103.32,0.12,-41.16,-0.05,-1357.23,-0.01
584,Entry long,2025-11-03 20:20," | F:55,22,2,0,1.03,0,0,38.12",4001.44,21,84030.24,103.32,0.12,103.32,0.12,-41.16,-0.05,-1357.23,-0.01
585,Exit short,2025-11-03 20:40,Short Exit,4009.4,25,100190.25,-44.75,-0.04,14.25,0.01,-44.75,-0.04,-1401.98,-0.01
585,Entry short,2025-11-03 20:35," | F:70,15,2,1,0.74,0,0,53.11",4007.61,25,100190.25,-44.75,-0.04,14.25,0.01,-44.75,-0.04,-1401.98,-0.01
586,Exit short,2025-11-04 15:20,Short Exit,3986,15,59892.3,102.3,0.17,102.3,0.17,-1.65,0.00,-1299.68,-0.01
586,Entry short,2025-11-04 15:15," | F:70,12,2,1,0.43,0,0,52.63",3992.82,15,59892.3,102.3,0.17,102.3,0.17,-1.65,0.00,-1299.68,-0.01
587,Exit long,2025-11-05 04:05,Long Exit,3943.09,17,66928.83,103.7,0.15,103.7,0.15,-3.57,-0.01,-1195.98,-0.01
587,Entry long,2025-11-05 04:00," | F:45,14,0,0,0.63,0,0,46.04",3936.99,17,66928.83,103.7,0.15,103.7,0.15,-3.57,-0.01,-1195.98,-0.01
588,Exit short,2025-11-05 05:20,Short Exit,3955.82,15,59291.25,-46.05,-0.08,0.9,0.00,-46.05,-0.08,-1242.03,-0.01
588,Entry short,2025-11-05 05:10," | F:70,98,0,1,0.58,0,0,66.94",3952.75,15,59291.25,-46.05,-0.08,0.9,0.00,-46.05,-0.08,-1242.03,-0.01
