Trade #,Type,Date and time,Signal,Price CAD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
87,Exit long,2024-02-02 15:30,Long Exit,1.70509,55556,94766.86924,-29.03,-0.04,2.07,0.00,-29.03,-0.04,-820.93,-0.01
87,Entry long,2024-02-02 15:25," | F:75,53,2,0,0.7,0,1,43.93,1,0,11.67",1.70579,55556,94766.86924,-29.03,-0.04,2.07,0.00,-29.03,-0.04,-820.93,-0.01
88,Exit long,2024-02-02 15:45,Long Exit,1.70218,53191,90580.01772,-29.39,-0.04,0,0.00,-29.39,-0.04,-850.32,-0.01
88,Entry long,2024-02-02 15:40," | F:70,242,2,0,0.75,0,0,28.77,1,0,17.95",1.70292,53191,90580.01772,-29.39,-0.04,0,0.00,-29.39,-0.04,-850.32,-0.01
89,Exit long,2024-02-27 20:15,Long Exit,1.71526,81967,140628.3229,-24.87,-0.02,13.95,0.01,-24.87,-0.02,-875.19,-0.01
89,Entry long,2024-02-27 20:00," | F:75,18,2,0,0.82,0,1,48.58,1,0,30.32",1.71567,81967,140628.3229,-24.87,-0.02,13.95,0.01,-24.87,-0.02,-875.19,-0.01
90,Exit long,2024-02-28 15:10,Long Exit,1.7169,71429,122672.1646,-26.39,-0.03,88.13,0.10,-26.39,-0.03,-901.57,-0.01
90,Entry long,2024-02-28 13:15," | F:75,8,1,0,1.12,0,1,59.95,1,0,19.79",1.7174,71429,122672.1646,-26.39,-0.03,88.13,0.10,-26.39,-0.03,-901.57,-0.01
91,Exit long,2024-03-06 15:45,Long Exit,1.72676,75758,130850.7328,-25.64,-0.03,2.79,0.00,-25.64,-0.03,-927.21,-0.01
91,Entry long,2024-03-06 15:40," | F:75,10,2,0,1.51,1,1,48.02,1,0,15.78",1.72722,75758,130850.7328,-25.64,-0.03,2.79,0.00,-25.64,-0.03,-927.21,-0.01
92,Exit long,2024-03-07 12:45,Long Exit,1.72157,102041,175700.3163,-21.89,-0.02,32.45,0.02,-21.89,-0.02,-949.1,-0.01
92,Entry long,2024-03-07 12:15," | F:80,7,1,0,0.76,1,1,60.63,1,0,25.13",1.72186,102041,175700.3163,-21.89,-0.02,32.45,0.02,-21.89,-0.02,-949.1,-0.01
93,Exit long,2024-03-15 11:10,Long Exit,1.72545,119048,205437.5622,-19.35,-0.01,12.31,0.01,-19.35,-0.01,-968.45,-0.01
93,Entry long,2024-03-15 11:05," | F:75,10,1,0,1.36,0,1,56.18,1,0,19.22",1.72567,119048,205437.5622,-19.35,-0.01,12.31,0.01,-19.35,-0.01,-968.45,-0.01
94,Exit long,2024-03-15 15:25,Long Exit,1.72388,68493,118110.0141,-26.82,-0.03,22.27,0.03,-26.82,-0.03,-995.27,-0.01
94,Entry long,2024-03-15 15:05," | F:50,109,2,0,0.47,0,0,39.62,1,0,21.98",1.72441,68493,118110.0141,-26.82,-0.03,22.27,0.03,-26.82,-0.03,-995.27,-0.01
95,Exit long,2024-04-05 08:35,Long Exit,1.71267,116279,199174.2991,-19.74,-0.01,0,0.00,-19.74,-0.01,-1015.01,-0.01
95,Entry long,2024-04-05 08:30," | F:65,59,0,0,0.81,0,1,37.16,1,0,21.68",1.7129,116279,199174.2991,-19.74,-0.01,0,0.00,-19.74,-0.01,-1015.01,-0.01
96,Exit long,2024-04-11 11:45,Long Exit,1.71776,89286,153404.0623,-23.49,-0.02,4.57,0.00,-23.49,-0.02,-1038.5,-0.01
96,Entry long,2024-04-11 11:40," | F:75,11,1,0,1.14,0,1,57.62,1,0,29.65",1.71812,89286,153404.0623,-23.49,-0.02,4.57,0.00,-23.49,-0.02,-1038.5,-0.01
97,Exit long,2024-04-25 13:55,Long Exit,1.71095,69444,118851.3227,-26.35,-0.03,53.7,0.06,-26.35,-0.03,-1064.85,-0.01
97,Entry long,2024-04-25 13:00," | F:75,20,1,0,1.16,0,1,52.35,1,0,30.47",1.71147,69444,118851.3227,-26.35,-0.03,53.7,0.06,-26.35,-0.03,-1064.85,-0.01
98,Exit long,2024-04-26 22:20,Long Exit,1.70683,111111,189675.3659,-20.33,-0.01,65.88,0.05,-20.33,-0.01,-1085.18,-0.01
98,Entry long,2024-04-26 20:30," | F:55,12,2,0,1.03,0,0,53.34,1,0,21.8",1.70708,111111,189675.3659,-20.33,-0.01,65.88,0.05,-20.33,-0.01,-1085.18,-0.01
99,Exit long,2024-04-29 08:50,Long Exit,1.7106,98039,167735.9055,-22.22,-0.02,2.87,0.00,-22.22,-0.02,-1107.4,-0.01
99,Entry long,2024-04-29 08:45," | F:70,9,0,0,1.13,0,1,65.93,1,0,52.07",1.71091,98039,167735.9055,-22.22,-0.02,2.87,0.00,-22.22,-0.02,-1107.4,-0.01
100,Exit long,2024-04-30 18:30,Time Stop (Bars),1.72091,14620,25101.3704,42.68,0.23,61.3,0.33,-7.7,-0.04,-1064.72,-0.01
100,Entry long,2024-04-30 15:30," | F:75,245,2,0,0.32,0,1,52.58,1,0,17.59",1.71692,14620,25101.3704,42.68,0.23,61.3,0.33,-7.7,-0.04,-1064.72,-0.01
101,Exit long,2024-05-02 08:10,Long Exit,1.71976,142857,245701.1829,-15.59,-0.01,3.12,0.00,-15.59,-0.01,-1080.31,-0.01
101,Entry long,2024-05-02 08:05," | F:70,10,0,0,0.58,0,1,50.48,1,0,8.34",1.71991,142857,245701.1829,-15.59,-0.01,3.12,0.00,-15.59,-0.01,-1080.31,-0.01
102,Exit long,2024-05-07 18:40,Long Exit,1.71981,54348,93332.36388,99.38,0.15,99.38,0.15,-4.37,-0.01,-980.92,-0.01
102,Entry long,2024-05-07 18:05," | F:75,23,2,0,0.66,0,1,43.94,1,0,35.27",1.71731,54348,93332.36388,99.38,0.15,99.38,0.15,-4.37,-0.01,-980.92,-0.01
103,Exit long,2024-05-07 23:00,Long Exit,1.71671,42017,72172.6009,-30.43,-0.06,7.38,0.01,-30.43,-0.06,-1011.35,-0.01
103,Entry long,2024-05-07 20:45," | F:65,6,2,0,1.04,0,1,47.7,1,0,20.03",1.7177,42017,72172.6009,-30.43,-0.06,7.38,0.01,-30.43,-0.06,-1011.35,-0.01
104,Exit long,2024-05-08 16:00,Long Exit,1.71556,76923,132000.6372,-25.22,-0.03,47.07,0.05,-25.22,-0.03,-1036.56,-0.01
104,Entry long,2024-05-08 15:30," | F:50,44,2,0,0.61,0,0,34.2,1,0,30.62",1.71601,76923,132000.6372,-25.22,-0.03,47.07,0.05,-25.22,-0.03,-1036.56,-0.01
105,Exit long,2024-05-08 21:15,Long Exit,1.71525,100000,171555,-21.85,-0.02,18.21,0.01,-21.85,-0.02,-1058.42,-0.01
105,Entry long,2024-05-08 20:40," | F:60,17,2,0,0.53,1,0,52.62,1,0,12.04",1.71555,100000,171555,-21.85,-0.02,18.21,0.01,-21.85,-0.02,-1058.42,-0.01
106,Exit long,2024-05-09 17:05,Long Exit,1.71149,68493,117261.3859,-26.45,-0.03,1.5,0.00,-26.45,-0.03,-1084.86,-0.01
106,Entry long,2024-05-09 17:00," | F:70,19,2,0,0.91,0,0,42.76,0,0,13.96",1.71202,68493,117261.3859,-26.45,-0.03,1.5,0.00,-26.45,-0.03,-1084.86,-0.01
107,Exit long,2024-05-13 21:05,Time Stop (Bars),1.71689,81967,140717.6669,7.79,0.01,83.29,0.08,-8.39,-0.01,-1077.07,-0.01
107,Entry long,2024-05-13 18:05," | F:80,12,2,0,1.24,1,1,48.65,1,0,29.73",1.71676,81967,140717.6669,7.79,0.01,83.29,0.08,-8.39,-0.01,-1077.07,-0.01
108,Exit long,2024-05-14 21:30,Long Exit,1.71889,128205,220394.6514,-17.82,-0.01,0,0.00,-17.82,-0.01,-1094.89,-0.01
108,Entry long,2024-05-14 21:25," | F:65,9,2,0,0.86,0,1,55.23,1,0,26.32",1.71908,128205,220394.6514,-17.82,-0.01,0,0.00,-17.82,-0.01,-1094.89,-0.01
109,Exit long,2024-05-15 18:30,Time Stop (Bars),1.72254,24390,41971.0437,30.54,0.10,72.34,0.24,-15,-0.05,-1064.35,-0.01
109,Entry long,2024-05-15 15:30," | F:75,9,2,0,0.27,1,1,67.65,1,0,24.56",1.72083,24390,41971.0437,30.54,0.10,72.34,0.24,-15,-0.05,-1064.35,-0.01
110,Exit short,2024-05-23 16:30,Short Exit,1.74077,108696,189186.475,-20.63,-0.01,11.11,0.01,-20.63,-0.01,-1084.98,-0.01
110,Entry short,2024-05-23 16:25," | F:70,11,2,1,0.8,0,1,53.95,1,0,14.36",1.74051,108696,189186.475,-20.63,-0.01,11.11,0.01,-20.63,-0.01,-1084.98,-0.01
111,Exit long,2024-05-30 15:20,Long Exit,1.7416,50000,87120,-29.15,-0.05,1.82,0.00,-29.15,-0.05,-1114.13,-0.01
111,Entry long,2024-05-30 15:00," | F:75,62,2,0,1.27,1,0,38.16,1,0,26.28",1.7424,50000,87120,-29.15,-0.05,1.82,0.00,-29.15,-0.05,-1114.13,-0.01
112,Exit long,2024-06-04 11:35,Long Exit,1.74768,79365,138738.7502,-25.03,-0.02,18.62,0.02,-25.03,-0.02,-1139.16,-0.01
112,Entry long,2024-06-04 11:30," | F:80,11,1,0,0.91,1,1,54.12,1,0,37.59",1.74811,79365,138738.7502,-25.03,-0.02,18.62,0.02,-25.03,-0.02,-1139.16,-0.01
113,Exit long,2024-06-04 15:35,Long Exit,1.7448,74627,130244.2643,-25.72,-0.03,7.11,0.01,-25.72,-0.03,-1164.88,-0.01
113,Entry long,2024-06-04 15:25," | F:65,175,2,0,1.63,0,0,38.92,1,0,27.69",1.74527,74627,130244.2643,-25.72,-0.03,7.11,0.01,-25.72,-0.03,-1164.88,-0.01
114,Exit long,2024-06-04 20:00,Long Exit,1.74949,90909,159076.2046,-23.33,-0.02,37.33,0.03,-23.33,-0.02,-1188.21,-0.01
114,Entry long,2024-06-04 19:40," | F:80,10,2,0,0.62,1,1,57.51,1,0,25.85",1.74984,90909,159076.2046,-23.33,-0.02,37.33,0.03,-23.33,-0.02,-1188.21,-0.01
115,Exit long,2024-06-06 00:00,Long Exit,1.74981,94340,165141.2266,-46.87,-0.04,75.82,0.06,-46.87,-0.04,-1235.08,-0.01
115,Entry long,2024-06-05 21:40," | F:75,11,2,0,1.1,1,1,49.62,1,0,9.33",1.75049,94340,165141.2266,-46.87,-0.04,75.82,0.06,-46.87,-0.04,-1235.08,-0.01
116,Exit long,2024-06-07 22:00,Long Exit,1.74878,100000,174908,-21.94,-0.02,65.81,0.05,-21.94,-0.02,-1257.01,-0.01
116,Entry long,2024-06-07 20:00," | F:75,21,2,0,0.85,0,1,48.59,1,0,23.62",1.74908,100000,174908,-21.94,-0.02,65.81,0.05,-21.94,-0.02,-1257.01,-0.01
117,Exit long,2024-06-14 18:55,Long Exit,1.74255,50505,88047.3867,-29.03,-0.05,3.31,0.01,-29.03,-0.05,-1286.04,-0.01
117,Entry long,2024-06-14 18:40," | F:60,7,2,0,0.79,1,0,44.53,0,0,23.85",1.74334,50505,88047.3867,-29.03,-0.05,3.31,0.01,-29.03,-0.05,-1286.04,-0.01
118,Exit long,2024-06-24 18:55,Long Exit,1.73215,55556,96270.2146,-28.39,-0.04,78.67,0.11,-28.39,-0.04,-1314.43,-0.01
118,Entry long,2024-06-24 16:40," | F:70,21,2,0,0.94,0,1,47.41,0,0,20.67",1.73285,55556,96270.2146,-28.39,-0.04,78.67,0.11,-28.39,-0.04,-1314.43,-0.01
119,Exit long,2024-07-12 18:30,Time Stop (Bars),1.76808,14620,25816.1422,24.33,0.13,43.62,0.23,-4.5,-0.02,-1290.1,-0.01
119,Entry long,2024-07-12 15:30," | F:70,38,2,0,0.31,0,1,59.33,1,0,47.5",1.76581,14620,25816.1422,24.33,0.13,43.62,0.23,-4.5,-0.02,-1290.1,-0.01
120,Exit long,2024-07-16 15:30,Long Exit,1.77305,89286,158340.6853,-23.48,-0.02,77.61,0.07,-23.48,-0.02,-1313.58,-0.01
120,Entry long,2024-07-16 13:40," | F:80,15,1,0,0.79,1,0,40.89,1,0,20.24",1.77341,89286,158340.6853,-23.48,-0.02,77.61,0.07,-23.48,-0.02,-1313.58,-0.01
121,Exit long,2024-07-17 18:55,Long Exit,1.77939,64935,115581.7026,-27.06,-0.03,74.07,0.09,-27.06,-0.03,-1340.64,-0.01
121,Entry long,2024-07-17 17:10," | F:75,70,2,0,0.82,0,1,36.92,1,0,17.69",1.77996,64935,115581.7026,-27.06,-0.03,74.07,0.09,-27.06,-0.03,-1340.64,-0.01
122,Exit long,2024-08-15 15:30,Long Exit,1.76166,60976,107459.8341,-29.78,-0.04,28,0.04,-29.78,-0.04,-1370.42,-0.01
122,Entry long,2024-08-15 15:05," | F:75,16,2,0,0.71,0,1,60.68,1,0,26.21",1.76233,60976,107459.8341,-29.78,-0.04,28,0.04,-29.78,-0.04,-1370.42,-0.01
123,Exit long,2024-08-23 16:15,Long Exit,1.78071,64935,115667.4168,-27.18,-0.03,8.58,0.01,-27.18,-0.03,-1397.59,-0.01
123,Entry long,2024-08-23 16:05," | F:75,202,2,0,0.29,1,0,38.18,1,0,21.89",1.78128,64935,115667.4168,-27.18,-0.03,8.58,0.01,-27.18,-0.03,-1397.59,-0.01
124,Exit long,2024-08-30 12:00,Long Exit,1.77648,67568,120069.6874,-27.04,-0.03,5.01,0.01,-27.04,-0.03,-1424.63,-0.01
124,Entry long,2024-08-30 11:45," | F:75,17,1,0,0.69,0,1,48.6,1,0,29.12",1.77702,67568,120069.6874,-27.04,-0.03,5.01,0.01,-27.04,-0.03,-1424.63,-0.01
125,Exit long,2024-09-04 16:45,Long Exit,1.77712,80645,143349.7133,-24.99,-0.02,97.57,0.09,-24.99,-0.02,-1449.62,-0.01
125,Entry long,2024-09-04 15:30," | F:65,9,2,0,0.64,0,1,50.48,1,0,17.06",1.77754,80645,143349.7133,-24.99,-0.02,97.57,0.09,-24.99,-0.02,-1449.62,-0.01
126,Exit long,2024-09-10 15:25,Long Exit,1.77605,113636,201850.4904,-20.11,-0.01,115.63,0.08,-20.11,-0.01,-1469.73,-0.01
126,Entry long,2024-09-10 13:40," | F:75,16,1,0,0.95,0,1,44.54,1,0,20.53",1.77629,113636,201850.4904,-20.11,-0.01,115.63,0.08,-20.11,-0.01,-1469.73,-0.01
127,Exit long,2024-09-11 09:05,Long Exit,1.78071,80645,143639.2289,-24.87,-0.02,6.51,0.01,-24.87,-0.02,-1494.6,-0.01
127,Entry long,2024-09-11 09:00," | F:70,36,0,0,0.54,0,1,40.21,1,0,31.86",1.78113,80645,143639.2289,-24.87,-0.02,6.51,0.01,-24.87,-0.02,-1494.6,-0.01
128,Exit short,2024-09-11 15:30,Short Exit,1.77804,57471,102147.2313,-28.27,-0.04,2.95,0.00,-28.27,-0.04,-1522.87,-0.02
128,Entry short,2024-09-11 15:25," | F:75,13,2,1,1,1,0,51.5,1,0,15.17",1.77737,57471,102147.2313,-28.27,-0.04,2.95,0.00,-28.27,-0.04,-1522.87,-0.02
129,Exit long,2024-09-18 20:55,Long Exit,1.79422,63291,113595.3197,-27.45,-0.03,60.49,0.07,-27.45,-0.03,-1550.33,-0.02
129,Entry long,2024-09-18 18:20," | F:80,81,2,0,0.33,1,1,35.18,1,0,32.9",1.79481,63291,113595.3197,-27.45,-0.03,60.49,0.07,-27.45,-0.03,-1550.33,-0.02
130,Exit long,2024-09-26 10:05,Long Exit,1.79837,121951,219138.6299,129.28,0.08,129.28,0.08,-5.42,0.00,-1421.05,-0.01
130,Entry long,2024-09-26 08:35," | F:70,9,0,0,2.34,0,1,55.71,1,0,18.51",1.79694,121951,219138.6299,129.28,0.08,129.28,0.08,-5.42,0.00,-1421.05,-0.01
131,Exit long,2024-09-27 18:30,Time Stop (Bars),1.80839,18727,33827.14191,28.64,0.11,34.2,0.14,-5.98,-0.02,-1392.42,-0.01
131,Entry long,2024-09-27 15:30," | F:75,28,2,0,0.55,0,1,67.9,1,0,12.71",1.80633,18727,33827.14191,28.64,0.11,34.2,0.14,-5.98,-0.02,-1392.42,-0.01
132,Exit long,2024-09-30 10:00,Long Exit,1.80981,60976,110217.7786,101.46,0.12,101.46,0.12,-1.8,0.00,-1290.96,-0.01
132,Entry long,2024-09-30 09:15," | F:70,100,0,0,1.18,0,0,40.63,1,0,26.89",1.80756,60976,110217.7786,101.46,0.12,101.46,0.12,-1.8,0.00,-1290.96,-0.01
133,Exit long,2024-09-30 10:55,Long Exit,1.81078,42017,75975.1394,80.16,0.14,80.16,0.14,0,0.00,-1210.79,-0.01
133,Entry long,2024-09-30 10:30," | F:70,16,1,0,0.78,0,1,48.76,1,0,19.93",1.8082,42017,75975.1394,80.16,0.14,80.16,0.14,0,0.00,-1210.79,-0.01
134,Exit short,2024-10-01 15:35,Short Exit,1.80224,96154,173261.8157,-22.74,-0.02,1.42,0.00,-22.74,-0.02,-1233.53,-0.01
134,Entry short,2024-10-01 15:30," | F:70,16,2,1,0.83,0,0,50.08,0,0,27.56",1.80192,96154,173261.8157,-22.74,-0.02,1.42,0.00,-22.74,-0.02,-1233.53,-0.01
135,Exit long,2024-10-14 13:40,Long Exit,1.80053,138889,250096.0334,-16.14,-0.01,11.09,0.01,-16.14,-0.01,-1249.67,-0.01
135,Entry long,2024-10-14 13:35," | F:80,9,1,0,0.55,1,1,48.88,1,0,14.64",1.80069,138889,250096.0334,-16.14,-0.01,11.09,0.01,-16.14,-0.01,-1249.67,-0.01
136,Exit long,2024-10-16 16:50,Long Exit,1.79356,96154,172488.7375,-22.33,-0.02,17.44,0.01,-22.33,-0.02,-1272,-0.01
136,Entry long,2024-10-16 16:45," | F:55,7,2,0,0.98,0,0,45.3,0,0,19.11",1.79388,96154,172488.7375,-22.33,-0.02,17.44,0.01,-22.33,-0.02,-1272,-0.01
137,Exit long,2024-10-25 16:35,Long Exit,1.7997,83333,149807.7341,120.28,0.11,120.28,0.11,-8.42,-0.01,-1151.72,-0.01
137,Entry long,2024-10-25 15:30," | F:75,25,2,0,0.61,0,1,46.78,1,0,26.12",1.7977,83333,149807.7341,120.28,0.11,120.28,0.11,-8.42,-0.01,-1151.72,-0.01
138,Exit long,2024-10-28 20:35,Long Exit,1.80188,108696,195885.4094,-20.33,-0.01,17.99,0.01,-20.33,-0.01,-1172.05,-0.01
138,Entry long,2024-10-28 20:05," | F:80,92,2,0,1.28,1,0,28.91,1,0,37.16",1.80214,108696,195885.4094,-20.33,-0.01,17.99,0.01,-20.33,-0.01,-1172.05,-0.01
139,Exit long,2024-10-31 15:45,Long Exit,1.80292,66667,120231.9345,-26.36,-0.03,77.16,0.09,-26.36,-0.03,-1198.41,-0.01
139,Entry long,2024-10-31 15:20," | F:70,82,2,0,0.22,0,0,38.57,1,0,19.58",1.80347,66667,120231.9345,-26.36,-0.03,77.16,0.09,-26.36,-0.03,-1198.41,-0.01
140,Exit long,2024-11-05 17:55,Long Exit,1.80077,20576,37098.528,-32.99,-0.12,9.17,0.03,-32.99,-0.12,-1231.4,-0.01
140,Entry long,2024-11-05 17:00," | F:75,100,2,0,0.1,1,1,51.85,1,0,14.37",1.803,20576,37098.528,-32.99,-0.12,9.17,0.03,-32.99,-0.12,-1231.4,-0.01
141,Exit long,2024-11-07 18:50,Long Exit,1.80038,44248,79704.36488,-29.51,-0.05,18.4,0.03,-29.51,-0.05,-1260.9,-0.01
141,Entry long,2024-11-07 18:10," | F:70,14,2,0,0.93,0,1,55.42,1,0,31.37",1.80131,44248,79704.36488,-29.51,-0.05,18.4,0.03,-29.51,-0.05,-1260.9,-0.01
142,Exit long,2024-11-08 16:40,Long Exit,1.79849,54945,98857.044,-28.14,-0.04,79.27,0.11,-28.14,-0.04,-1289.04,-0.01
142,Entry long,2024-11-08 15:40," | F:50,64,2,0,0.85,0,0,35.46,1,0,19.07",1.7992,54945,98857.044,-28.14,-0.04,79.27,0.11,-28.14,-0.04,-1289.04,-0.01
143,Exit long,2024-11-18 15:35,Long Exit,1.77812,75758,134741.6636,-24.73,-0.03,79.56,0.08,-24.73,-0.03,-1313.77,-0.01
143,Entry long,2024-11-18 14:15," | F:70,10,2,0,0.58,0,0,48.29,0,0,10.69",1.77858,75758,134741.6636,-24.73,-0.03,79.56,0.08,-24.73,-0.03,-1313.77,-0.01
144,Exit long,2024-12-02 11:05,Long Exit,1.78266,63291,112688.3597,98.44,0.12,98.44,0.12,-23.03,-0.03,-1215.33,-0.01
144,Entry long,2024-12-02 09:15," | F:70,12,1,0,0.64,0,1,48.52,1,0,20.35",1.78048,63291,112688.3597,98.44,0.12,98.44,0.12,-23.03,-0.03,-1215.33,-0.01
145,Exit long,2024-12-03 11:40,Long Exit,1.77737,65789,116968.2368,-26.21,-0.03,55.7,0.07,-26.21,-0.03,-1241.54,-0.01
145,Entry long,2024-12-03 10:40," | F:70,7,1,0,1.24,0,1,54.62,1,0,21.13",1.77793,65789,116968.2368,-26.21,-0.03,55.7,0.07,-26.21,-0.03,-1241.54,-0.01
146,Exit long,2024-12-03 12:55,Long Exit,1.77756,54945,97707.04515,-27.76,-0.04,8.6,0.01,-27.76,-0.04,-1269.3,-0.01
146,Entry long,2024-12-03 12:40," | F:70,8,1,0,0.79,0,1,54.2,1,0,15.71",1.77827,54945,97707.04515,-27.76,-0.04,8.6,0.01,-27.76,-0.04,-1269.3,-0.01
147,Exit long,2024-12-06 18:30,Time Stop (Bars),1.80265,12658,22769.46356,34.55,0.21,46.45,0.29,-1.8,-0.01,-1234.75,-0.01
147,Entry long,2024-12-06 15:30," | F:70,8,2,0,0.95,0,1,84.51,1,0,52.02",1.79882,12658,22769.46356,34.55,0.21,46.45,0.29,-1.8,-0.01,-1234.75,-0.01
148,Exit long,2024-12-09 14:50,Long Exit,1.80227,98039,176723.1406,-21.45,-0.02,4.84,0.00,-21.45,-0.02,-1256.2,-0.01
148,Entry long,2024-12-09 14:45," | F:70,82,2,0,0.7,0,0,25.57,1,0,44.97",1.80258,98039,176723.1406,-21.45,-0.02,4.84,0.00,-21.45,-0.02,-1256.2,-0.01
149,Exit long,2024-12-09 16:50,Long Exit,1.80353,68493,123390.1395,98.15,0.11,98.15,0.11,-10.15,-0.01,-1158.05,-0.01
149,Entry long,2024-12-09 16:20," | F:55,12,2,0,1.02,0,0,37.34,1,0,43.87",1.8015,68493,123390.1395,98.15,0.11,98.15,0.11,-10.15,-0.01,-1158.05,-0.01
150,Exit long,2024-12-10 10:50,Long Exit,1.80744,125000,225955,-17.63,-0.01,0.88,0.00,-17.63,-0.01,-1175.68,-0.01
150,Entry long,2024-12-10 10:45," | F:70,10,1,0,0.75,0,1,48.22,1,0,13.58",1.80764,125000,225955,-17.63,-0.01,0.88,0.00,-17.63,-0.01,-1175.68,-0.01
151,Exit long,2024-12-12 14:20,Long Exit,1.8024,108696,195941.9314,-19.95,-0.01,31.46,0.02,-19.95,-0.01,-1195.63,-0.01
151,Entry long,2024-12-12 14:10," | F:50,11,2,0,1.16,0,0,45.66,1,0,18.14",1.80266,108696,195941.9314,-19.95,-0.01,31.46,0.02,-19.95,-0.01,-1195.63,-0.01
152,Exit long,2024-12-13 16:00,Long Exit,1.79975,68493,123306.578,-25.52,-0.03,19.74,0.02,-25.52,-0.03,-1221.15,-0.01
152,Entry long,2024-12-13 15:35," | F:65,8,2,0,1.23,0,1,62.1,1,0,22.2",1.80028,68493,123306.578,-25.52,-0.03,19.74,0.02,-25.52,-0.03,-1221.15,-0.01
153,Exit long,2024-12-13 17:40,Long Exit,1.79649,52083,93606.17175,-27.82,-0.04,5.86,0.01,-27.82,-0.04,-1248.97,-0.01
153,Entry long,2024-12-13 17:35," | F:55,71,2,0,1.12,0,0,29.75,1,0,26.46",1.79725,52083,93606.17175,-27.82,-0.04,5.86,0.01,-27.82,-0.04,-1248.97,-0.01
154,Exit long,2024-12-17 21:30,Long Exit,1.81912,50505,91914.55455,-28,-0.04,39.34,0.06,-28,-0.04,-1276.97,-0.01
154,Entry long,2024-12-17 19:25," | F:75,14,2,0,0.66,0,1,58.87,1,0,41.71",1.81991,50505,91914.55455,-28,-0.04,39.34,0.06,-28,-0.04,-1276.97,-0.01
155,Exit long,2024-12-19 08:15,Long Exit,1.81675,54348,98775.85956,-27.07,-0.04,0.75,0.00,-27.07,-0.04,-1304.04,-0.01
155,Entry long,2024-12-19 08:00," | F:50,13,0,0,0.89,0,1,58.41,1,0,20.33",1.81747,54348,98775.85956,-27.07,-0.04,0.75,0.00,-27.07,-0.04,-1304.04,-0.01
156,Exit long,2024-12-23 10:15,Long Exit,1.80711,96154,173591.6239,117.65,0.10,117.65,0.10,-18.05,-0.01,-1186.39,-0.01
156,Entry long,2024-12-23 08:35," | F:70,80,0,0,0.7,0,1,41.22,1,0,13.85",1.80535,96154,173591.6239,117.65,0.10,117.65,0.10,-18.05,-0.01,-1186.39,-0.01
157,Exit long,2024-12-27 17:00,Long Exit,1.81098,69444,125622.8071,96.35,0.11,96.35,0.11,-24.09,-0.03,-1090.04,-0.01
157,Entry long,2024-12-27 16:25," | F:75,9,2,0,0.83,0,1,62.08,1,0,33.33",1.80898,69444,125622.8071,96.35,0.11,96.35,0.11,-24.09,-0.03,-1090.04,-0.01
158,Exit long,2024-12-30 15:35,Long Exit,1.81056,64103,116099.5074,-25.78,-0.03,68.45,0.09,-25.78,-0.03,-1115.82,-0.01
158,Entry long,2024-12-30 14:40," | F:70,8,2,0,1.11,0,1,49.2,1,0,14.59",1.81114,64103,116099.5074,-25.78,-0.03,68.45,0.09,-25.78,-0.03,-1115.82,-0.01
159,Exit long,2024-12-31 16:30,Long Exit,1.80263,49505,89279.2972,-27.92,-0.04,4.83,0.01,-27.92,-0.04,-1143.74,-0.01
159,Entry long,2024-12-31 16:25," | F:80,17,2,0,0.79,1,1,48.95,0,0,11.04",1.80344,49505,89279.2972,-27.92,-0.04,4.83,0.01,-27.92,-0.04,-1143.74,-0.01
160,Exit short,2025-01-22 16:45,Short Exit,1.77338,53191,94288.49424,-27.46,-0.04,49.73,0.08,-27.46,-0.04,-1171.2,-0.01
160,Entry short,2025-01-22 15:45," | F:60,6,2,1,0.69,1,1,59.79,1,1.19,24.75",1.77264,53191,94288.49424,-27.46,-0.04,49.73,0.08,-27.46,-0.04,-1171.2,-0.01
161,Exit long,2025-01-22 21:05,Long Exit,1.7711,116279,205768.4812,120.88,0.08,120.88,0.08,-12.17,-0.01,-1050.32,-0.01
161,Entry long,2025-01-22 20:35," | F:55,19,2,0,0.85,1,0,43.41,1,0.76,22.89",1.76961,116279,205768.4812,120.88,0.08,120.88,0.08,-12.17,-0.01,-1050.32,-0.01
162,Exit long,2025-01-23 07:10,Long Exit,1.77204,80645,142940.0367,-23.54,-0.02,3.36,0.00,-23.54,-0.02,-1073.86,-0.01
162,Entry long,2025-01-23 07:05," | F:70,10,0,0,0.53,0,1,60.31,1,1.35,18.33",1.77246,80645,142940.0367,-23.54,-0.02,3.36,0.00,-23.54,-0.02,-1073.86,-0.01
163,Exit long,2025-01-29 09:10,Long Exit,1.79424,102041,182915.6354,118.28,0.09,118.28,0.09,-5.67,0.00,-955.58,-0.01
163,Entry long,2025-01-29 07:45," | F:70,17,0,0,0.82,0,1,56.04,1,0.9,22.7",1.79257,102041,182915.6354,118.28,0.09,118.28,0.09,-5.67,0.00,-955.58,-0.01
164,Exit long,2025-01-29 13:40,Long Exit,1.79095,98039,175613.3391,-21.1,-0.02,16.33,0.01,-21.1,-0.02,-976.68,-0.01
164,Entry long,2025-01-29 13:30," | F:50,8,1,0,1.03,0,0,41.25,1,0.85,29.79",1.79126,98039,175613.3391,-21.1,-0.02,16.33,0.01,-21.1,-0.02,-976.68,-0.01
