Trade #,Type,Date and time,Signal,Price CAD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
165,Exit long,2025-01-30 10:00,Long Exit,1.79543,131579,236064.5681,122.2,0.07,122.2,0.07,-7.3,0.00,-854.47,-0.01
165,Entry long,2025-01-30 08:20," | F:70,56,0,0,0.65,0,0,36.63,1,1.02,18.07",1.79409,131579,236064.5681,122.2,0.07,122.2,0.07,-7.3,0.00,-854.47,-0.01
166,Exit long,2025-02-03 08:40,Long Exit,1.80731,104167,188291.2275,-20.07,-0.02,0,0.00,-20.07,-0.02,-874.54,-0.01
166,Entry long,2025-02-03 08:35," | F:75,21,0,0,0.33,1,1,37.9,1,1.08,18.69",1.80759,104167,188291.2275,-20.07,-0.02,0,0.00,-20.07,-0.02,-874.54,-0.01
167,Exit long,2025-02-03 17:20,Long Exit,1.81073,44643,80877.49095,-28.26,-0.05,4.3,0.01,-28.26,-0.05,-902.8,-0.01
167,Entry long,2025-02-03 17:15," | F:75,7,2,0,0.74,0,1,50.01,1,1.22,11.79",1.81165,44643,80877.49095,-28.26,-0.05,4.3,0.01,-28.26,-0.05,-902.8,-0.01
168,Exit long,2025-02-06 08:00,Long Exit,1.79067,92593,165834.9889,-21.98,-0.02,20.04,0.02,-21.98,-0.02,-924.78,-0.01
168,Entry long,2025-02-06 07:20," | F:70,16,0,0,0.53,0,1,49.78,1,1.1,24.44",1.79101,92593,165834.9889,-21.98,-0.02,20.04,0.02,-21.98,-0.02,-924.78,-0.01
169,Exit short,2025-02-18 15:10,Short Exit,1.78878,52632,94107.59496,-27.81,-0.04,40.05,0.06,-27.81,-0.04,-952.59,-0.01
169,Entry short,2025-02-18 14:10," | F:70,13,2,1,0.8,0,0,51.83,1,1.21,26.17",1.78803,52632,94107.59496,-27.81,-0.04,40.05,0.06,-27.81,-0.04,-952.59,-0.01
170,Exit long,2025-02-18 21:55,Long Exit,1.78739,100000,178769,-21.14,-0.02,4.23,0.00,-21.14,-0.02,-973.73,-0.01
170,Entry long,2025-02-18 21:45," | F:50,7,2,0,0.78,0,0,46.33,1,0.85,18.28",1.78769,100000,178769,-21.14,-0.02,4.23,0.00,-21.14,-0.02,-973.73,-0.01
171,Exit short,2025-02-19 16:10,Short Exit,1.78679,75758,135528.7893,116.27,0.12,116.27,0.12,-8,-0.01,-857.46,-0.01
171,Entry short,2025-02-19 15:05," | F:80,33,2,1,0.89,1,0,56.08,1,1.13,16.04",1.78897,75758,135528.7893,116.27,0.12,116.27,0.12,-8,-0.01,-857.46,-0.01
172,Exit long,2025-02-21 11:40,Long Exit,1.79482,60241,108159.7035,-26.76,-0.04,61.16,0.08,-26.76,-0.04,-884.22,-0.01
172,Entry long,2025-02-21 10:20," | F:65,28,1,0,0.46,0,1,39.89,1,1.45,36.81",1.79545,60241,108159.7035,-26.76,-0.04,61.16,0.08,-26.76,-0.04,-884.22,-0.01
173,Exit short,2025-02-21 21:35,Short Exit,1.79773,86207,154944.1515,-23.09,-0.02,0,0.00,-23.09,-0.02,-907.31,-0.01
173,Entry short,2025-02-21 21:30," | F:55,17,2,1,1.2,1,1,56.53,1,1.02,32.67",1.79735,86207,154944.1515,-23.09,-0.02,0,0.00,-23.09,-0.02,-907.31,-0.01
174,Exit short,2025-02-24 18:20,Short Exit,1.79804,35461,63717.38863,-30.15,-0.07,46.34,0.10,-30.15,-0.07,-937.46,-0.01
174,Entry short,2025-02-24 16:30," | F:60,12,2,1,0.81,1,0,51.17,1,1.53,16.09",1.79683,35461,63717.38863,-30.15,-0.07,46.34,0.10,-30.15,-0.07,-937.46,-0.01
175,Exit long,2025-02-26 17:30,Long Exit,1.81795,36765,66729.57795,74.94,0.16,74.94,0.16,-3.85,-0.01,-862.52,-0.01
175,Entry long,2025-02-26 15:00," | F:70,14,2,0,0.87,0,1,60.47,1,1.38,19.35",1.81503,36765,66729.57795,74.94,0.16,74.94,0.16,-3.85,-0.01,-862.52,-0.01
176,Exit short,2025-02-27 15:45,Short Exit,1.82174,28571,52004.64849,-30.87,-0.09,35.85,0.10,-30.87,-0.09,-893.39,-0.01
176,Entry short,2025-02-27 15:30," | F:55,243,2,1,1.68,1,1,66.69,1,1.55,24.55",1.82019,28571,52004.64849,-30.87,-0.09,35.85,0.10,-30.87,-0.09,-893.39,-0.01
177,Exit short,2025-03-04 14:40,Short Exit,1.83759,62500,114811.875,-25.88,-0.03,35.37,0.04,-25.88,-0.03,-919.27,-0.01
177,Entry short,2025-03-04 14:20," | F:70,41,2,1,0.89,0,1,59.57,1,1.16,15.66",1.83699,62500,114811.875,-25.88,-0.03,35.37,0.04,-25.88,-0.03,-919.27,-0.01
178,Exit long,2025-03-27 21:25,Long Exit,1.85292,78125,144793.75,-24.02,-0.02,14.19,0.01,-24.02,-0.02,-943.28,-0.01
178,Entry long,2025-03-27 21:05," | F:70,11,2,0,0.76,0,1,45.55,1,1.11,12.64",1.85336,78125,144793.75,-24.02,-0.02,14.19,0.01,-24.02,-0.02,-943.28,-0.01
179,Exit long,2025-04-01 14:25,Long Exit,1.85885,72464,134535.2131,114.3,0.12,114.3,0.12,0,0.00,-828.98,-0.01
179,Entry long,2025-04-01 14:00," | F:75,190,1,0,0.52,1,0,33.78,1,1.22,25.34",1.85658,72464,134535.2131,114.3,0.12,114.3,0.12,0,0.00,-828.98,-0.01
180,Exit short,2025-04-08 20:00,Short Exit,1.81428,37594,68163.5611,-29.81,-0.06,8.7,0.02,-29.81,-0.06,-858.79,-0.01
180,Entry short,2025-04-08 19:45," | F:55,15,2,1,0.98,0,1,57.37,0,1.07,14.44",1.81315,37594,68163.5611,-29.81,-0.06,8.7,0.02,-29.81,-0.06,-858.79,-0.01
181,Exit long,2025-04-15 08:45,Long Exit,1.83051,116279,212876.6165,-19.25,-0.01,31.8,0.02,-19.25,-0.01,-878.04,-0.01
181,Entry long,2025-04-15 08:35," | F:75,8,0,0,0.46,1,1,50.21,1,0.98,9.47",1.83074,116279,212876.6165,-19.25,-0.01,31.8,0.02,-19.25,-0.01,-878.04,-0.01
182,Exit long,2025-04-15 14:25,Long Exit,1.83458,80645,147983.575,-24.38,-0.02,4.06,0.00,-24.38,-0.02,-902.41,-0.01
182,Entry long,2025-04-15 14:20," | F:70,12,1,0,1.62,0,1,52.36,1,1.12,14.13",1.835,80645,147983.575,-24.38,-0.02,4.06,0.00,-24.38,-0.02,-902.41,-0.01
183,Exit long,2025-04-17 13:55,Long Exit,1.83799,64103,117857.8527,-26.81,-0.03,19.41,0.02,-26.81,-0.03,-929.22,-0.01
183,Entry long,2025-04-17 13:25," | F:75,13,1,0,0.93,0,1,55.25,1,0.93,31.81",1.83857,64103,117857.8527,-26.81,-0.03,19.41,0.02,-26.81,-0.03,-929.22,-0.01
184,Exit long,2025-04-17 19:20,Long Exit,1.83588,27174,49932.76848,-32.13,-0.09,2.94,0.01,-32.13,-0.09,-961.35,-0.01
184,Entry long,2025-04-17 19:00," | F:80,10,2,0,0.55,1,1,53.63,1,0.88,9.86",1.83752,27174,49932.76848,-32.13,-0.09,2.94,0.01,-32.13,-0.09,-961.35,-0.01
185,Exit long,2025-04-18 15:15,Long Exit,1.8382,45872,84362.73648,-29.47,-0.05,52.98,0.09,-29.47,-0.05,-990.82,-0.01
185,Entry long,2025-04-18 14:25," | F:75,8,1,0,0.93,0,1,52.14,1,1,19.61",1.83909,45872,84362.73648,-29.47,-0.05,52.98,0.09,-29.47,-0.05,-990.82,-0.01
186,Exit long,2025-04-22 09:50,Long Exit,1.85019,73529,136077.9144,-25.49,-0.03,18.06,0.02,-25.49,-0.03,-1016.31,-0.01
186,Entry long,2025-04-22 09:45," | F:75,20,0,0,0.52,1,1,46.35,1,1.13,12.38",1.85067,73529,136077.9144,-25.49,-0.03,18.06,0.02,-25.49,-0.03,-1016.31,-0.01
187,Exit short,2025-04-23 19:35,Time Stop (Bars),1.8412,23810,43848.0198,6.53,0.02,69.81,0.22,-31.29,-0.10,-1009.78,-0.01
187,Entry short,2025-04-23 16:35," | F:70,213,2,1,0.65,0,1,57.01,1,1.37,23.96",1.84158,23810,43848.0198,6.53,0.02,69.81,0.22,-31.29,-0.10,-1009.78,-0.01
188,Exit long,2025-05-12 10:00,Long Exit,1.84966,49020,90710.5296,-28.82,-0.04,12.65,0.02,-28.82,-0.04,-1038.6,-0.01
188,Entry long,2025-05-12 09:45," | F:75,9,0,0,0.57,1,1,57.09,1,0.85,16.93",1.85048,49020,90710.5296,-28.82,-0.04,12.65,0.02,-28.82,-0.04,-1038.6,-0.01
189,Exit long,2025-05-13 13:05,Long Exit,1.84739,121951,225316.6676,-18.31,-0.01,13.95,0.01,-18.31,-0.01,-1056.9,-0.01
189,Entry long,2025-05-13 13:00," | F:75,19,1,0,1.35,0,1,51.54,1,0.92,28.9",1.8476,121951,225316.6676,-18.31,-0.01,13.95,0.01,-18.31,-0.01,-1056.9,-0.01
190,Exit long,2025-05-13 19:50,Long Exit,1.85525,84746,157058.0669,119.35,0.11,119.35,0.11,-15.75,-0.01,-937.56,-0.01
190,Entry long,2025-05-13 18:45," | F:75,12,2,0,1.35,0,1,51.49,1,0.86,37.65",1.85328,84746,157058.0669,119.35,0.11,119.35,0.11,-15.75,-0.01,-937.56,-0.01
191,Exit short,2025-05-15 15:30,Short Exit,1.85807,51020,94758.9358,-28.48,-0.04,16.06,0.02,-28.48,-0.04,-966.03,-0.01
191,Entry short,2025-05-15 15:25," | F:55,13,2,1,0.89,1,1,50.99,1,1.02,18.33",1.85729,51020,94758.9358,-28.48,-0.04,16.06,0.02,-28.48,-0.04,-966.03,-0.01
192,Exit short,2025-05-19 17:30,Short Exit,1.86137,58140,108356.6808,97.76,0.13,97.76,0.13,-15.81,-0.02,-868.27,-0.01
192,Entry short,2025-05-19 17:00," | F:50,10,2,1,1.02,0,1,42.09,1,1.09,29.82",1.86372,58140,108356.6808,97.76,0.13,97.76,0.13,-15.81,-0.02,-868.27,-0.01
193,Exit long,2025-05-22 20:00,Long Exit,1.85973,50505,93965.5626,-28.78,-0.04,43.71,0.06,-28.78,-0.04,-897.05,-0.01
193,Entry long,2025-05-22 19:00," | F:70,55,2,0,0.67,0,0,40.12,1,0.98,26.26",1.86052,50505,93965.5626,-28.78,-0.04,43.71,0.06,-28.78,-0.04,-897.05,-0.01
194,Exit long,2025-05-28 10:00,Long Exit,1.86396,60976,113694.6301,-27.36,-0.03,18.09,0.02,-27.36,-0.03,-924.41,-0.01
194,Entry long,2025-05-28 09:40," | F:75,7,0,0,0.86,1,1,60.6,1,1.19,22.73",1.86458,60976,113694.6301,-27.36,-0.03,18.09,0.02,-27.36,-0.03,-924.41,-0.01
195,Exit long,2025-05-29 14:50,Long Exit,1.86134,102041,189962.5868,-21.38,-0.02,3.69,0.00,-21.38,-0.02,-945.79,-0.01
195,Entry long,2025-05-29 14:45," | F:80,23,1,0,0.96,1,0,41.75,1,1.13,14.93",1.86163,102041,189962.5868,-21.38,-0.02,3.69,0.00,-21.38,-0.02,-945.79,-0.01
196,Exit long,2025-05-30 11:50,Long Exit,1.86135,48544,90397.66592,-29.15,-0.04,29.86,0.05,-29.15,-0.04,-974.95,-0.01
196,Entry long,2025-05-30 11:15," | F:70,7,1,0,0.89,0,0,52.89,1,0.89,17.25",1.86218,48544,90397.66592,-29.15,-0.04,29.86,0.05,-29.15,-0.04,-974.95,-0.01
197,Exit long,2025-06-03 17:05,Long Exit,1.85351,34014,63088.48692,-31.47,-0.07,1.49,0.00,-31.47,-0.07,-1006.42,-0.01
197,Entry long,2025-06-03 17:00," | F:50,6,2,0,0.73,0,0,53.84,0,1.5,14.31",1.85478,34014,63088.48692,-31.47,-0.07,1.49,0.00,-31.47,-0.07,-1006.42,-0.01
198,Exit short,2025-06-11 15:25,Short Exit,1.84725,78125,144282.0313,-25.12,-0.02,30.26,0.03,-25.12,-0.02,-1031.54,-0.01
198,Entry short,2025-06-11 15:15," | F:55,17,2,1,0.99,0,1,55.05,0,1.21,15.21",1.84681,78125,144282.0313,-25.12,-0.02,30.26,0.03,-25.12,-0.02,-1031.54,-0.01
199,Exit long,2025-06-12 16:50,Long Exit,1.85156,83333,154329.3827,-24.37,-0.02,81.02,0.07,-24.37,-0.02,-1055.91,-0.01
199,Entry long,2025-06-12 16:25," | F:70,13,2,0,0.91,0,0,45.33,1,0.8,17.65",1.85196,83333,154329.3827,-24.37,-0.02,81.02,0.07,-24.37,-0.02,-1055.91,-0.01
200,Exit long,2025-06-20 12:45,Long Exit,1.84724,65789,121564.9142,-26.87,-0.03,0.48,0.00,-26.87,-0.03,-1082.77,-0.01
200,Entry long,2025-06-20 12:30," | F:80,6,1,0,0.81,1,1,58,1,0.84,23.13",1.8478,65789,121564.9142,-26.87,-0.03,0.48,0.00,-26.87,-0.03,-1082.77,-0.01
201,Exit long,2025-06-20 17:15,Long Exit,1.8501,53763,99506.17329,-28.62,-0.04,87.82,0.12,-28.62,-0.04,-1111.39,-0.01
201,Entry long,2025-06-20 16:35," | F:70,14,2,0,1,0,1,50.33,1,1.24,38.16",1.85083,53763,99506.17329,-28.62,-0.04,87.82,0.12,-28.62,-0.04,-1111.39,-0.01
202,Exit long,2025-06-23 13:50,Long Exit,1.84454,43478,80238.21422,-30.06,-0.05,49.67,0.09,-30.06,-0.05,-1141.45,-0.01
202,Entry long,2025-06-23 12:30," | F:55,137,1,0,1.19,1,0,31.28,1,1.27,32.64",1.84549,43478,80238.21422,-30.06,-0.05,49.67,0.09,-30.06,-0.05,-1141.45,-0.01
203,Exit long,2025-06-24 23:05,Long Exit,1.86882,41322,77265.11526,-30.37,-0.05,24.35,0.04,-30.37,-0.05,-1171.82,-0.01
203,Entry long,2025-06-24 21:25," | F:65,12,2,0,0.45,0,1,63.38,1,0.96,35.78",1.86983,41322,77265.11526,-30.37,-0.05,24.35,0.04,-30.37,-0.05,-1171.82,-0.01
204,Exit long,2025-06-27 09:35,Long Exit,1.87224,73529,137699.2289,-25.85,-0.03,17.24,0.02,-25.85,-0.03,-1197.67,-0.01
204,Entry long,2025-06-27 09:00," | F:55,73,0,0,0.75,1,0,41.6,1,1.37,20.29",1.87272,73529,137699.2289,-25.85,-0.03,17.24,0.02,-25.85,-0.03,-1197.67,-0.01
205,Exit short,2025-07-01 17:35,Short Exit,1.87086,81967,153515.1746,122.22,0.11,122.22,0.11,-9.03,-0.01,-1075.45,-0.01
205,Entry short,2025-07-01 15:30," | F:55,10,2,1,0.68,1,1,50.09,1,1.11,22.93",1.87289,81967,153515.1746,122.22,0.11,122.22,0.11,-9.03,-0.01,-1075.45,-0.01
206,Exit long,2025-07-09 15:15,Long Exit,1.86184,65789,122350.4349,101.06,0.11,101.06,0.11,-8.66,-0.01,-974.39,-0.01
206,Entry long,2025-07-09 13:45," | F:75,35,1,0,1.41,0,1,42.95,1,0.84,14.06",1.85974,65789,122350.4349,101.06,0.11,101.06,0.11,-8.66,-0.01,-974.39,-0.01
207,Exit long,2025-07-10 13:40,Long Exit,1.86037,92593,172288.721,-22.99,-0.02,68.3,0.05,-22.99,-0.02,-997.38,-0.01
207,Entry long,2025-07-10 12:20," | F:75,11,1,0,0.72,0,1,51.83,1,0.97,12.67",1.86071,92593,172288.721,-22.99,-0.02,68.3,0.05,-22.99,-0.02,-997.38,-0.01
208,Exit long,2025-07-17 22:15,Long Exit,1.8447,83333,153557.7191,121.7,0.11,121.7,0.11,-12.17,-0.01,-875.68,-0.01
208,Entry long,2025-07-17 20:00," | F:75,36,2,0,1.53,0,1,39.15,0,1.02,17.55",1.8427,83333,153557.7191,121.7,0.11,121.7,0.11,-12.17,-0.01,-875.68,-0.01
209,Exit short,2025-08-01 15:30,Short Exit,1.82623,40000,73007.2,-30.31,-0.06,72.75,0.14,-30.31,-0.06,-906,-0.01
209,Entry short,2025-08-01 15:15," | F:75,11,2,1,0.72,1,0,42.6,0,1.23,15.53",1.82518,40000,73007.2,-30.31,-0.06,72.75,0.14,-30.31,-0.06,-906,-0.01
210,Exit long,2025-08-04 16:50,Long Exit,1.83088,65789,120488.6062,-26.7,-0.03,13.83,0.02,-26.7,-0.03,-932.7,-0.01
210,Entry long,2025-08-04 16:20," | F:75,15,2,0,0.95,1,1,47.24,0,1.09,11.94",1.83144,65789,120488.6062,-26.7,-0.03,13.83,0.02,-26.7,-0.03,-932.7,-0.01
211,Exit long,2025-08-07 10:25,Long Exit,1.83508,102041,187282.9902,-21.53,-0.02,54.93,0.04,-21.53,-0.02,-954.22,-0.01
211,Entry long,2025-08-07 09:10," | F:70,17,0,0,0.5,0,1,52.47,1,1.36,37.96",1.83537,102041,187282.9902,-21.53,-0.02,54.93,0.04,-21.53,-0.02,-954.22,-0.01
212,Exit short,2025-08-08 17:05,Short Exit,1.84792,50000,92356,-29.08,-0.04,33.08,0.05,-29.08,-0.04,-983.3,-0.01
212,Entry short,2025-08-08 16:40," | F:45,11,2,1,1,0,1,55.63,1,1.13,20.06",1.84712,50000,92356,-29.08,-0.04,33.08,0.05,-29.08,-0.04,-983.3,-0.01
213,Exit long,2025-08-15 09:40,Long Exit,1.86965,86207,161209.6762,-23.7,-0.02,27.44,0.02,-23.7,-0.02,-1007,-0.01
213,Entry long,2025-08-15 09:20," | F:65,8,0,0,0.79,0,1,53.37,1,1.03,18.03",1.87003,86207,161209.6762,-23.7,-0.02,27.44,0.02,-23.7,-0.02,-1007,-0.01
214,Exit long,2025-08-18 18:45,Long Exit,1.86807,38462,71892.01654,-30.6,-0.06,6.4,0.01,-30.6,-0.06,-1037.6,-0.01
214,Entry long,2025-08-18 18:00," | F:50,18,2,0,0.6,0,0,52.1,1,0.94,27.02",1.86917,38462,71892.01654,-30.6,-0.06,6.4,0.01,-30.6,-0.06,-1037.6,-0.01
215,Exit long,2025-08-21 16:50,Long Exit,1.8658,53191,99283.12914,-28.36,-0.04,1.53,0.00,-28.36,-0.04,-1065.97,-0.01
215,Entry long,2025-08-21 16:45," | F:55,81,2,0,1.06,0,0,35.68,1,1.21,15.62",1.86654,53191,99283.12914,-28.36,-0.04,1.53,0.00,-28.36,-0.04,-1065.97,-0.01
216,Exit long,2025-08-25 18:40,Time Stop (Bars),1.86627,79365,148104.6138,8.6,0.01,108.98,0.10,-24.09,-0.02,-1057.36,-0.01
216,Entry long,2025-08-25 15:40," | F:55,25,2,0,0.45,0,0,39.6,1,1.06,32.21",1.86612,79365,148104.6138,8.6,0.01,108.98,0.10,-24.09,-0.02,-1057.36,-0.01
217,Exit short,2025-08-26 20:50,Short Exit,1.86493,90909,169507.1032,-22.95,-0.02,7.21,0.01,-22.95,-0.02,-1080.31,-0.01
217,Entry short,2025-08-26 20:35," | F:80,16,2,1,1.1,1,0,53.64,0,0.87,16.29",1.86458,90909,169507.1032,-22.95,-0.02,7.21,0.01,-22.95,-0.02,-1080.31,-0.01
218,Exit long,2025-08-26 21:35,Long Exit,1.86382,72464,135095.3598,-25.61,-0.03,6.79,0.01,-25.61,-0.03,-1105.92,-0.01
218,Entry long,2025-08-26 21:00," | F:50,11,2,0,0.67,0,0,48.11,0,1.22,17.03",1.86431,72464,135095.3598,-25.61,-0.03,6.79,0.01,-25.61,-0.03,-1105.92,-0.01
219,Exit long,2025-09-05 15:30,Long Exit,1.85725,28902,53722.45956,-31.98,-0.08,25.71,0.07,-31.98,-0.08,-1137.9,-0.01
219,Entry long,2025-09-05 15:00," | F:75,36,2,0,0.84,0,1,48.33,1,1.59,17.04",1.85878,28902,53722.45956,-31.98,-0.08,25.71,0.07,-31.98,-0.08,-1137.9,-0.01
220,Exit long,2025-09-09 08:30,Long Exit,1.87274,106383,199256.4228,-20.8,-0.01,0,0.00,-20.8,-0.01,-1158.7,-0.01
220,Entry long,2025-09-09 08:25," | F:70,15,0,0,0.84,0,1,50.78,1,0.81,43.67",1.87301,106383,199256.4228,-20.8,-0.01,0,0.00,-20.8,-0.01,-1158.7,-0.01
221,Exit long,2025-09-16 18:30,Time Stop (Bars),1.87703,21368,40076.11136,23.4,0.08,59.36,0.20,-4.8,-0.02,-1135.3,-0.01
221,Entry long,2025-09-16 15:30," | F:50,127,2,0,0.35,0,0,46.87,1,1.75,24.46",1.87552,21368,40076.11136,23.4,0.08,59.36,0.20,-4.8,-0.02,-1135.3,-0.01
222,Exit long,2025-09-17 16:25,Long Exit,1.8789,67568,126815.0008,100.76,0.11,100.76,0.11,-4.91,-0.01,-1034.55,-0.01
222,Entry long,2025-09-17 15:40," | F:65,14,2,0,1.01,0,1,50.71,1,1.26,10.84",1.87685,67568,126815.0008,100.76,0.11,100.76,0.11,-4.91,-0.01,-1034.55,-0.01
223,Exit short,2025-09-23 15:50,Short Exit,1.86902,71429,133466.5151,-25.82,-0.03,61.97,0.06,-25.82,-0.03,-1060.37,-0.01
223,Entry short,2025-09-23 15:00," | F:50,11,2,1,1,0,1,53.62,0,1.16,14.28",1.86852,71429,133466.5151,-25.82,-0.03,61.97,0.06,-25.82,-0.03,-1060.37,-0.01
224,Exit long,2025-09-25 08:25,Long Exit,1.86904,125000,233655,-17.98,-0.01,10.79,0.01,-17.98,-0.01,-1078.35,-0.01
224,Entry long,2025-09-25 08:15," | F:70,13,0,0,0.75,0,1,51.65,1,1.23,17.17",1.86924,125000,233655,-17.98,-0.01,10.79,0.01,-17.98,-0.01,-1078.35,-0.01
225,Exit long,2025-09-29 22:50,Long Exit,1.87051,78125,145967.9688,118.7,0.11,118.7,0.11,-12.32,-0.01,-959.64,-0.01
225,Entry long,2025-09-29 21:05," | F:45,8,2,0,0.56,0,0,48.06,1,0.66,22.94",1.86839,78125,145967.9688,118.7,0.11,118.7,0.11,-12.32,-0.01,-959.64,-0.01
226,Exit long,2025-09-30 12:05,Time Stop (Bars),1.8704,58140,108681.6834,45.5,0.06,88.5,0.11,-10.02,-0.01,-914.14,-0.01
226,Entry long,2025-09-30 09:05," | F:50,37,0,0,0.75,0,0,44.59,1,1.44,17.97",1.86931,58140,108681.6834,45.5,0.06,88.5,0.11,-10.02,-0.01,-914.14,-0.01
227,Exit long,2025-10-03 14:45,Long Exit,1.8778,68493,128652.4567,-25.98,-0.03,34.31,0.04,-25.98,-0.03,-940.12,-0.01
227,Entry long,2025-10-03 14:15," | F:80,23,1,0,0.36,1,1,46.53,1,1.2,15.15",1.87833,68493,128652.4567,-25.98,-0.03,34.31,0.04,-25.98,-0.03,-940.12,-0.01
228,Exit long,2025-10-06 07:40,Long Exit,1.87578,72464,135962.0293,-25.44,-0.03,5.19,0.01,-25.44,-0.03,-965.56,-0.01
228,Entry long,2025-10-06 07:20," | F:45,35,0,0,1.08,0,0,44.7,1,1.26,15.41",1.87627,72464,135962.0293,-25.44,-0.03,5.19,0.01,-25.44,-0.03,-965.56,-0.01
229,Exit short,2025-10-08 15:55,Short Exit,1.87053,90909,170016.1936,-22.8,-0.02,24.1,0.02,-22.8,-0.02,-988.35,-0.01
229,Entry short,2025-10-08 15:40," | F:75,19,2,1,0.84,1,0,50.81,0,1.13,23.59",1.87018,90909,170016.1936,-22.8,-0.02,24.1,0.02,-22.8,-0.02,-988.35,-0.01
230,Exit short,2025-10-15 15:45,Short Exit,1.87536,113636,213081.1363,-19.41,-0.01,67.93,0.04,-19.41,-0.01,-1007.76,-0.01
230,Entry short,2025-10-15 15:10," | F:45,10,2,1,0.56,0,1,53.5,1,1.31,13.14",1.87512,113636,213081.1363,-19.41,-0.01,67.93,0.04,-19.41,-0.01,-1007.76,-0.01
231,Exit long,2025-10-20 09:50,Long Exit,1.88204,61728,116212.2192,-26.84,-0.03,41.35,0.05,-26.84,-0.03,-1034.6,-0.01
231,Entry long,2025-10-20 08:00," | F:55,23,0,0,0.69,1,0,48.47,1,1.45,20.98",1.88265,61728,116212.2192,-26.84,-0.03,41.35,0.05,-26.84,-0.03,-1034.6,-0.01
232,Exit short,2025-10-22 18:05,Short Exit,1.87002,39370,73580.5615,-30.03,-0.06,67.07,0.13,-30.03,-0.06,-1064.63,-0.01
232,Entry short,2025-10-22 17:00," | F:70,20,2,1,0.54,0,0,54.49,0,1.33,18.53",1.86895,39370,73580.5615,-30.03,-0.06,67.07,0.13,-30.03,-0.06,-1064.63,-0.01
233,Exit long,2025-10-31 12:35,Long Exit,1.83971,71429,131444.3601,-25.52,-0.03,21.95,0.02,-25.52,-0.03,-1090.15,-0.01
233,Entry long,2025-10-31 12:20," | F:80,8,1,0,0.84,1,1,49.13,0,1.32,10.74",1.84021,71429,131444.3601,-25.52,-0.03,21.95,0.02,-25.52,-0.03,-1090.15,-0.01
234,Exit long,2025-11-03 16:55,Long Exit,1.8438,54348,100245.973,-27.92,-0.04,1.94,0.00,-27.92,-0.04,-1118.06,-0.01
234,Entry long,2025-11-03 16:40," | F:75,15,2,0,0.97,0,1,49.45,0,1.14,17.41",1.84452,54348,100245.973,-27.92,-0.04,1.94,0.00,-27.92,-0.04,-1118.06,-0.01
235,Exit long,2025-11-14 16:05,Long Exit,1.84511,75758,139816.6921,-24.82,-0.02,63.12,0.06,-24.82,-0.02,-1142.88,-0.01
235,Entry long,2025-11-14 15:30," | F:65,18,2,0,1.27,0,1,47.96,1,0.87,19.76",1.84557,75758,139816.6921,-24.82,-0.02,63.12,0.06,-24.82,-0.02,-1142.88,-0.01
236,Exit long,2025-11-18 10:00,Long Exit,1.84755,34722,64193.68638,-30.62,-0.07,19.26,0.04,-30.62,-0.07,-1173.5,-0.01
236,Entry long,2025-11-18 09:00," | F:70,55,1,0,0.6,0,1,50.78,1,1.64,19.82",1.84879,34722,64193.68638,-30.62,-0.07,19.26,0.04,-30.62,-0.07,-1173.5,-0.01
237,Exit short,2025-11-18 15:30,Short Exit,1.84204,58824,108493.2209,97.46,0.13,97.46,0.13,-25.93,-0.03,-1076.03,-0.01
237,Entry short,2025-11-18 14:10," | F:75,15,2,1,0.93,0,0,43.32,0,1.32,38.59",1.84437,58824,108493.2209,97.46,0.13,97.46,0.13,-25.93,-0.03,-1076.03,-0.01
238,Exit long,2025-11-20 14:15,Long Exit,1.83669,111111,204104.2403,-19.76,-0.01,22.13,0.02,-19.76,-0.01,-1095.79,-0.01
238,Entry long,2025-11-20 14:05," | F:70,9,2,0,0.71,0,1,47.81,0,0.97,13.38",1.83694,111111,204104.2403,-19.76,-0.01,22.13,0.02,-19.76,-0.01,-1095.79,-0.01
239,Exit long,2025-11-20 18:15,Long Exit,1.84328,17857,32811.88036,73.68,0.32,73.68,0.32,-1.02,0.00,-1022.11,-0.01
239,Entry long,2025-11-20 15:30," | F:75,91,2,0,0.11,1,1,55.84,0,2.34,10.48",1.83748,17857,32811.88036,73.68,0.32,73.68,0.32,-1.02,0.00,-1022.11,-0.01
240,Exit long,2025-11-21 11:10,Long Exit,1.84359,51020,94099.7574,-28.22,-0.04,39.07,0.06,-28.22,-0.04,-1050.33,-0.01
240,Entry long,2025-11-21 10:05," | F:75,7,1,0,0.85,0,1,51.67,1,1.16,31.16",1.84437,51020,94099.7574,-28.22,-0.04,39.07,0.06,-28.22,-0.04,-1050.33,-0.01
241,Exit long,2025-11-27 21:35,Long Exit,1.85666,142857,265258.3062,-15.25,-0.01,47.79,0.03,-15.25,-0.01,-1065.58,-0.01
241,Entry long,2025-11-27 21:00," | F:50,10,2,0,1.06,0,0,44.67,1,0.91,16.54",1.85681,142857,265258.3062,-15.25,-0.01,47.79,0.03,-15.25,-0.01,-1065.58,-0.01
242,Exit long,2025-12-04 15:30,Long Exit,1.8626,71429,133079.3699,-25.59,-0.03,0,0.00,-25.59,-0.03,-1091.17,-0.01
