Trade #,Type,Date and time,Signal,Price JPY,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
15,Entry short,2024-01-17 06:05," | F:50,3,8,1,1,43.53",185.966,141681,26347848.85,-30.79,-0.02,89.49,0.05,-30.79,-0.02,-182.1,0.00
16,Exit short,2024-01-17 08:00,Short Exit,186.18,115311,21463528.3,-34.46,-0.02,57.96,0.04,-34.46,-0.02,-216.56,0.00
16,Entry short,2024-01-17 07:45," | F:45,3,51,1,1,64.6",186.136,115311,21463528.3,-34.46,-0.02,57.96,0.04,-34.46,-0.02,-216.56,0.00
17,Exit long,2024-01-18 09:25,Long Exit,187.574,101214,18990479.18,-36.19,-0.03,48.49,0.04,-36.19,-0.03,-252.75,0.00
17,Entry long,2024-01-18 09:00," | F:75,3,12,1,1,44.63",187.627,101214,18990479.18,-36.19,-0.03,48.49,0.04,-36.19,-0.03,-252.75,0.00
18,Exit short,2024-01-18 10:45,Short Exit,187.758,87019,16332857.17,-38.16,-0.03,28.18,0.03,-38.16,-0.03,-290.92,0.00
18,Entry short,2024-01-18 10:35," | F:75,3,23,1,1,55.57",187.693,87019,16332857.17,-38.16,-0.03,28.18,0.03,-38.16,-0.03,-290.92,0.00
19,Exit short,2024-01-18 18:05,Short Exit,187.869,44326,8320965.372,-43.96,-0.08,9.57,0.02,-43.96,-0.08,-334.88,0.00
19,Entry short,2024-01-18 17:15," | F:50,3,140,1,1,59.08",187.722,44326,8320965.372,-43.96,-0.08,9.57,0.02,-43.96,-0.08,-334.88,0.00
20,Exit long,2024-01-19 03:00,Time Stop (Bars),188.156,24678,4643930.718,-4.16,-0.01,20.82,0.07,-20.32,-0.06,-339.04,0.00
20,Entry long,2024-01-19 00:00," | F:75,3,43,1,1,53.73",188.181,24678,4643930.718,-4.16,-0.01,20.82,0.07,-20.32,-0.06,-339.04,0.00
21,Exit long,2024-01-19 10:45,Long Exit,187.786,92664,17406561.74,-37.52,-0.03,13.13,0.01,-37.52,-0.03,-376.56,0.00
21,Entry long,2024-01-19 10:40," | F:80,3,202,1,0,27.93",187.846,92664,17406561.74,-37.52,-0.03,13.13,0.01,-37.52,-0.03,-376.56,0.00
22,Exit short,2024-01-19 16:30,Short Exit,187.939,114072,21433444.37,-34.64,-0.02,0,0.00,-34.64,-0.02,-411.2,0.00
22,Entry short,2024-01-19 16:25," | F:70,3,72,1,0,61",187.894,114072,21433444.37,-34.64,-0.02,0,0.00,-34.64,-0.02,-411.2,0.00
23,Exit long,2024-01-19 23:25,Long Exit,188.106,200127,37648491.62,-22.96,-0.01,22.96,0.01,-22.96,-0.01,-434.16,0.00
23,Entry long,2024-01-19 23:20," | F:75,3,10,1,1,50.27",188.123,200127,37648491.62,-22.96,-0.01,22.96,0.01,-22.96,-0.01,-434.16,0.00
24,Exit short,2024-01-26 00:00,Short Exit,187.479,95914,18002290.49,138.31,0.11,138.31,0.11,-22.75,-0.02,-295.85,0.00
24,Entry short,2024-01-25 23:15," | F:70,3,16,1,1,53.98",187.692,95914,18002290.49,138.31,0.11,138.31,0.11,-22.75,-0.02,-295.85,0.00
25,Exit short,2024-01-26 15:30,Short Exit,188.036,131864,24819969.54,167.83,0.10,167.83,0.10,-8.03,0.00,-128.02,0.00
25,Entry short,2024-01-26 15:20," | F:50,3,18,1,1,60.08",188.224,131864,24819969.54,167.83,0.10,167.83,0.10,-8.03,0.00,-128.02,0.00
26,Exit short,2024-01-29 11:15,Short Exit,187.696,82124,15434466.68,135.75,0.13,135.75,0.13,-6.09,-0.01,7.73,0.00
26,Entry short,2024-01-29 10:30," | F:75,3,12,1,0,49.52",187.941,82124,15434466.68,135.75,0.13,135.75,0.13,-6.09,-0.01,7.73,0.00
27,Exit short,2024-01-30 17:20,Short Exit,186.913,51610,9640231.9,-43.02,-0.07,23.78,0.04,-43.02,-0.07,-35.29,0.00
27,Entry short,2024-01-30 17:05," | F:75,3,11,1,0,49.88",186.79,51610,9640231.9,-43.02,-0.07,23.78,0.04,-43.02,-0.07,-35.29,0.00
28,Exit short,2024-01-30 19:55,Short Exit,187.429,110221,20653431.42,-35.11,-0.03,24.65,0.02,-35.11,-0.03,-70.39,0.00
28,Entry short,2024-01-30 19:20," | F:65,3,172,1,1,67.35",187.382,110221,20653431.42,-35.11,-0.03,24.65,0.02,-35.11,-0.03,-70.39,0.00
29,Exit short,2024-01-31 08:15,Short Exit,187.384,115453,21628965.02,-34.41,-0.02,12.51,0.01,-34.41,-0.02,-104.8,0.00
29,Entry short,2024-01-31 08:05," | F:50,3,86,1,1,64.87",187.34,115453,21628965.02,-34.41,-0.02,12.51,0.01,-34.41,-0.02,-104.8,0.00
30,Exit long,2024-01-31 09:10,Long Exit,187.301,111979,20978929.71,-34.89,-0.02,41.72,0.03,-34.89,-0.02,-139.7,0.00
30,Entry long,2024-01-31 08:35," | F:65,3,8,1,1,60.05",187.347,111979,20978929.71,-34.89,-0.02,41.72,0.03,-34.89,-0.02,-139.7,0.00
31,Exit short,2024-02-01 18:35,Short Exit,185.784,187392,34810874.88,-24.22,-0.01,0,0.00,-24.22,-0.01,-163.92,0.00
31,Entry short,2024-02-01 18:30," | F:75,3,11,1,0,55.87",185.765,187392,34810874.88,-24.22,-0.01,0,0.00,-24.22,-0.01,-163.92,0.00
32,Exit long,2024-02-02 08:25,Long Exit,186.624,138138,25784424.67,-31.12,-0.02,6.6,0.00,-31.12,-0.02,-195.04,0.00
32,Entry long,2024-02-02 08:20," | F:75,3,16,1,1,47.97",186.657,138138,25784424.67,-31.12,-0.02,6.6,0.00,-31.12,-0.02,-195.04,0.00
33,Exit short,2024-02-06 00:55,Short Exit,186.397,56302,10488218.07,-42.4,-0.06,13.25,0.02,-42.4,-0.06,-237.44,0.00
33,Entry short,2024-02-06 00:25," | F:75,3,7,1,0,40.97",186.285,56302,10488218.07,-42.4,-0.06,13.25,0.02,-42.4,-0.06,-237.44,0.00
34,Exit short,2024-02-07 07:45,Short Exit,186.509,157406,29353385.69,-28.72,-0.01,103.17,0.05,-28.72,-0.01,-266.16,0.00
34,Entry short,2024-02-07 07:00," | F:50,3,27,1,1,63.41",186.482,157406,29353385.69,-28.72,-0.01,103.17,0.05,-28.72,-0.01,-266.16,0.00
35,Exit short,2024-02-08 16:30,Short Exit,188.027,86809,16316706.45,-38.65,-0.04,11.13,0.01,-38.65,-0.04,-304.81,0.00
35,Entry short,2024-02-08 16:25," | F:50,3,10,1,1,50.12",187.961,86809,16316706.45,-38.65,-0.04,11.13,0.01,-38.65,-0.04,-304.81,0.00
36,Exit long,2024-02-09 00:25,Long Exit,188.209,74619,14049936.89,-39.97,-0.04,13.49,0.01,-39.97,-0.04,-344.77,0.00
36,Entry long,2024-02-09 00:15," | F:75,3,66,1,1,36.1",188.289,74619,14049936.89,-39.97,-0.04,13.49,0.01,-39.97,-0.04,-344.77,0.00
37,Exit short,2024-02-12 16:10,Short Exit,188.244,113021,21270326.16,-34.81,-0.02,10.6,0.01,-34.81,-0.02,-379.59,0.00
37,Entry short,2024-02-12 16:05," | F:80,3,45,1,0,67.45",188.198,113021,21270326.16,-34.81,-0.02,10.6,0.01,-34.81,-0.02,-379.59,0.00
38,Exit short,2024-02-13 06:50,Short Exit,188.637,106801,20141280.19,-35.74,-0.03,21.44,0.02,-35.74,-0.03,-415.33,0.00
38,Entry short,2024-02-13 06:20," | F:50,3,53,1,1,58.31",188.587,106801,20141280.19,-35.74,-0.03,21.44,0.02,-35.74,-0.03,-415.33,0.00
39,Exit long,2024-02-13 21:00,Long Exit,189.792,88705,16841265.18,-38.59,-0.03,21.37,0.02,-38.59,-0.03,-453.92,0.00
39,Entry long,2024-02-13 20:20," | F:70,3,23,1,1,45.31",189.857,88705,16841265.18,-38.59,-0.03,21.37,0.02,-38.59,-0.03,-453.92,0.00
40,Exit long,2024-02-14 09:00,Long Exit,189.598,105973,20097673.48,-35.83,-0.03,131.37,0.10,-35.83,-0.03,-489.75,0.00
40,Entry long,2024-02-14 07:40," | F:65,3,6,1,1,52.18",189.649,105973,20097673.48,-35.83,-0.03,131.37,0.10,-35.83,-0.03,-489.75,0.00
41,Exit long,2024-02-14 11:35,Long Exit,188.88,139383,26331400.06,-31.41,-0.02,50.82,0.03,-31.41,-0.02,-521.16,-0.01
41,Entry long,2024-02-14 11:25," | F:55,3,8,1,0,38.24",188.914,139383,26331400.06,-31.41,-0.02,50.82,0.03,-31.41,-0.02,-521.16,-0.01
42,Exit long,2024-02-16 04:15,Time Stop (Bars),188.982,138750,26203908.75,115.65,0.07,161.91,0.09,-7.4,0.00,-405.51,0.00
42,Entry long,2024-02-16 01:15," | F:65,3,10,1,1,46.66",188.857,138750,26203908.75,115.65,0.07,161.91,0.09,-7.4,0.00,-405.51,0.00
43,Exit long,2024-02-16 13:30,Time Stop (Bars),189.177,55649,10519052.22,56.4,0.08,70.13,0.10,-37.48,-0.05,-349.11,0.00
43,Entry long,2024-02-16 10:30," | F:70,3,79,1,1,46.53",189.025,55649,10519052.22,56.4,0.08,70.13,0.10,-37.48,-0.05,-349.11,0.00
44,Exit long,2024-02-19 14:30,Long Exit,189.122,107136,20267131.39,-35.65,-0.03,10.69,0.01,-35.65,-0.03,-384.76,0.00
44,Entry long,2024-02-19 14:00," | F:55,3,21,1,0,44.46",189.172,107136,20267131.39,-35.65,-0.03,10.69,0.01,-35.65,-0.03,-384.76,0.00
45,Exit long,2024-02-19 20:15,Long Exit,189.176,147228,27826533.68,169.51,0.09,169.51,0.09,-0.98,0.00,-215.25,0.00
45,Entry long,2024-02-19 19:00," | F:50,3,14,1,0,49.22",189.003,147228,27826533.68,169.51,0.09,169.51,0.09,-0.98,0.00,-215.25,0.00
46,Exit short,2024-02-19 23:25,Short Exit,189.157,250220,47328362.34,-16.65,-0.01,23.31,0.01,-16.65,-0.01,-231.91,0.00
46,Entry short,2024-02-19 23:05," | F:50,3,19,1,1,54.78",189.147,250220,47328362.34,-16.65,-0.01,23.31,0.01,-16.65,-0.01,-231.91,0.00
47,Exit long,2024-02-20 07:00,Time Stop (Bars),189.205,144526,27330733.76,95.28,0.05,128.96,0.07,-6.74,0.00,-136.63,0.00
47,Entry long,2024-02-20 04:00," | F:70,3,31,1,0,45.09",189.106,144526,27330733.76,95.28,0.05,128.96,0.07,-6.74,0.00,-136.63,0.00
48,Exit long,2024-02-20 10:35,Long Exit,189.168,78290,14815912.76,-39.62,-0.04,1.04,0.00,-39.62,-0.04,-176.25,0.00
48,Entry long,2024-02-20 10:25," | F:75,3,53,1,1,46.47",189.244,78290,14815912.76,-39.62,-0.04,1.04,0.00,-39.62,-0.04,-176.25,0.00
49,Exit long,2024-02-20 19:00,Long Exit,189.403,37825,7170901.325,-44.83,-0.09,26.7,0.06,-44.83,-0.09,-221.08,0.00
49,Entry long,2024-02-20 17:45," | F:75,3,26,1,1,53.32",189.581,37825,7170901.325,-44.83,-0.09,26.7,0.06,-44.83,-0.09,-221.08,0.00
50,Exit long,2024-02-21 05:45,Time Stop (Bars),189.364,98673,18682351.13,18.41,0.01,95.35,0.08,-10.52,-0.01,-202.67,0.00
50,Entry long,2024-02-21 02:45," | F:65,3,12,1,1,54.43",189.336,98673,18682351.13,18.41,0.01,95.35,0.08,-10.52,-0.01,-202.67,0.00
51,Exit long,2024-02-21 14:15,Long Exit,189.2,127084,24049249.08,-33.03,-0.02,19.48,0.01,-33.03,-0.02,-235.7,0.00
51,Entry long,2024-02-21 14:10," | F:45,3,9,1,0,46.12",189.239,127084,24049249.08,-33.03,-0.02,19.48,0.01,-33.03,-0.02,-235.7,0.00
52,Exit long,2024-02-22 06:25,Long Exit,189.955,131877,25055574.98,-32.45,-0.02,0,0.00,-32.45,-0.02,-268.15,0.00
52,Entry long,2024-02-22 06:20," | F:70,3,24,1,1,38.35",189.992,131877,25055574.98,-32.45,-0.02,0,0.00,-32.45,-0.02,-268.15,0.00
53,Exit long,2024-02-22 23:20,Time Stop (Bars),190.552,82752,15769138.37,-3.85,0.00,46.23,0.04,-28.62,-0.03,-272.01,0.00
53,Entry long,2024-02-22 20:20," | F:75,3,15,1,1,62.29",190.559,82752,15769138.37,-3.85,0.00,46.23,0.04,-28.62,-0.03,-272.01,0.00
54,Exit long,2024-02-23 05:05,Long Exit,190.489,174950,33330074.4,-26.72,-0.01,66.23,0.03,-26.72,-0.01,-298.73,0.00
54,Entry long,2024-02-23 04:30," | F:70,3,13,1,1,51.71",190.512,174950,33330074.4,-26.72,-0.01,66.23,0.03,-26.72,-0.01,-298.73,0.00
55,Exit long,2024-02-23 12:55,Long Exit,191.032,62808,11982007.78,108.45,0.14,108.45,0.14,-34.2,-0.04,-190.28,0.00
55,Entry long,2024-02-23 11:45," | F:75,3,26,1,1,47.17",190.772,62808,11982007.78,108.45,0.14,108.45,0.14,-34.2,-0.04,-190.28,0.00
56,Exit short,2024-02-23 18:15,Short Exit,190.59,95250,18174462,137.9,0.11,137.9,0.11,-33.53,-0.03,-52.38,0.00
56,Entry short,2024-02-23 17:25," | F:50,3,8,1,1,41.78",190.808,95250,18174462,137.9,0.11,137.9,0.11,-33.53,-0.03,-52.38,0.00
57,Exit short,2024-02-26 09:00,Short Exit,190.601,119391,22750910.18,-34.1,-0.02,64.23,0.04,-34.1,-0.02,-86.48,0.00
57,Entry short,2024-02-26 08:30," | F:70,3,17,1,0,52.96",190.558,119391,22750910.18,-34.1,-0.02,64.23,0.04,-34.1,-0.02,-86.48,0.00
58,Exit long,2024-02-27 20:10,Long Exit,190.777,94006,17939823.02,-37.41,-0.03,25.57,0.02,-37.41,-0.03,-123.9,0.00
58,Entry long,2024-02-27 20:00," | F:75,3,24,1,1,48.49",190.837,94006,17939823.02,-37.41,-0.03,25.57,0.02,-37.41,-0.03,-123.9,0.00
59,Exit short,2024-02-28 16:20,Short Exit,190.614,100470,19145462.73,-36.7,-0.03,54.05,0.04,-36.7,-0.03,-160.6,0.00
59,Entry short,2024-02-28 16:00," | F:70,3,23,1,0,58.48",190.559,100470,19145462.73,-36.7,-0.03,54.05,0.04,-36.7,-0.03,-160.6,0.00
60,Exit long,2024-02-29 00:00,Long Exit,190.633,121520,23170826,-33.86,-0.02,126.72,0.08,-33.86,-0.02,-194.46,0.00
60,Entry long,2024-02-28 22:00," | F:70,3,65,1,0,41.22",190.675,121520,23170826,-33.86,-0.02,126.72,0.08,-33.86,-0.02,-194.46,0.00
61,Exit long,2024-02-29 15:30,Long Exit,189.585,70091,13294300.15,-40.46,-0.05,47.44,0.05,-40.46,-0.05,-234.92,0.00
61,Entry long,2024-02-29 14:15," | F:50,3,40,1,0,39.19",189.672,70091,13294300.15,-40.46,-0.05,47.44,0.05,-40.46,-0.05,-234.92,0.00
62,Exit long,2024-02-29 16:55,Long Exit,189.41,43280,8204286.64,-43.94,-0.08,51.98,0.10,-43.94,-0.08,-278.86,0.00
62,Entry long,2024-02-29 16:00," | F:55,3,73,1,0,39.17",189.563,43280,8204286.64,-43.94,-0.08,51.98,0.10,-43.94,-0.08,-278.86,0.00
63,Exit short,2024-03-01 03:00,Short Exit,189.756,61068,11581729.4,-41.93,-0.05,17.1,0.02,-41.93,-0.05,-320.79,0.00
63,Entry short,2024-03-01 02:20," | F:75,3,132,1,1,69.82",189.653,61068,11581729.4,-41.93,-0.05,17.1,0.02,-41.93,-0.05,-320.79,0.00
64,Exit long,2024-03-01 06:40,Long Exit,189.913,150395,28566477.49,-30.08,-0.02,12.03,0.01,-30.08,-0.02,-350.86,0.00
64,Entry long,2024-03-01 06:30," | F:65,3,7,1,1,57.71",189.943,150395,28566477.49,-30.08,-0.02,12.03,0.01,-30.08,-0.02,-350.86,0.00
65,Exit long,2024-03-06 07:30,Long Exit,190.353,138758,26417719.35,-31.43,-0.02,7.4,0.00,-31.43,-0.02,-382.3,0.00
65,Entry long,2024-03-06 07:25," | F:55,3,58,1,0,38.91",190.387,138758,26417719.35,-31.43,-0.02,7.4,0.00,-31.43,-0.02,-382.3,0.00
66,Exit short,2024-03-07 07:10,Short Exit,189.28,79859,15109881.81,-39.01,-0.04,1.07,0.00,-39.01,-0.04,-421.3,0.00
66,Entry short,2024-03-07 07:00," | F:70,3,13,1,0,45.95",189.207,79859,15109881.81,-39.01,-0.04,1.07,0.00,-39.01,-0.04,-421.3,0.00
67,Exit short,2024-03-07 14:05,Short Exit,188.423,107133,20210640.45,162.72,0.12,162.72,0.12,-13.62,-0.01,-258.58,0.00
67,Entry short,2024-03-07 13:05," | F:70,3,15,1,0,52.98",188.65,107133,20210640.45,162.72,0.12,162.72,0.12,-13.62,-0.01,-258.58,0.00
68,Exit short,2024-03-12 10:25,Short Exit,188.456,99620,18794408.82,138.89,0.11,138.89,0.11,0,0.00,-119.69,0.00
68,Entry short,2024-03-12 10:05," | F:55,3,8,1,1,43.18",188.661,99620,18794408.82,138.89,0.11,138.89,0.11,0,0.00,-119.69,0.00
69,Exit short,2024-03-12 17:30,Time Stop (Bars),188.84,18181,3430409.261,-19.66,-0.08,42.29,0.18,-29.92,-0.13,-139.35,0.00
69,Entry short,2024-03-12 14:30," | F:55,3,75,1,1,55.75",188.681,18181,3430409.261,-19.66,-0.08,42.29,0.18,-29.92,-0.13,-139.35,0.00
70,Exit long,2024-03-14 15:20,Long Exit,188.903,22407,4239695.691,-47.03,-0.16,9.86,0.03,-47.03,-0.16,-186.38,0.00
70,Entry long,2024-03-14 14:30," | F:55,3,128,1,1,47.47",189.213,22407,4239695.691,-47.03,-0.16,9.86,0.03,-47.03,-0.16,-186.38,0.00
71,Exit short,2024-03-15 11:25,Short Exit,189.588,52373,9922902.818,-43.07,-0.06,6.35,0.01,-43.07,-0.06,-229.45,0.00
71,Entry short,2024-03-15 11:10," | F:55,3,6,1,1,62.22",189.466,52373,9922902.818,-43.07,-0.06,6.35,0.01,-43.07,-0.06,-229.45,0.00
72,Exit long,2024-03-18 10:35,Long Exit,189.933,114673,21785347.19,-34.6,-0.02,10.76,0.01,-34.6,-0.02,-264.05,0.00
72,Entry long,2024-03-18 10:30," | F:70,3,25,1,1,48.5",189.978,114673,21785347.19,-34.6,-0.02,10.76,0.01,-34.6,-0.02,-264.05,0.00
73,Exit short,2024-03-18 22:00,Short Exit,189.871,191191,36297993.73,-24.36,-0.01,74.35,0.03,-24.36,-0.01,-288.41,0.00
73,Entry short,2024-03-18 21:20," | F:75,3,40,1,1,63.71",189.852,191191,36297993.73,-24.36,-0.01,74.35,0.03,-24.36,-0.01,-288.41,0.00
74,Exit long,2024-03-19 04:55,Long Exit,190.019,165803,31480020.79,172.26,0.08,172.26,0.08,-21.12,-0.01,-116.14,0.00
74,Entry long,2024-03-19 04:45," | F:70,3,13,1,1,49.96",189.864,165803,31480020.79,172.26,0.08,172.26,0.08,-21.12,-0.01,-116.14,0.00
75,Exit long,2024-03-19 08:35,Time Stop (Bars),191.11,10107,1923685.524,52.71,0.41,58.4,0.45,-6.71,-0.05,-63.44,0.00
75,Entry long,2024-03-19 05:35," | F:50,3,111,1,1,75.31",190.332,10107,1923685.524,52.71,0.41,58.4,0.45,-6.71,-0.05,-63.44,0.00
76,Exit short,2024-03-20 01:50,Short Exit,192.082,77011,14786420.04,-39.82,-0.04,3.06,0.00,-39.82,-0.04,-103.26,0.00
76,Entry short,2024-03-20 01:40," | F:50,3,69,1,1,63.56",192.004,77011,14786420.04,-39.82,-0.04,3.06,0.00,-39.82,-0.04,-103.26,0.00
77,Exit long,2024-03-21 03:05,Long Exit,192.634,66062,12731997.14,-41.05,-0.05,10.92,0.01,-41.05,-0.05,-144.31,0.00
77,Entry long,2024-03-21 03:00," | F:50,3,8,1,0,38.35",192.728,66062,12731997.14,-41.05,-0.05,10.92,0.01,-41.05,-0.05,-144.31,0.00
78,Exit long,2024-03-21 12:30,Long Exit,192.807,132383,25529267.25,-32.38,-0.02,15.75,0.01,-32.38,-0.02,-176.69,0.00
78,Entry long,2024-03-21 12:25," | F:70,3,68,1,0,34.93",192.844,132383,25529267.25,-32.38,-0.02,15.75,0.01,-32.38,-0.02,-176.69,0.00
79,Exit long,2024-03-22 12:40,Long Exit,190.633,56567,10789985.55,-42.52,-0.06,5.97,0.01,-42.52,-0.06,-219.21,0.00
79,Entry long,2024-03-22 12:15," | F:50,3,20,1,0,43.67",190.747,56567,10789985.55,-42.52,-0.06,5.97,0.01,-42.52,-0.06,-219.21,0.00
80,Exit long,2024-03-25 08:25,Long Exit,190.662,112837,21519031.43,-35.01,-0.02,35.75,0.03,-35.01,-0.02,-254.21,0.00
80,Entry long,2024-03-25 08:05," | F:45,3,26,1,0,45.02",190.709,112837,21519031.43,-35.01,-0.02,35.75,0.03,-35.01,-0.02,-254.21,0.00
81,Exit long,2024-03-26 02:00,Time Stop (Bars),191.268,33498,6410411.766,-21.9,-0.05,1.33,0.00,-33.4,-0.08,-276.11,0.00
81,Entry long,2024-03-25 23:00," | F:75,3,89,1,1,45.98",191.367,33498,6410411.766,-21.9,-0.05,1.33,0.00,-33.4,-0.08,-276.11,0.00
82,Exit short,2024-03-26 07:55,Short Exit,191.397,148398,28398331.67,-30.38,-0.02,52.91,0.03,-30.38,-0.02,-306.49,0.00
82,Entry short,2024-03-26 07:25," | F:45,3,113,1,1,55.48",191.366,148398,28398331.67,-30.38,-0.02,52.91,0.03,-30.38,-0.02,-306.49,0.00
83,Exit long,2024-03-26 20:40,Long Exit,191.356,189399,36246423.02,-25.01,-0.01,33.77,0.01,-25.01,-0.01,-331.5,0.00
83,Entry long,2024-03-26 20:30," | F:75,3,8,1,1,52.94",191.376,189399,36246423.02,-25.01,-0.01,33.77,0.01,-25.01,-0.01,-331.5,0.00
84,Exit short,2024-03-28 15:55,Short Exit,191.22,71358,13638939.97,-40.57,-0.04,31.14,0.03,-40.57,-0.04,-372.07,0.00
84,Entry short,2024-03-28 15:10," | F:55,3,142,1,1,66.17",191.134,71358,13638939.97,-40.57,-0.04,31.14,0.03,-40.57,-0.04,-372.07,0.00
85,Exit short,2024-03-29 01:15,Short Exit,191.15,126175,24113304.25,-33.33,-0.02,29.99,0.02,-33.33,-0.02,-405.4,0.00
85,Entry short,2024-03-29 00:20," | F:55,3,64,1,1,63.39",191.11,126175,24113304.25,-33.33,-0.02,29.99,0.02,-33.33,-0.02,-405.4,0.00
86,Exit long,2024-03-29 04:55,Long Exit,191.037,157677,30126556,-29.15,-0.01,19.78,0.01,-29.15,-0.01,-434.55,0.00
86,Entry long,2024-03-29 04:40," | F:75,3,10,1,1,46.56",191.065,157677,30126556,-29.15,-0.01,19.78,0.01,-29.15,-0.01,-434.55,0.00
87,Exit short,2024-03-29 11:35,Short Exit,191.068,151361,28915702.72,-29.98,-0.02,112.94,0.06,-29.98,-0.02,-464.53,0.00
87,Entry short,2024-03-29 10:30," | F:45,3,8,1,1,53.59",191.038,151361,28915702.72,-29.98,-0.02,112.94,0.06,-29.98,-0.02,-464.53,0.00
