Trade #,Type,Date and time,Signal,Price,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %,Symbol
107,Long Exit,2024-05-21 08:00,Long Exit,0,1,0,0,1.5,0,1.5,0,0.0,0,88.7,XAUUSD
107,Entry long,2024-05-21 08:00, | F:signal_encoded=85 | F:session_encoded=1 | F:zone_type=1 | F:liq_distance=106 | F:source_encoded=2,0,1,0,0,1.5,0,1.5,0,0.0,0,90.2,XAUUSD
108,Short Exit,2024-05-22 10:15,Short Exit,0,1,0,0,2.0,0,2.0,0,0.0,0,90.2,XAUUSD
108,Entry short,2024-05-22 10:15, | F:signal_encoded=85 | F:session_encoded=2 | F:zone_type=0 | F:liq_distance=22 | F:source_encoded=2,0,1,0,0,2.0,0,2.0,0,0.0,0,92.2,XAUUSD
109,Long Exit,2024-05-23 08:10,Long Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,92.2,XAUUSD
109,Entry long,2024-05-23 08:10, | F:signal_encoded=85 | F:session_encoded=1 | F:zone_type=1 | F:liq_distance=46 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,91.2,XAUUSD
110,Short Exit,2024-06-03 08:25,Short Exit,0,1,0,0,3.0,0,3.0,0,0.0,0,91.2,XAUUSD
110,Entry short,2024-06-03 08:25, | F:signal_encoded=85 | F:session_encoded=1 | F:zone_type=0 | F:liq_distance=74 | F:source_encoded=2,0,1,0,0,3.0,0,3.0,0,0.0,0,94.2,XAUUSD
111,Long Exit,2024-06-03 12:30,Long Exit,0,1,0,0,2.5,0,2.5,0,0.0,0,94.2,XAUUSD
111,Entry long,2024-06-03 12:30, | F:signal_encoded=85 | F:session_encoded=2 | F:zone_type=1 | F:liq_distance=18 | F:source_encoded=2,0,1,0,0,2.5,0,2.5,0,0.0,0,96.7,XAUUSD
112,Long Exit,2024-06-07 20:25,Long Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,96.7,XAUUSD
112,Entry long,2024-06-07 20:25, | F:signal_encoded=85 | F:session_encoded=3 | F:zone_type=1 | F:liq_distance=112 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,95.7,XAUUSD
113,Long Exit,2024-06-10 16:50,Long Exit,0,1,0,0,1.5,0,1.5,0,0.0,0,95.7,XAUUSD
113,Entry long,2024-06-10 16:50, | F:signal_encoded=65 | F:session_encoded=3 | F:zone_type=1 | F:liq_distance=219 | F:source_encoded=2,0,1,0,0,1.5,0,1.5,0,0.0,0,97.2,XAUUSD
114,Short Exit,2024-06-17 15:50,Short Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,97.2,XAUUSD
114,Entry short,2024-06-17 15:50, | F:signal_encoded=65 | F:session_encoded=3 | F:zone_type=0 | F:liq_distance=200 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,96.2,XAUUSD
115,Short Exit,2024-06-18 14:50,Short Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,96.2,XAUUSD
115,Entry short,2024-06-18 14:50, | F:signal_encoded=95 | F:session_encoded=2 | F:zone_type=0 | F:liq_distance=95 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,95.2,XAUUSD
116,Short Exit,2024-06-19 12:10,Short Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,95.2,XAUUSD
116,Entry short,2024-06-19 12:10, | F:signal_encoded=85 | F:session_encoded=2 | F:zone_type=0 | F:liq_distance=23 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,94.2,XAUUSD
117,Long Exit,2024-06-19 13:00,Long Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,94.2,XAUUSD
117,Entry long,2024-06-19 13:00, | F:signal_encoded=85 | F:session_encoded=2 | F:zone_type=1 | F:liq_distance=57 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,93.2,XAUUSD
118,Short Exit,2024-06-21 15:35,Short Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,93.2,XAUUSD
118,Entry short,2024-06-21 15:35, | F:signal_encoded=65 | F:session_encoded=2 | F:zone_type=0 | F:liq_distance=129 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,92.2,XAUUSD
119,Short Exit,2024-06-25 17:25,Short Exit,0,1,0,0,1.5,0,1.5,0,0.0,0,92.2,XAUUSD
119,Entry short,2024-06-25 17:25, | F:signal_encoded=85 | F:session_encoded=3 | F:zone_type=0 | F:liq_distance=10 | F:source_encoded=2,0,1,0,0,1.5,0,1.5,0,0.0,0,93.7,XAUUSD
120,Short Exit,2024-06-26 20:20,Short Exit,0,1,0,0,2.5,0,2.5,0,0.0,0,93.7,XAUUSD
120,Entry short,2024-06-26 20:20, | F:signal_encoded=85 | F:session_encoded=3 | F:zone_type=0 | F:liq_distance=10 | F:source_encoded=2,0,1,0,0,2.5,0,2.5,0,0.0,0,96.2,XAUUSD
121,Long Exit,2024-07-01 19:55,Long Exit,0,1,0,0,2.0,0,2.0,0,0.0,0,96.2,XAUUSD
121,Entry long,2024-07-01 19:55, | F:signal_encoded=85 | F:session_encoded=3 | F:zone_type=1 | F:liq_distance=26 | F:source_encoded=2,0,1,0,0,2.0,0,2.0,0,0.0,0,98.2,XAUUSD
122,Long Exit,2024-07-04 15:35,Long Exit,0,1,0,0,3.0,0,3.0,0,0.0,0,98.2,XAUUSD
122,Entry long,2024-07-04 15:35, | F:signal_encoded=95 | F:session_encoded=3 | F:zone_type=1 | F:liq_distance=42 | F:source_encoded=2,0,1,0,0,3.0,0,3.0,0,0.0,0,101.2,XAUUSD
123,Long Exit,2024-07-11 09:20,Long Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,101.2,XAUUSD
123,Entry long,2024-07-11 09:20, | F:signal_encoded=95 | F:session_encoded=3 | F:zone_type=1 | F:liq_distance=76 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,100.2,XAUUSD
124,Long Exit,2024-07-15 12:40,Long Exit,0,1,0,0,2.0,0,2.0,0,0.0,0,100.2,XAUUSD
124,Entry long,2024-07-15 12:40, | F:signal_encoded=65 | F:session_encoded=2 | F:zone_type=1 | F:liq_distance=5 | F:source_encoded=2,0,1,0,0,2.0,0,2.0,0,0.0,0,102.2,XAUUSD
125,Short Exit,2024-07-16 14:25,Short Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,102.2,XAUUSD
125,Entry short,2024-07-16 14:25, | F:signal_encoded=65 | F:session_encoded=2 | F:zone_type=0 | F:liq_distance=15 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,101.2,XAUUSD
126,Long Exit,2024-07-17 16:30,Long Exit,0,1,0,0,2.0,0,2.0,0,0.0,0,101.2,XAUUSD
126,Entry long,2024-07-17 16:30, | F:signal_encoded=95 | F:session_encoded=3 | F:zone_type=1 | F:liq_distance=10 | F:source_encoded=2,0,1,0,0,2.0,0,2.0,0,0.0,0,103.2,XAUUSD
127,Long Exit,2024-07-18 09:05,Long Exit,0,1,0,0,2.0,0,2.0,0,0.0,0,103.2,XAUUSD
127,Entry long,2024-07-18 09:05, | F:signal_encoded=85 | F:session_encoded=1 | F:zone_type=1 | F:liq_distance=9 | F:source_encoded=2,0,1,0,0,2.0,0,2.0,0,0.0,0,105.2,XAUUSD
128,Long Exit,2024-07-22 14:25,Long Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,105.2,XAUUSD
128,Entry long,2024-07-22 14:25, | F:signal_encoded=85 | F:session_encoded=2 | F:zone_type=1 | F:liq_distance=89 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,104.2,XAUUSD
129,Long Exit,2024-07-29 14:15,Long Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,104.2,XAUUSD
129,Entry long,2024-07-29 14:15, | F:signal_encoded=85 | F:session_encoded=2 | F:zone_type=1 | F:liq_distance=74 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,103.2,XAUUSD
130,Long Exit,2024-07-31 11:35,Long Exit,0,1,0,0,1.5,0,1.5,0,0.0,0,103.2,XAUUSD
130,Entry long,2024-07-31 11:35, | F:signal_encoded=85 | F:session_encoded=2 | F:zone_type=1 | F:liq_distance=19 | F:source_encoded=2,0,1,0,0,1.5,0,1.5,0,0.0,0,104.7,XAUUSD
131,Long Exit,2024-07-31 15:10,Long Exit,0,1,0,0,2.5,0,2.5,0,0.0,0,104.7,XAUUSD
131,Entry long,2024-07-31 15:10, | F:signal_encoded=85 | F:session_encoded=2 | F:zone_type=1 | F:liq_distance=23 | F:source_encoded=2,0,1,0,0,2.5,0,2.5,0,0.0,0,107.2,XAUUSD
132,Long Exit,2024-07-31 21:15,Long Exit,0,1,0,0,2.5,0,2.5,0,0.0,0,107.2,XAUUSD
132,Entry long,2024-07-31 21:15, | F:signal_encoded=85 | F:session_encoded=2 | F:zone_type=1 | F:liq_distance=11 | F:source_encoded=2,0,1,0,0,2.5,0,2.5,0,0.0,0,109.7,XAUUSD
133,Long Exit,2024-08-07 14:45,Long Exit,0,1,0,0,1.5,0,1.5,0,0.0,0,109.7,XAUUSD
133,Entry long,2024-08-07 14:45, | F:signal_encoded=85 | F:session_encoded=2 | F:zone_type=1 | F:liq_distance=95 | F:source_encoded=2,0,1,0,0,1.5,0,1.5,0,0.0,0,111.2,XAUUSD
134,Long Exit,2024-08-07 16:50,Long Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,111.2,XAUUSD
134,Entry long,2024-08-07 16:50, | F:signal_encoded=65 | F:session_encoded=3 | F:zone_type=1 | F:liq_distance=147 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,110.2,XAUUSD
135,Long Exit,2024-08-09 16:50,Long Exit,0,1,0,0,1.5,0,1.5,0,0.0,0,110.2,XAUUSD
135,Entry long,2024-08-09 16:50, | F:signal_encoded=85 | F:session_encoded=3 | F:zone_type=1 | F:liq_distance=10 | F:source_encoded=2,0,1,0,0,1.5,0,1.5,0,0.0,0,111.7,XAUUSD
136,Long Exit,2024-08-29 08:10,Long Exit,0,1,0,0,2.5,0,2.5,0,0.0,0,111.7,XAUUSD
136,Entry long,2024-08-29 08:10, | F:signal_encoded=65 | F:session_encoded=1 | F:zone_type=1 | F:liq_distance=74 | F:source_encoded=2,0,1,0,0,2.5,0,2.5,0,0.0,0,114.2,XAUUSD
137,Long Exit,2024-08-29 12:40,Long Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,114.2,XAUUSD
137,Entry long,2024-08-29 12:40, | F:signal_encoded=85 | F:session_encoded=2 | F:zone_type=1 | F:liq_distance=10 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,113.2,XAUUSD
138,Long Exit,2024-09-05 10:55,Long Exit,0,1,0,0,3.0,0,3.0,0,0.0,0,113.2,XAUUSD
138,Entry long,2024-09-05 10:55, | F:signal_encoded=65 | F:session_encoded=2 | F:zone_type=1 | F:liq_distance=89 | F:source_encoded=2,0,1,0,0,3.0,0,3.0,0,0.0,0,116.2,XAUUSD
139,Short Exit,2024-09-05 17:20,Short Exit,0,1,0,0,2.0,0,2.0,0,0.0,0,116.2,XAUUSD
139,Entry short,2024-09-05 17:20, | F:signal_encoded=85 | F:session_encoded=3 | F:zone_type=0 | F:liq_distance=104 | F:source_encoded=2,0,1,0,0,2.0,0,2.0,0,0.0,0,118.2,XAUUSD
140,Short Exit,2024-09-20 18:15,Short Exit,0,1,0,0,1.5,0,1.5,0,0.0,0,118.2,XAUUSD
140,Entry short,2024-09-20 18:15, | F:signal_encoded=85 | F:session_encoded=3 | F:zone_type=0 | F:liq_distance=117 | F:source_encoded=2,0,1,0,0,1.5,0,1.5,0,0.0,0,119.7,XAUUSD
141,Long Exit,2024-09-23 15:25,Long Exit,0,1,0,0,2.0,0,2.0,0,0.0,0,119.7,XAUUSD
141,Entry long,2024-09-23 15:25, | F:signal_encoded=65 | F:session_encoded=3 | F:zone_type=1 | F:liq_distance=41 | F:source_encoded=2,0,1,0,0,2.0,0,2.0,0,0.0,0,121.7,XAUUSD
142,Long Exit,2024-09-24 09:00,Long Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,121.7,XAUUSD
142,Entry long,2024-09-24 09:00, | F:signal_encoded=85 | F:session_encoded=2 | F:zone_type=1 | F:liq_distance=180 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,120.7,XAUUSD
143,Long Exit,2024-09-25 08:50,Long Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,120.7,XAUUSD
143,Entry long,2024-09-25 08:50, | F:signal_encoded=85 | F:session_encoded=1 | F:zone_type=1 | F:liq_distance=48 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,119.7,XAUUSD
144,Long Exit,2024-09-25 14:00,Long Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,119.7,XAUUSD
144,Entry long,2024-09-25 14:00, | F:signal_encoded=65 | F:session_encoded=2 | F:zone_type=1 | F:liq_distance=55 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,118.7,XAUUSD
145,Long Exit,2024-09-26 15:15,Long Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,118.7,XAUUSD
145,Entry long,2024-09-26 15:15, | F:signal_encoded=72 | F:session_encoded=2 | F:zone_type=1 | F:liq_distance=152 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,117.7,XAUUSD
146,Long Exit,2024-09-26 15:40,Long Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,117.7,XAUUSD
146,Entry long,2024-09-26 15:40, | F:signal_encoded=72 | F:session_encoded=2 | F:zone_type=1 | F:liq_distance=28 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,116.7,XAUUSD
147,Long Exit,2024-10-02 15:15,Long Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,116.7,XAUUSD
147,Entry long,2024-10-02 15:15, | F:signal_encoded=55 | F:session_encoded=3 | F:zone_type=1 | F:liq_distance=15 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,115.7,XAUUSD
148,Long Exit,2024-10-03 14:25,Long Exit,0,1,0,0,2.0,0,2.0,0,0.0,0,115.7,XAUUSD
148,Entry long,2024-10-03 14:25, | F:signal_encoded=72 | F:session_encoded=2 | F:zone_type=1 | F:liq_distance=23 | F:source_encoded=2,0,1,0,0,2.0,0,2.0,0,0.0,0,117.7,XAUUSD
149,Short Exit,2024-10-13 16:00,Short Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,117.7,GBPUSD
149,Entry short,2024-10-13 16:00, | F:signal_encoded=85 | F:session_encoded=3 | F:zone_type=0 | F:liq_distance=1 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,116.7,GBPUSD
150,Long Exit,2024-10-14 20:50,Long Exit,0,1,0,0,2.5,0,2.5,0,0.0,0,116.7,XAUUSD
150,Entry long,2024-10-14 20:50, | F:signal_encoded=72 | F:session_encoded=3 | F:zone_type=1 | F:liq_distance=15 | F:source_encoded=2,0,1,0,0,2.5,0,2.5,0,0.0,0,119.2,XAUUSD
151,Long Exit,2024-10-17 06:45,Long Exit,0,1,0,0,1.5,0,1.5,0,0.0,0,119.2,XAUUSD
151,Entry long,2024-10-17 06:45, | F:signal_encoded=95 | F:session_encoded=1 | F:zone_type=1 | F:liq_distance=90 | F:source_encoded=2,0,1,0,0,1.5,0,1.5,0,0.0,0,120.7,XAUUSD
152,Long Exit,2024-10-17 10:10,Long Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,120.7,XAUUSD
152,Entry long,2024-10-17 10:10, | F:signal_encoded=85 | F:session_encoded=2 | F:zone_type=1 | F:liq_distance=95 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,119.7,XAUUSD
153,Long Exit,2024-10-18 09:05,Long Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,119.7,XAUUSD
153,Entry long,2024-10-18 09:05, | F:signal_encoded=95 | F:session_encoded=1 | F:zone_type=1 | F:liq_distance=2 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,118.7,XAUUSD
154,Long Exit,2024-10-22 08:50,Long Exit,0,1,0,0,2.5,0,2.5,0,0.0,0,118.7,XAUUSD
154,Entry long,2024-10-22 08:50, | F:signal_encoded=72 | F:session_encoded=1 | F:zone_type=1 | F:liq_distance=34 | F:source_encoded=2,0,1,0,0,2.5,0,2.5,0,0.0,0,121.2,XAUUSD
155,Long Exit,2024-10-28 14:55,Long Exit,0,1,0,0,1.5,0,1.5,0,0.0,0,121.2,XAUUSD
155,Entry long,2024-10-28 14:55, | F:signal_encoded=65 | F:session_encoded=2 | F:zone_type=1 | F:liq_distance=25 | F:source_encoded=2,0,1,0,0,1.5,0,1.5,0,0.0,0,122.7,XAUUSD
156,Long Exit,2024-11-01 15:30,Long Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,122.7,XAUUSD
156,Entry long,2024-11-01 15:30, | F:signal_encoded=72 | F:session_encoded=3 | F:zone_type=1 | F:liq_distance=36 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,121.7,XAUUSD
157,Short Exit,2024-11-04 20:40,Short Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,121.7,XAUUSD
157,Entry short,2024-11-04 20:40, | F:signal_encoded=95 | F:session_encoded=3 | F:zone_type=0 | F:liq_distance=22 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,120.7,XAUUSD
158,Short Exit,2024-11-08 14:25,Short Exit,0,1,0,0,1.5,0,1.5,0,0.0,0,120.7,XAUUSD
158,Entry short,2024-11-08 14:25, | F:signal_encoded=72 | F:session_encoded=3 | F:zone_type=0 | F:liq_distance=58 | F:source_encoded=2,0,1,0,0,1.5,0,1.5,0,0.0,0,122.2,XAUUSD
159,Short Exit,2024-11-13 07:35,Short Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,122.2,XAUUSD
159,Entry short,2024-11-13 07:35, | F:signal_encoded=85 | F:session_encoded=1 | F:zone_type=0 | F:liq_distance=52 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,121.2,XAUUSD
160,Long Exit,2024-11-18 19:10,Long Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,121.2,XAUUSD
160,Entry long,2024-11-18 19:10, | F:signal_encoded=85 | F:session_encoded=3 | F:zone_type=1 | F:liq_distance=49 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,120.2,XAUUSD
161,Long Exit,2024-11-21 11:50,Long Exit,0,1,0,0,1.5,0,1.5,0,0.0,0,120.2,XAUUSD
161,Entry long,2024-11-21 11:50, | F:signal_encoded=85 | F:session_encoded=2 | F:zone_type=1 | F:liq_distance=145 | F:source_encoded=2,0,1,0,0,1.5,0,1.5,0,0.0,0,121.7,XAUUSD
162,Long Exit,2024-11-21 15:00,Long Exit,0,1,0,0,2.5,0,2.5,0,0.0,0,121.7,XAUUSD
162,Entry long,2024-11-21 15:00, | F:signal_encoded=95 | F:session_encoded=3 | F:zone_type=1 | F:liq_distance=145 | F:source_encoded=2,0,1,0,0,2.5,0,2.5,0,0.0,0,124.2,XAUUSD
163,Short Exit,2024-11-25 15:30,Short Exit,0,1,0,0,1.5,0,1.5,0,0.0,0,124.2,XAUUSD
163,Entry short,2024-11-25 15:30, | F:signal_encoded=72 | F:session_encoded=3 | F:zone_type=0 | F:liq_distance=137 | F:source_encoded=2,0,1,0,0,1.5,0,1.5,0,0.0,0,125.7,XAUUSD
164,Short Exit,2024-11-26 08:10,Short Exit,0,1,0,0,2.5,0,2.5,0,0.0,0,125.7,XAUUSD
164,Entry short,2024-11-26 08:10, | F:signal_encoded=85 | F:session_encoded=1 | F:zone_type=0 | F:liq_distance=137 | F:source_encoded=2,0,1,0,0,2.5,0,2.5,0,0.0,0,128.2,XAUUSD
165,Long Exit,2024-11-29 15:15,Long Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,128.2,XAUUSD
165,Entry long,2024-11-29 15:15, | F:signal_encoded=85 | F:session_encoded=3 | F:zone_type=1 | F:liq_distance=34 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,127.19999999999999,XAUUSD
166,Short Exit,2024-12-02 21:20,Short Exit,0,1,0,0,2.31,0,2.31,0,0.0,0,127.19999999999999,XAUUSD
166,Entry short,2024-12-02 21:20, | F:signal_encoded=72 | F:session_encoded=3 | F:zone_type=0 | F:liq_distance=54 | F:source_encoded=2,0,1,0,0,2.31,0,2.31,0,0.0,0,129.51,XAUUSD
167,Long Exit,2024-12-03 15:00,Long Exit,0,1,0,0,1.5,0,1.5,0,0.0,0,129.51,XAUUSD
167,Entry long,2024-12-03 15:00, | F:signal_encoded=55 | F:session_encoded=3 | F:zone_type=1 | F:liq_distance=10 | F:source_encoded=2,0,1,0,0,1.5,0,1.5,0,0.0,0,131.01,XAUUSD
168,Short Exit,2024-12-13 07:45,Short Exit,0,1,0,0,2.5,0,2.5,0,0.0,0,131.01,XAUUSD
168,Entry short,2024-12-13 07:45, | F:signal_encoded=55 | F:session_encoded=1 | F:zone_type=0 | F:liq_distance=23 | F:source_encoded=2,0,1,0,0,2.5,0,2.5,0,0.0,0,133.51,XAUUSD
169,Short Exit,2024-12-18 07:45,Short Exit,0,1,0,0,2.5,0,2.5,0,0.0,0,133.51,XAUUSD
169,Entry short,2024-12-18 07:45, | F:signal_encoded=55 | F:session_encoded=1 | F:zone_type=0 | F:liq_distance=23 | F:source_encoded=2,0,1,0,0,2.5,0,2.5,0,0.0,0,136.01,XAUUSD
170,Short Exit,2024-12-31 08:30,Short Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,136.01,XAUUSD
170,Entry short,2024-12-31 08:30, | F:signal_encoded=55 | F:session_encoded=1 | F:zone_type=0 | F:liq_distance=5 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,135.01,XAUUSD
171,Short Exit,2025-01-07 13:20,Short Exit,0,1,0,0,1.5,0,1.5,0,0.0,0,135.01,XAUUSD
171,Entry short,2025-01-07 13:20, | F:signal_encoded=85 | F:session_encoded=2 | F:zone_type=0 | F:liq_distance=19 | F:source_encoded=2,0,1,0,0,1.5,0,1.5,0,0.0,0,136.51,XAUUSD
172,Short Exit,2025-01-07 21:45,Short Exit,0,1,0,0,3.0,0,3.0,0,0.0,0,136.51,XAUUSD
172,Entry short,2025-01-07 21:45, | F:signal_encoded=85 | F:session_encoded=3 | F:zone_type=0 | F:liq_distance=18 | F:source_encoded=2,0,1,0,0,3.0,0,3.0,0,0.0,0,139.51,XAUUSD
173,Short Exit,2025-01-08 08:00,Short Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,139.51,XAUUSD
173,Entry short,2025-01-08 08:00, | F:signal_encoded=85 | F:session_encoded=1 | F:zone_type=0 | F:liq_distance=41 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,138.51,XAUUSD
174,Long Exit,2025-01-09 16:25,Long Exit,0,1,0,0,1.5,0,1.5,0,0.0,0,138.51,XAUUSD
174,Entry long,2025-01-09 16:25, | F:signal_encoded=85 | F:session_encoded=3 | F:zone_type=1 | F:liq_distance=77 | F:source_encoded=2,0,1,0,0,1.5,0,1.5,0,0.0,0,140.01,XAUUSD
175,Long Exit,2025-01-14 14:40,Long Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,140.01,XAUUSD
175,Entry long,2025-01-14 14:40, | F:signal_encoded=72 | F:session_encoded=2 | F:zone_type=1 | F:liq_distance=44 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,139.01,XAUUSD
176,Long Exit,2025-01-22 10:05,Long Exit,0,1,0,0,1.5,0,1.5,0,0.0,0,139.01,XAUUSD
176,Entry long,2025-01-22 10:05, | F:signal_encoded=72 | F:session_encoded=1 | F:zone_type=1 | F:liq_distance=114 | F:source_encoded=2,0,1,0,0,1.5,0,1.5,0,0.0,0,140.51,XAUUSD
177,Long Exit,2025-01-23 22:00,Long Exit,0,1,0,0,3.0,0,3.0,0,0.0,0,140.51,XAUUSD
177,Entry long,2025-01-23 22:00, | F:signal_encoded=85 | F:session_encoded=3 | F:zone_type=1 | F:liq_distance=114 | F:source_encoded=2,0,1,0,0,3.0,0,3.0,0,0.0,0,143.51,XAUUSD
178,Short Exit,2025-01-27 10:40,Short Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,143.51,XAUUSD
178,Entry short,2025-01-27 10:40, | F:signal_encoded=85 | F:session_encoded=2 | F:zone_type=0 | F:liq_distance=58 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,142.51,XAUUSD
179,Long Exit,2025-01-29 15:10,Long Exit,0,1,0,0,1.5,0,1.5,0,0.0,0,142.51,XAUUSD
179,Entry long,2025-01-29 15:10, | F:signal_encoded=85 | F:session_encoded=3 | F:zone_type=1 | F:liq_distance=8 | F:source_encoded=2,0,1,0,0,1.5,0,1.5,0,0.0,0,144.01,XAUUSD
180,Short Exit,2025-01-31 13:30,Short Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,144.01,XAUUSD
180,Entry short,2025-01-31 13:30, | F:signal_encoded=85 | F:session_encoded=2 | F:zone_type=0 | F:liq_distance=36 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,143.01,XAUUSD
181,Short Exit,2025-02-04 10:20,Short Exit,0,1,0,0,1.5,0,1.5,0,0.0,0,143.01,XAUUSD
181,Entry short,2025-02-04 10:20, | F:signal_encoded=72 | F:session_encoded=2 | F:zone_type=0 | F:liq_distance=94 | F:source_encoded=2,0,1,0,0,1.5,0,1.5,0,0.0,0,144.51,XAUUSD
182,Long Exit,2025-02-05 09:05,Long Exit,0,1,0,0,3.0,0,3.0,0,0.0,0,144.51,XAUUSD
182,Entry long,2025-02-05 09:05, | F:signal_encoded=72 | F:session_encoded=2 | F:zone_type=1 | F:liq_distance=32 | F:source_encoded=2,0,1,0,0,3.0,0,3.0,0,0.0,0,147.51,XAUUSD
183,Long Exit,2025-02-05 15:50,Long Exit,0,1,0,0,2.0,0,2.0,0,0.0,0,147.51,XAUUSD
183,Entry long,2025-02-05 15:50, | F:signal_encoded=72 | F:session_encoded=3 | F:zone_type=1 | F:liq_distance=62 | F:source_encoded=2,0,1,0,0,2.0,0,2.0,0,0.0,0,149.51,XAUUSD
184,Long Exit,2025-02-10 16:05,Long Exit,0,1,0,0,1.5,0,1.5,0,0.0,0,149.51,XAUUSD
184,Entry long,2025-02-10 16:05, | F:signal_encoded=95 | F:session_encoded=3 | F:zone_type=1 | F:liq_distance=142 | F:source_encoded=2,0,1,0,0,1.5,0,1.5,0,0.0,0,151.01,XAUUSD
185,Short Exit,2025-02-18 10:20,Short Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,151.01,XAUUSD
185,Entry short,2025-02-18 10:20, | F:signal_encoded=72 | F:session_encoded=2 | F:zone_type=0 | F:liq_distance=15 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,150.01,XAUUSD
186,Long Exit,2025-02-20 20:00,Long Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,150.01,XAUUSD
