Trade #,Type,Date and time,Signal,Price,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %,Symbol
186,Entry long,2025-02-20 20:00, | F:signal_encoded=72 | F:session_encoded=3 | F:zone_type=1 | F:liq_distance=88 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,149.01,XAUUSD
187,Long Exit,2025-02-21 14:00,Long Exit,0,1,0,0,2.5,0,2.5,0,0.0,0,149.01,XAUUSD
187,Entry long,2025-02-21 14:00, | F:signal_encoded=85 | F:session_encoded=2 | F:zone_type=1 | F:liq_distance=93 | F:source_encoded=2,0,1,0,0,2.5,0,2.5,0,0.0,0,151.51,XAUUSD
188,Long Exit,2025-02-24 10:40,Long Exit,0,1,0,0,1.5,0,1.5,0,0.0,0,151.51,XAUUSD
188,Entry long,2025-02-24 10:40, | F:signal_encoded=85 | F:session_encoded=2 | F:zone_type=1 | F:liq_distance=50 | F:source_encoded=2,0,1,0,0,1.5,0,1.5,0,0.0,0,153.01,XAUUSD
189,Short Exit,2025-02-28 18:05,Short Exit,0,1,0,0,1.5,0,1.5,0,0.0,0,153.01,XAUUSD
189,Entry short,2025-02-28 18:05, | F:signal_encoded=85 | F:session_encoded=3 | F:zone_type=0 | F:liq_distance=227 | F:source_encoded=2,0,1,0,0,1.5,0,1.5,0,0.0,0,154.51,XAUUSD
190,Long Exit,2025-03-04 16:20,Long Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,154.51,XAUUSD
190,Entry long,2025-03-04 16:20, | F:signal_encoded=85 | F:session_encoded=3 | F:zone_type=1 | F:liq_distance=114 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,153.51,XAUUSD
191,Long Exit,2025-03-10 15:40,Long Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,153.51,XAUUSD
191,Entry long,2025-03-10 15:40, | F:signal_encoded=85 | F:session_encoded=3 | F:zone_type=1 | F:liq_distance=37 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,152.51,XAUUSD
192,Long Exit,2025-03-18 15:40,Long Exit,0,1,0,0,2.0,0,2.0,0,0.0,0,152.51,XAUUSD
193,Long Exit,2025-03-18 15:40,Long Exit,0,1,0,0,2.0,0,2.0,0,0.0,0,152.51,XAUUSD
192,Entry long,2025-03-18 15:40, | F:signal_encoded=85 | F:session_encoded=3 | F:zone_type=1 | F:liq_distance=36 | F:source_encoded=2,0,1,0,0,2.0,0,2.0,0,0.0,0,154.51,XAUUSD
193,Entry long,2025-03-18 15:40, | F:signal_encoded=85 | F:session_encoded=3 | F:zone_type=1 | F:liq_distance=63 | F:source_encoded=2,0,1,0,0,2.0,0,2.0,0,0.0,0,156.51,XAUUSD
194,Long Exit,2025-03-24 15:45,Long Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,156.51,XAUUSD
195,Long Exit,2025-03-24 15:45,Long Exit,0,1,0,0,1.5,0,1.5,0,0.0,0,156.51,XAUUSD
194,Entry long,2025-03-24 15:45, | F:signal_encoded=85 | F:session_encoded=3 | F:zone_type=1 | F:liq_distance=13 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,155.51,XAUUSD
195,Entry long,2025-03-24 15:45, | F:signal_encoded=85 | F:session_encoded=3 | F:zone_type=1 | F:liq_distance=13 | F:source_encoded=2,0,1,0,0,1.5,0,1.5,0,0.0,0,157.01,XAUUSD
196,Long Exit,2025-03-31 16:05,Long Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,157.01,XAUUSD
196,Entry long,2025-03-31 16:05, | F:signal_encoded=72 | F:session_encoded=3 | F:zone_type=1 | F:liq_distance=26 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,156.01,XAUUSD
197,Long Exit,2025-04-02 16:50,Long Exit,0,1,0,0,1.5,0,1.5,0,0.0,0,156.01,XAUUSD
197,Entry long,2025-04-02 16:50, | F:signal_encoded=72 | F:session_encoded=3 | F:zone_type=1 | F:liq_distance=18 | F:source_encoded=2,0,1,0,0,1.5,0,1.5,0,0.0,0,157.51,XAUUSD
198,Long Exit,2025-04-11 16:55,Long Exit,0,1,0,0,1.5,0,1.5,0,0.0,0,157.51,XAUUSD
198,Entry long,2025-04-11 16:55, | F:signal_encoded=72 | F:session_encoded=3 | F:zone_type=1 | F:liq_distance=202 | F:source_encoded=2,0,1,0,0,1.5,0,1.5,0,0.0,0,159.01,XAUUSD
199,Short Exit,2025-04-25 15:30,Short Exit,0,1,0,0,1.5,0,1.5,0,0.0,0,159.01,XAUUSD
199,Entry short,2025-04-25 15:30, | F:signal_encoded=72 | F:session_encoded=2 | F:zone_type=0 | F:liq_distance=167 | F:source_encoded=2,0,1,0,0,1.5,0,1.5,0,0.0,0,160.51,XAUUSD
200,Short Exit,2025-05-01 15:45,Short Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,160.51,XAUUSD
200,Entry short,2025-05-01 15:45, | F:signal_encoded=85 | F:session_encoded=3 | F:zone_type=0 | F:liq_distance=87 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,159.51,XAUUSD
201,Short Exit,2025-05-07 16:55,Short Exit,0,1,0,0,1.5,0,1.5,0,0.0,0,159.51,XAUUSD
201,Entry short,2025-05-07 16:55, | F:signal_encoded=72 | F:session_encoded=3 | F:zone_type=0 | F:liq_distance=29 | F:source_encoded=2,0,1,0,0,1.5,0,1.5,0,0.0,0,161.01,XAUUSD
202,Short Exit,2025-05-12 14:55,Short Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,161.01,XAUUSD
202,Entry short,2025-05-12 14:55, | F:signal_encoded=95 | F:session_encoded=2 | F:zone_type=0 | F:liq_distance=315 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,160.01,XAUUSD
203,Short Exit,2025-05-14 09:00,Short Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,160.01,XAUUSD
203,Entry short,2025-05-14 09:00, | F:signal_encoded=85 | F:session_encoded=1 | F:zone_type=0 | F:liq_distance=192 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,159.01,XAUUSD
204,Long Exit,2025-05-20 15:20,Long Exit,0,1,0,0,1.5,0,1.5,0,0.0,0,159.01,XAUUSD
204,Entry long,2025-05-20 15:20, | F:signal_encoded=85 | F:session_encoded=2 | F:zone_type=1 | F:liq_distance=73 | F:source_encoded=2,0,1,0,0,1.5,0,1.5,0,0.0,0,160.51,XAUUSD
205,Long Exit,2025-05-28 13:20,Long Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,160.51,XAUUSD
205,Entry long,2025-05-28 13:20, | F:signal_encoded=85 | F:session_encoded=2 | F:zone_type=1 | F:liq_distance=156 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,159.51,XAUUSD
206,Long Exit,2025-06-02 16:30,Long Exit,0,1,0,0,1.5,0,1.5,0,0.0,0,159.51,XAUUSD
206,Entry long,2025-06-02 16:30, | F:signal_encoded=85 | F:session_encoded=3 | F:zone_type=1 | F:liq_distance=219 | F:source_encoded=2,0,1,0,0,1.5,0,1.5,0,0.0,0,161.01,XAUUSD
207,Long Exit,2025-06-09 16:25,Long Exit,0,1,0,0,1.5,0,1.5,0,0.0,0,161.01,XAUUSD
208,Long Exit,2025-06-09 16:25,Long Exit,0,1,0,0,1.5,0,1.5,0,0.0,0,161.01,XAUUSD
207,Entry long,2025-06-09 16:25, | F:signal_encoded=85 | F:session_encoded=3 | F:zone_type=1 | F:liq_distance=83 | F:source_encoded=2,0,1,0,0,1.5,0,1.5,0,0.0,0,162.51,XAUUSD
208,Entry long,2025-06-09 16:25, | F:signal_encoded=72 | F:session_encoded=3 | F:zone_type=1 | F:liq_distance=76 | F:source_encoded=2,0,1,0,0,1.5,0,1.5,0,0.0,0,164.01,XAUUSD
209,Long Exit,2025-06-09 16:35,Long Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,164.01,GBPJPY
209,Entry long,2025-06-09 16:35, | F:signal_encoded=72 | F:session_encoded=3 | F:zone_type=1 | F:liq_distance=5 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,163.01,GBPJPY
210,Long Exit,2025-06-09 17:40,Long Exit,0,1,0,0,1.5,0,1.5,0,0.0,0,163.01,XAUUSD
211,Long Exit,2025-06-09 17:40,Long Exit,0,1,0,0,1.5,0,1.5,0,0.0,0,163.01,XAUUSD
210,Entry long,2025-06-09 17:40, | F:signal_encoded=65 | F:session_encoded=3 | F:zone_type=1 | F:liq_distance=44 | F:source_encoded=2,0,1,0,0,1.5,0,1.5,0,0.0,0,164.51,XAUUSD
211,Entry long,2025-06-09 17:40, | F:signal_encoded=65 | F:session_encoded=3 | F:zone_type=1 | F:liq_distance=35 | F:source_encoded=2,0,1,0,0,1.5,0,1.5,0,0.0,0,166.01,XAUUSD
212,Long Exit,2025-06-10 11:45,Long Exit,0,1,0,0,1.5,0,1.5,0,0.0,0,166.01,XAUUSD
212,Entry long,2025-06-10 11:45, | F:signal_encoded=85 | F:session_encoded=2 | F:zone_type=1 | F:liq_distance=35 | F:source_encoded=2,0,1,0,0,1.5,0,1.5,0,0.0,0,167.51,XAUUSD
213,Short Exit,2025-06-10 20:55,Short Exit,0,1,0,0,1.5,0,1.5,0,0.0,0,167.51,XAUUSD
213,Entry short,2025-06-10 20:55, | F:signal_encoded=95 | F:session_encoded=3 | F:zone_type=0 | F:liq_distance=100 | F:source_encoded=2,0,1,0,0,1.5,0,1.5,0,0.0,0,169.01,XAUUSD
214,Long Exit,2025-06-11 18:35,Long Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,169.01,GBPJPY
214,Entry long,2025-06-11 18:35, | F:signal_encoded=85 | F:session_encoded=3 | F:zone_type=1 | F:liq_distance=3 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,168.01,GBPJPY
215,Long Exit,2025-06-12 16:25,Long Exit,0,1,0,0,2.5,0,2.5,0,0.0,0,168.01,CHFJPY
215,Entry long,2025-06-12 16:25, | F:signal_encoded=85 | F:session_encoded=3 | F:zone_type=1 | F:liq_distance=5 | F:source_encoded=2,0,1,0,0,2.5,0,2.5,0,0.0,0,170.51,CHFJPY
216,Short Exit,2025-06-12 18:15,Short Exit,0,1,0,0,2.5,0,2.5,0,0.0,0,170.51,USDJPY
216,Entry short,2025-06-12 18:15, | F:signal_encoded=72 | F:session_encoded=3 | F:zone_type=0 | F:liq_distance=0 | F:source_encoded=2,0,1,0,0,2.5,0,2.5,0,0.0,0,173.01,USDJPY
217,Short Exit,2025-06-12 21:00,Short Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,173.01,NAS100
217,Entry short,2025-06-12 21:00, | F:signal_encoded=85 | F:session_encoded=3 | F:zone_type=0 | F:liq_distance=24 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,172.01,NAS100
218,Long Exit,2025-06-12 22:40,Long Exit,0,1,0,0,3.0,0,3.0,0,0.0,0,172.01,GBPJPY
218,Entry long,2025-06-12 22:40, | F:signal_encoded=65 | F:session_encoded=3 | F:zone_type=1 | F:liq_distance=1 | F:source_encoded=2,0,1,0,0,3.0,0,3.0,0,0.0,0,175.01,GBPJPY
219,Short Exit,2025-06-13 12:05,Short Exit,0,1,0,0,2.5,0,2.5,0,0.0,0,175.01,XAUUSD
219,Entry short,2025-06-13 12:05, | F:signal_encoded=72 | F:session_encoded=2 | F:zone_type=0 | F:liq_distance=25 | F:source_encoded=2,0,1,0,0,2.5,0,2.5,0,0.0,0,177.51,XAUUSD
220,Short Exit,2025-06-13 14:00,Short Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,177.51,CHFJPY
220,Entry short,2025-06-13 14:00, | F:signal_encoded=85 | F:session_encoded=2 | F:zone_type=0 | F:liq_distance=0 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,176.51,CHFJPY
221,Long Exit,2025-06-13 16:50,Long Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,176.51,USDJPY
221,Entry long,2025-06-13 16:50, | F:signal_encoded=95 | F:session_encoded=3 | F:zone_type=1 | F:liq_distance=1 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,175.51,USDJPY
222,Long Exit,2025-06-13 17:35,Long Exit,0,1,0,0,2.71,0,2.71,0,0.0,0,175.51,NAS100
222,Entry long,2025-06-13 17:35, | F:signal_encoded=72 | F:session_encoded=3 | F:zone_type=1 | F:liq_distance=666 | F:source_encoded=2,0,1,0,0,2.71,0,2.71,0,0.0,0,178.22,NAS100
223,Long Exit,2025-06-13 22:50,Long Exit,0,1,0,0,2.0,0,2.0,0,0.0,0,178.22,GBPCAD
223,Entry long,2025-06-13 22:50, | F:signal_encoded=85 | F:session_encoded=3 | F:zone_type=1 | F:liq_distance=2 | F:source_encoded=2,0,1,0,0,2.0,0,2.0,0,0.0,0,180.22,GBPCAD
224,Long Exit,2025-06-16 22:30,Long Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,180.22,CHFJPY
224,Entry long,2025-06-16 22:30, | F:signal_encoded=65 | F:session_encoded=3 | F:zone_type=1 | F:liq_distance=2 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,179.22,CHFJPY
225,Long Exit,2025-06-17 09:35,Long Exit,0,1,0,0,2.0,0,2.0,0,0.0,0,179.22,USDJPY
225,Entry long,2025-06-17 09:35, | F:signal_encoded=72 | F:session_encoded=2 | F:zone_type=1 | F:liq_distance=5 | F:source_encoded=2,0,1,0,0,2.0,0,2.0,0,0.0,0,181.22,USDJPY
226,Long Exit,2025-06-17 13:00,Long Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,181.22,GBPJPY
226,Entry long,2025-06-17 13:00, | F:signal_encoded=72 | F:session_encoded=2 | F:zone_type=1 | F:liq_distance=4 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,180.22,GBPJPY
227,Short Exit,2025-06-17 14:15,Short Exit,0,1,0,0,4.82,0,4.82,0,0.0,0,180.22,GBPCAD
227,Entry short,2025-06-17 14:15, | F:signal_encoded=85 | F:session_encoded=2 | F:zone_type=0 | F:liq_distance=5 | F:source_encoded=2,0,1,0,0,4.82,0,4.82,0,0.0,0,185.04,GBPCAD
228,Short Exit,2025-06-17 14:25,Short Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,185.04,NAS100
228,Entry short,2025-06-17 14:25, | F:signal_encoded=85 | F:session_encoded=2 | F:zone_type=0 | F:liq_distance=613 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,184.04,NAS100
229,Short Exit,2025-06-17 16:35,Short Exit,0,1,0,0,1.5,0,1.5,0,0.0,0,184.04,XAUUSD
229,Entry short,2025-06-17 16:35, | F:signal_encoded=85 | F:session_encoded=3 | F:zone_type=0 | F:liq_distance=5 | F:source_encoded=2,0,1,0,0,1.5,0,1.5,0,0.0,0,185.54,XAUUSD
230,Long Exit,2025-06-18 20:45,Long Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,185.54,XAUUSD
230,Entry long,2025-06-18 20:45, | F:signal_encoded=65 | F:session_encoded=3 | F:zone_type=1 | F:liq_distance=25 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,184.54,XAUUSD
231,Long Exit,2025-06-23 15:35,Long Exit,0,1,0,0,1.5,0,1.5,0,0.0,0,184.54,XAUUSD
231,Entry long,2025-06-23 15:35, | F:signal_encoded=72 | F:session_encoded=2 | F:zone_type=1 | F:liq_distance=146 | F:source_encoded=2,0,1,0,0,1.5,0,1.5,0,0.0,0,186.04,XAUUSD
232,Long Exit,2025-06-23 19:50,Long Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,186.04,XAUUSD
232,Entry long,2025-06-23 19:50, | F:signal_encoded=72 | F:session_encoded=3 | F:zone_type=1 | F:liq_distance=179 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,185.04,XAUUSD
233,Long Exit,2025-06-24 15:10,Long Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,185.04,GBPJPY
233,Entry long,2025-06-24 15:10, | F:signal_encoded=72 | F:session_encoded=2 | F:zone_type=1 | F:liq_distance=1 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,184.04,GBPJPY
234,Long Exit,2025-06-25 12:35,Long Exit,0,1,0,0,2.0,0,2.0,0,0.0,0,184.04,CHFJPY
234,Entry long,2025-06-25 12:35, | F:signal_encoded=72 | F:session_encoded=2 | F:zone_type=1 | F:liq_distance=1 | F:source_encoded=2,0,1,0,0,2.0,0,2.0,0,0.0,0,186.04,CHFJPY
235,Short Exit,2025-06-26 15:45,Short Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,186.04,GBPJPY
235,Entry short,2025-06-26 15:45, | F:signal_encoded=85 | F:session_encoded=3 | F:zone_type=0 | F:liq_distance=4 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,185.04,GBPJPY
236,Long Exit,2025-06-26 22:10,Long Exit,0,1,0,0,4.82,0,4.82,0,0.0,0,185.04,GBPCAD
236,Entry long,2025-06-26 22:10, | F:signal_encoded=85 | F:session_encoded=3 | F:zone_type=1 | F:liq_distance=4 | F:source_encoded=2,0,1,0,0,4.82,0,4.82,0,0.0,0,189.85999999999999,GBPCAD
237,Short Exit,2025-06-27 10:25,Short Exit,0,1,0,0,2.0,0,2.0,0,0.0,0,189.85999999999999,USDJPY
237,Entry short,2025-06-27 10:25, | F:signal_encoded=85 | F:session_encoded=2 | F:zone_type=0 | F:liq_distance=1 | F:source_encoded=2,0,1,0,0,2.0,0,2.0,0,0.0,0,191.85999999999999,USDJPY
238,Short Exit,2025-06-27 11:55,Short Exit,0,1,0,0,2.0,0,2.0,0,0.0,0,191.85999999999999,XAUUSD
238,Entry short,2025-06-27 11:55, | F:signal_encoded=72 | F:session_encoded=2 | F:zone_type=0 | F:liq_distance=101 | F:source_encoded=2,0,1,0,0,2.0,0,2.0,0,0.0,0,193.85999999999999,XAUUSD
239,Short Exit,2025-06-27 15:45,Short Exit,0,1,0,0,4.82,0,4.82,0,0.0,0,193.85999999999999,GBPCAD
239,Entry short,2025-06-27 15:45, | F:signal_encoded=72 | F:session_encoded=2 | F:zone_type=0 | F:liq_distance=0 | F:source_encoded=2,0,1,0,0,4.82,0,4.82,0,0.0,0,198.67999999999998,GBPCAD
240,Long Exit,2025-06-27 17:50,Long Exit,0,1,0,0,1.5,0,1.5,0,0.0,0,198.67999999999998,XAUUSD
240,Entry long,2025-06-27 17:50, | F:signal_encoded=65 | F:session_encoded=2 | F:zone_type=1 | F:liq_distance=47 | F:source_encoded=2,0,1,0,0,1.5,0,1.5,0,0.0,0,200.17999999999998,XAUUSD
241,Short Exit,2025-06-27 17:55,Short Exit,0,1,0,0,3.0,0,3.0,0,0.0,0,200.17999999999998,CHFJPY
241,Entry short,2025-06-27 17:55, | F:signal_encoded=65 | F:session_encoded=3 | F:zone_type=0 | F:liq_distance=1 | F:source_encoded=2,0,1,0,0,3.0,0,3.0,0,0.0,0,203.17999999999998,CHFJPY
242,Short Exit,2025-06-30 13:00,Short Exit,0,1,0,0,3.0,0,3.0,0,0.0,0,203.17999999999998,XAUUSD
242,Entry short,2025-06-30 13:00, | F:signal_encoded=72 | F:session_encoded=2 | F:zone_type=0 | F:liq_distance=108 | F:source_encoded=2,0,1,0,0,3.0,0,3.0,0,0.0,0,206.17999999999998,XAUUSD
243,Long Exit,2025-06-30 14:25,Long Exit,0,1,0,0,2.5,0,2.5,0,0.0,0,206.17999999999998,XAUUSD
243,Entry long,2025-06-30 14:25, | F:signal_encoded=72 | F:session_encoded=2 | F:zone_type=1 | F:liq_distance=144 | F:source_encoded=2,0,1,0,0,2.5,0,2.5,0,0.0,0,208.67999999999998,XAUUSD
244,Short Exit,2025-06-30 16:45,Short Exit,0,1,0,0,1.5,0,1.5,0,0.0,0,208.67999999999998,GBPCAD
244,Entry short,2025-06-30 16:45, | F:signal_encoded=72 | F:session_encoded=3 | F:zone_type=0 | F:liq_distance=1 | F:source_encoded=2,0,1,0,0,1.5,0,1.5,0,0.0,0,210.17999999999998,GBPCAD
245,Long Exit,2025-07-03 11:50,Long Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,210.17999999999998,CHFJPY
245,Entry long,2025-07-03 11:50, | F:signal_encoded=72 | F:session_encoded=2 | F:zone_type=1 | F:liq_distance=1 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,209.17999999999998,CHFJPY
246,Short Exit,2025-07-04 11:55,Short Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,209.17999999999998,CHFJPY
246,Entry short,2025-07-04 11:55, | F:signal_encoded=85 | F:session_encoded=2 | F:zone_type=0 | F:liq_distance=0 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,208.17999999999998,CHFJPY
247,Short Exit,2025-07-04 12:50,Short Exit,0,1,0,0,2.0,0,2.0,0,0.0,0,208.17999999999998,NAS100
247,Entry short,2025-07-04 12:50, | F:signal_encoded=72 | F:session_encoded=2 | F:zone_type=0 | F:liq_distance=316 | F:source_encoded=2,0,1,0,0,2.0,0,2.0,0,0.0,0,210.17999999999998,NAS100
248,Long Exit,2025-07-07 09:40,Long Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,210.17999999999998,GBPJPY
248,Entry long,2025-07-07 09:40, | F:signal_encoded=95 | F:session_encoded=2 | F:zone_type=1 | F:liq_distance=2 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,209.17999999999998,GBPJPY
249,Long Exit,2025-07-07 16:20,Long Exit,0,1,0,0,4.5,0,4.5,0,0.0,0,209.17999999999998,GBPCAD
249,Entry long,2025-07-07 16:20, | F:signal_encoded=72 | F:session_encoded=3 | F:zone_type=1 | F:liq_distance=4 | F:source_encoded=2,0,1,0,0,4.5,0,4.5,0,0.0,0,213.67999999999998,GBPCAD
250,Short Exit,2025-07-08 10:10,Short Exit,0,1,0,0,5.0,0,5.0,0,0.0,0,213.67999999999998,XAUUSD
250,Entry short,2025-07-08 10:10, | F:signal_encoded=72 | F:session_encoded=2 | F:zone_type=0 | F:liq_distance=112 | F:source_encoded=2,0,1,0,0,5.0,0,5.0,0,0.0,0,218.67999999999998,XAUUSD
251,Short Exit,2025-07-08 10:15,Short Exit,0,1,0,0,2.0,0,2.0,0,0.0,0,218.67999999999998,GBPCAD
251,Entry short,2025-07-08 10:15, | F:signal_encoded=72 | F:session_encoded=2 | F:zone_type=0 | F:liq_distance=2 | F:source_encoded=2,0,1,0,0,2.0,0,2.0,0,0.0,0,220.67999999999998,GBPCAD
252,Long Exit,2025-07-09 10:50,Long Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,220.67999999999998,GBPJPY
252,Entry long,2025-07-09 10:50, | F:signal_encoded=55 | F:session_encoded=2 | F:zone_type=1 | F:liq_distance=7 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,219.67999999999998,GBPJPY
253,Long Exit,2025-07-09 13:45,Long Exit,0,1,0,0,2.0,0,2.0,0,0.0,0,219.67999999999998,GBPCAD
253,Entry long,2025-07-09 13:45, | F:signal_encoded=72 | F:session_encoded=2 | F:zone_type=1 | F:liq_distance=3 | F:source_encoded=2,0,1,0,0,2.0,0,2.0,0,0.0,0,221.67999999999998,GBPCAD
254,Short Exit,2025-07-09 14:40,Short Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,221.67999999999998,GBPJPY
254,Entry short,2025-07-09 14:40, | F:signal_encoded=85 | F:session_encoded=2 | F:zone_type=0 | F:liq_distance=3 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,220.67999999999998,GBPJPY
255,Short Exit,2025-07-10 14:50,Short Exit,0,1,0,0,2.5,0,2.5,0,0.0,0,220.67999999999998,CHFJPY
255,Entry short,2025-07-10 14:50, | F:signal_encoded=95 | F:session_encoded=2 | F:zone_type=0 | F:liq_distance=3 | F:source_encoded=2,0,1,0,0,2.5,0,2.5,0,0.0,0,223.17999999999998,CHFJPY
256,Long Exit,2025-07-10 18:05,Long Exit,0,1,0,0,3.0,0,3.0,0,0.0,0,223.17999999999998,GBPJPY
256,Entry long,2025-07-10 18:05, | F:signal_encoded=65 | F:session_encoded=3 | F:zone_type=1 | F:liq_distance=4 | F:source_encoded=2,0,1,0,0,3.0,0,3.0,0,0.0,0,226.17999999999998,GBPJPY
257,Long Exit,2025-07-10 20:50,Long Exit,0,1,0,0,4.5,0,4.5,0,0.0,0,226.17999999999998,GBPJPY
257,Entry long,2025-07-10 20:50, | F:signal_encoded=72 | F:session_encoded=3 | F:zone_type=1 | F:liq_distance=1 | F:source_encoded=2,0,1,0,0,4.5,0,4.5,0,0.0,0,230.67999999999998,GBPJPY
258,Long Exit,2025-07-11 10:00,Long Exit,0,1,0,0,2.0,0,2.0,0,0.0,0,230.67999999999998,XAUUSD
258,Entry long,2025-07-11 10:00, | F:signal_encoded=95 | F:session_encoded=2 | F:zone_type=1 | F:liq_distance=80 | F:source_encoded=2,0,1,0,0,2.0,0,2.0,0,0.0,0,232.67999999999998,XAUUSD
259,Short Exit,2025-07-11 14:55,Short Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,232.67999999999998,NAS100
259,Entry short,2025-07-11 14:55, | F:signal_encoded=72 | F:session_encoded=3 | F:zone_type=0 | F:liq_distance=1050 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,231.67999999999998,NAS100
260,Long Exit,2025-07-11 15:35,Long Exit,0,1,0,0,2.0,0,2.0,0,0.0,0,231.67999999999998,USDJPY
260,Entry long,2025-07-11 15:35, | F:signal_encoded=85 | F:session_encoded=3 | F:zone_type=1 | F:liq_distance=6 | F:source_encoded=2,0,1,0,0,2.0,0,2.0,0,0.0,0,233.67999999999998,USDJPY
261,Short Exit,2025-07-13 14:15,Short Exit,0,1,0,0,2.0,0,2.0,0,0.0,0,233.67999999999998,NAS100
261,Entry short,2025-07-13 14:15, | F:signal_encoded=65 | F:session_encoded=3 | F:zone_type=0 | F:liq_distance=1363 | F:source_encoded=2,0,1,0,0,2.0,0,2.0,0,0.0,0,235.67999999999998,NAS100
262,Long Exit,2025-07-14 08:50,Long Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,235.67999999999998,XAUUSD
262,Entry long,2025-07-14 08:50, | F:signal_encoded=72 | F:session_encoded=1 | F:zone_type=1 | F:liq_distance=405 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,234.67999999999998,XAUUSD
263,Short Exit,2025-07-14 10:30,Short Exit,0,1,0,0,2.0,0,2.0,0,0.0,0,234.67999999999998,NAS100
263,Entry short,2025-07-14 10:30, | F:signal_encoded=72 | F:session_encoded=2 | F:zone_type=0 | F:liq_distance=10 | F:source_encoded=2,0,1,0,0,2.0,0,2.0,0,0.0,0,236.67999999999998,NAS100
264,Long Exit,2025-07-14 15:30,Long Exit,0,1,0,0,-1.0,0,0.0,0,-1.0,0,236.67999999999998,GBPJPY
264,Entry long,2025-07-14 15:30, | F:signal_encoded=72 | F:session_encoded=3 | F:zone_type=1 | F:liq_distance=4 | F:source_encoded=2,0,1,0,0,-1.0,0,0.0,0,-1.0,0,235.67999999999998,GBPJPY
