Trade #,Type,Date and time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
22,Entry long,2023-02-27 18:25, | F:score=75 | F:fresh=36 | F:session=2 | F:zone_type=0 | F:atr_ratio=0.47 | F:is_accuracy=0 | F:trend=1 | F:rsi=41.97 | F:htf_trend=0 | F:rvol=0.66 | F:adx=34.76 | F:touch_count=1 | F:base_quality=60 | F:departure_strength=57.36 | F:liquidity_distance=53.94 | F:liquidity_spread=46.33 | F:return_strength=100,12070.86,2,24141.72,-30.62,-0.13,17.18,0.07,-30.62,-0.13,-41.14,0.00
23,Exit short,2023-02-28 19:20,Short Exit,12102.94,3,36250.11,-58.71,-0.16,178.05,0.49,-58.71,-0.16,-99.85,0.00
23,Entry short,2023-02-28 17:05, | F:score=55 | F:fresh=23 | F:session=2 | F:zone_type=1 | F:atr_ratio=0.49 | F:is_accuracy=0 | F:trend=1 | F:rsi=55.75 | F:htf_trend=0 | F:rvol=2.09 | F:adx=29.85 | F:touch_count=1 | F:base_quality=100 | F:departure_strength=61.91 | F:liquidity_distance=70.3 | F:liquidity_spread=26.89 | F:return_strength=54.67,12083.37,3,36250.11,-58.71,-0.16,178.05,0.49,-58.71,-0.16,-99.85,0.00
24,Exit long,2023-03-02 14:50,Long Exit,11858.6,8,94922.4,-53.6,-0.06,0,0.00,-53.6,-0.06,-153.45,0.00
24,Entry long,2023-03-02 14:45, | F:score=55 | F:fresh=23 | F:session=2 | F:zone_type=0 | F:atr_ratio=1.18 | F:is_accuracy=0 | F:trend=0 | F:rsi=46.56 | F:htf_trend=0 | F:rvol=1.09 | F:adx=18.77 | F:touch_count=1 | F:base_quality=100 | F:departure_strength=39.69 | F:liquidity_distance=90.5 | F:liquidity_spread=21.77 | F:return_strength=100,11865.3,8,94922.4,-53.6,-0.06,0,0.00,-53.6,-0.06,-153.45,0.00
25,Exit short,2023-03-07 16:45,Short Exit,12347.32,3,36983.22,-58.74,-0.16,7.8,0.02,-58.74,-0.16,-212.19,0.00
25,Entry short,2023-03-07 16:40, | F:score=75 | F:fresh=12 | F:session=2 | F:zone_type=1 | F:atr_ratio=0.72 | F:is_accuracy=0 | F:trend=0 | F:rsi=48.67 | F:htf_trend=1 | F:rvol=3.52 | F:adx=22.66 | F:touch_count=1 | F:base_quality=100 | F:departure_strength=40.95 | F:liquidity_distance=64.04 | F:liquidity_spread=9.52 | F:return_strength=75.12,12327.74,3,36983.22,-58.74,-0.16,7.8,0.02,-58.74,-0.16,-212.19,0.00
26,Exit short,2023-03-08 18:05,Short Exit,12211.84,3,36590.37,-45.15,-0.12,118.11,0.32,-45.15,-0.12,-257.34,0.00
26,Entry short,2023-03-08 17:35, | F:score=70 | F:fresh=242 | F:session=2 | F:zone_type=1 | F:atr_ratio=0.6 | F:is_accuracy=0 | F:trend=1 | F:rsi=58.78 | F:htf_trend=0 | F:rvol=0.99 | F:adx=15.11 | F:touch_count=1 | F:base_quality=100 | F:departure_strength=55.12 | F:liquidity_distance=97.22 | F:liquidity_spread=77.76 | F:return_strength=67.45,12196.79,3,36590.37,-45.15,-0.12,118.11,0.32,-45.15,-0.12,-257.34,0.00
27,Exit long,2023-03-10 22:40,Long Exit,11797.77,2,23644.68,-49.14,-0.21,151.64,0.64,-49.14,-0.21,-306.48,0.00
