Trade #,Type,Date and time,Signal,Price CAD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
130,Exit short,2023-10-04 11:30,Short Exit,1.6569,116667,193228.5521,-56.14,-0.04,42.53,0.03,-56.14,-0.04,-1784.44,-0.02
130,Entry short,2023-10-04 11:15, | F:score=50 | F:fresh=157 | F:session=1 | F:zone_type=1 | F:atr_ratio=0.72 | F:is_accuracy=0 | F:trend=1 | F:rsi=65.37 | F:htf_trend=1 | F:rvol=0 | F:adx=25.68 | F:touch_count=1 | F:base_quality=60 | F:departure_strength=41.27 | F:liquidity_distance=97.2 | F:liquidity_spread=13.6 | F:return_strength=46.52,1.65624,116667,193228.5521,-56.14,-0.04,42.53,0.03,-56.14,-0.04,-1784.44,-0.02
131,Exit short,2023-10-09 09:25,Short Exit,1.66571,175000,291704,149.77,0.07,149.77,0.07,-37.12,-0.02,-1634.66,-0.02
131,Entry short,2023-10-09 09:15, | F:score=75 | F:fresh=65 | F:session=0 | F:zone_type=1 | F:atr_ratio=1.08 | F:is_accuracy=1 | F:trend=0 | F:rsi=62.87 | F:htf_trend=1 | F:rvol=0 | F:adx=28.27 | F:touch_count=1 | F:base_quality=100 | F:departure_strength=48.25 | F:liquidity_distance=99.6 | F:liquidity_spread=5 | F:return_strength=22.64,1.66688,175000,291704,149.77,0.07,149.77,0.07,-37.12,-0.02,-1634.66,-0.02
132,Exit short,2023-10-10 16:15,Short Exit,1.66654,51095,85078.79545,-53.72,-0.09,4.51,0.01,-53.72,-0.09,-1688.39,-0.02
132,Entry short,2023-10-10 16:05, | F:score=50 | F:fresh=6 | F:session=2 | F:zone_type=1 | F:atr_ratio=0.85 | F:is_accuracy=0 | F:trend=1 | F:rsi=44.03 | F:htf_trend=1 | F:rvol=0 | F:adx=19.59 | F:touch_count=1 | F:base_quality=100 | F:departure_strength=47.73 | F:liquidity_distance=95.8 | F:liquidity_spread=7.3 | F:return_strength=50,1.66511,51095,85078.79545,-53.72,-0.09,4.51,0.01,-53.72,-0.09,-1688.39,-0.02
133,Exit long,2023-10-11 18:30,Time Stop (Bars),1.67399,29289,48971.50089,42.68,0.12,80.83,0.22,-15.73,-0.04,-1645.71,-0.02
133,Entry long,2023-10-11 15:30, | F:score=75 | F:fresh=34 | F:session=2 | F:zone_type=0 | F:atr_ratio=0.72 | F:is_accuracy=0 | F:trend=1 | F:rsi=56.45 | F:htf_trend=1 | F:rvol=0 | F:adx=23.27 | F:touch_count=1 | F:base_quality=0 | F:departure_strength=30.43 | F:liquidity_distance=98.8 | F:liquidity_spread=12.7 | F:return_strength=50,1.67201,29289,48971.50089,42.68,0.12,80.83,0.22,-15.73,-0.04,-1645.71,-0.02
134,Exit short,2023-10-12 08:30,Short Exit,1.67396,269231,450595.7708,-63.36,-0.02,15.84,0.00,-63.36,-0.02,-1709.07,-0.02
134,Entry short,2023-10-12 08:25, | F:score=55 | F:fresh=18 | F:session=0 | F:zone_type=1 | F:atr_ratio=0.27 | F:is_accuracy=1 | F:trend=1 | F:rsi=51.2 | F:htf_trend=1 | F:rvol=0 | F:adx=13.56 | F:touch_count=1 | F:base_quality=100 | F:departure_strength=46.21 | F:liquidity_distance=99.6 | F:liquidity_spread=3.9 | F:return_strength=40.88,1.67364,269231,450595.7708,-63.36,-0.02,15.84,0.00,-63.36,-0.02,-1709.07,-0.02
135,Exit long,2023-10-12 10:00,Long Exit,1.67277,41667,69736.80789,-27.58,-0.05,28.8,0.06,-27.58,-0.05,-1736.64,-0.02
135,Entry long,2023-10-12 09:15, | F:score=70 | F:fresh=64 | F:session=0 | F:zone_type=0 | F:atr_ratio=1.03 | F:is_accuracy=0 | F:trend=1 | F:rsi=47.3 | F:htf_trend=1 | F:rvol=0 | F:adx=19.13 | F:touch_count=1 | F:base_quality=100 | F:departure_strength=44.58 | F:liquidity_distance=99 | F:liquidity_spread=1.8 | F:return_strength=36.89,1.67367,41667,69736.80789,-27.58,-0.05,28.8,0.06,-27.58,-0.05,-1736.64,-0.02
136,Exit short,2023-10-13 10:35,Short Exit,1.6698,145833,243433.1936,-57.49,-0.03,24.49,0.01,-57.49,-0.03,-1794.13,-0.02
136,Entry short,2023-10-13 10:30, | F:score=70 | F:fresh=20 | F:session=1 | F:zone_type=1 | F:atr_ratio=0.45 | F:is_accuracy=0 | F:trend=1 | F:rsi=58.56 | F:htf_trend=1 | F:rvol=0 | F:adx=41.31 | F:touch_count=1 | F:base_quality=0 | F:departure_strength=31.18 | F:liquidity_distance=89.6 | F:liquidity_spread=7.1 | F:return_strength=100,1.66926,145833,243433.1936,-57.49,-0.03,24.49,0.01,-57.49,-0.03,-1794.13,-0.02
137,Exit short,2023-10-16 16:50,Short Exit,1.65602,67308,111636.3757,126.59,0.15,126.59,0.15,-8.87,-0.01,-1667.55,-0.02
137,Entry short,2023-10-16 16:35, | F:score=70 | F:fresh=19 | F:session=2 | F:zone_type=1 | F:atr_ratio=0.82 | F:is_accuracy=0 | F:trend=0 | F:rsi=52.9 | F:htf_trend=0 | F:rvol=0 | F:adx=12.06 | F:touch_count=1 | F:base_quality=100 | F:departure_strength=47.57 | F:liquidity_distance=87 | F:liquidity_spread=7.6 | F:return_strength=38.41,1.65859,67308,111636.3757,126.59,0.15,126.59,0.15,-8.87,-0.01,-1667.55,-0.02
138,Exit short,2023-10-17 18:55,Short Exit,1.66318,79545,132222.8808,-54.92,-0.06,26.29,0.03,-54.92,-0.06,-1722.47,-0.02
138,Entry short,2023-10-17 18:15, | F:score=55 | F:fresh=23 | F:session=2 | F:zone_type=1 | F:atr_ratio=0.75 | F:is_accuracy=0 | F:trend=1 | F:rsi=56.97 | F:htf_trend=0 | F:rvol=0 | F:adx=15.2 | F:touch_count=1 | F:base_quality=100 | F:departure_strength=45.97 | F:liquidity_distance=81 | F:liquidity_spread=22 | F:return_strength=100,1.66224,79545,132222.8808,-54.92,-0.06,26.29,0.03,-54.92,-0.06,-1722.47,-0.02
139,Exit short,2023-10-19 16:40,Short Exit,1.66829,60870,101475.1596,-53.68,-0.07,0,0.00,-53.68,-0.07,-1776.14,-0.02
139,Entry short,2023-10-19 16:30, | F:score=55 | F:fresh=5 | F:session=2 | F:zone_type=1 | F:atr_ratio=0.61 | F:is_accuracy=0 | F:trend=1 | F:rsi=68.91 | F:htf_trend=1 | F:rvol=0 | F:adx=37.94 | F:touch_count=1 | F:base_quality=100 | F:departure_strength=35.8 | F:liquidity_distance=95.4 | F:liquidity_spread=1.4 | F:return_strength=50,1.66708,60870,101475.1596,-53.68,-0.07,0,0.00,-53.68,-0.07,-1776.14,-0.02
140,Exit short,2023-10-23 19:50,Short Exit,1.6741,114754,192032.7862,-56.03,-0.04,5.85,0.00,-56.03,-0.04,-1832.18,-0.02
140,Entry short,2023-10-23 19:25, | F:score=55 | F:fresh=8 | F:session=2 | F:zone_type=1 | F:atr_ratio=0.74 | F:is_accuracy=0 | F:trend=1 | F:rsi=60.81 | F:htf_trend=1 | F:rvol=0 | F:adx=32.79 | F:touch_count=1 | F:base_quality=0 | F:departure_strength=30.4 | F:liquidity_distance=95.8 | F:liquidity_spread=1.1 | F:return_strength=40.83,1.67343,114754,192032.7862,-56.03,-0.04,5.85,0.00,-56.03,-0.04,-1832.18,-0.02
141,Exit long,2023-10-24 13:25,Long Exit,1.67439,175000,293098.75,-58.77,-0.03,71.55,0.03,-58.77,-0.03,-1890.95,-0.02
141,Entry long,2023-10-24 13:15, | F:score=75 | F:fresh=201 | F:session=1 | F:zone_type=0 | F:atr_ratio=0.47 | F:is_accuracy=1 | F:trend=0 | F:rsi=31.25 | F:htf_trend=1 | F:rvol=0 | F:adx=22.04 | F:touch_count=1 | F:base_quality=100 | F:departure_strength=55.35 | F:liquidity_distance=91 | F:liquidity_spread=21.3 | F:return_strength=36.67,1.67485,175000,293098.75,-58.77,-0.03,71.55,0.03,-58.77,-0.03,-1890.95,-0.02
142,Exit short,2023-10-25 12:05,Short Exit,1.6707,89744,149859.9158,-54.85,-0.05,0,0.00,-54.85,-0.05,-1945.8,-0.02
142,Entry short,2023-10-25 12:00, | F:score=75 | F:fresh=11 | F:session=1 | F:zone_type=1 | F:atr_ratio=0.65 | F:is_accuracy=0 | F:trend=0 | F:rsi=35.12 | F:htf_trend=1 | F:rvol=0 | F:adx=33.17 | F:touch_count=1 | F:base_quality=100 | F:departure_strength=58.62 | F:liquidity_distance=99.6 | F:liquidity_spread=7.7 | F:return_strength=50,1.66986,89744,149859.9158,-54.85,-0.05,0,0.00,-54.85,-0.05,-1945.8,-0.02
143,Exit short,2023-10-25 17:00,Short Exit,1.67214,32407,54152.097,-26.88,-0.07,36.08,0.09,-26.88,-0.07,-1972.68,-0.02
143,Entry short,2023-10-25 16:25, | F:score=80 | F:fresh=70 | F:session=2 | F:zone_type=1 | F:atr_ratio=0.47 | F:is_accuracy=1 | F:trend=1 | F:rsi=62.65 | F:htf_trend=1 | F:rvol=0 | F:adx=31.59 | F:touch_count=1 | F:base_quality=40 | F:departure_strength=56.75 | F:liquidity_distance=91.6 | F:liquidity_spread=17.2 | F:return_strength=100,1.671,32407,54152.097,-26.88,-0.07,36.08,0.09,-26.88,-0.07,-1972.68,-0.02
144,Exit long,2023-10-27 07:55,Long Exit,1.6755,218750,366598.75,-60.08,-0.02,4.74,0.00,-60.08,-0.02,-2032.76,-0.02
144,Entry long,2023-10-27 07:45, | F:score=70 | F:fresh=9 | F:session=0 | F:zone_type=0 | F:atr_ratio=0.45 | F:is_accuracy=0 | F:trend=1 | F:rsi=51.81 | F:htf_trend=1 | F:rvol=0 | F:adx=13.52 | F:touch_count=1 | F:base_quality=100 | F:departure_strength=44.87 | F:liquidity_distance=99.8 | F:liquidity_spread=2.5 | F:return_strength=100,1.67588,218750,366598.75,-60.08,-0.02,4.74,0.00,-60.08,-0.02,-2032.76,-0.02
145,Exit short,2023-10-30 14:30,Short Exit,1.67824,70707,118589.0733,-53.48,-0.06,2.04,0.00,-53.48,-0.06,-2086.25,-0.02
145,Entry short,2023-10-30 14:20, | F:score=65 | F:fresh=7 | F:session=2 | F:zone_type=1 | F:atr_ratio=1.23 | F:is_accuracy=0 | F:trend=0 | F:rsi=40.59 | F:htf_trend=1 | F:rvol=0 | F:adx=16.32 | F:touch_count=1 | F:base_quality=100 | F:departure_strength=50 | F:liquidity_distance=99.8 | F:liquidity_spread=7.5 | F:return_strength=100,1.67719,70707,118589.0733,-53.48,-0.06,2.04,0.00,-53.48,-0.06,-2086.25,-0.02
146,Exit long,2023-10-31 13:50,Long Exit,1.6846,97222,163856.0144,-54.82,-0.05,32.33,0.03,-54.82,-0.05,-2141.07,-0.02
146,Entry long,2023-10-31 13:30, | F:score=75 | F:fresh=9 | F:session=1 | F:zone_type=0 | F:atr_ratio=0.64 | F:is_accuracy=0 | F:trend=1 | F:rsi=57.01 | F:htf_trend=1 | F:rvol=0 | F:adx=32.52 | F:touch_count=1 | F:base_quality=100 | F:departure_strength=34.78 | F:liquidity_distance=81 | F:liquidity_spread=6.7 | F:return_strength=75.8,1.68538,97222,163856.0144,-54.82,-0.05,32.33,0.03,-54.82,-0.05,-2141.07,-0.02
147,Exit long,2023-10-31 14:30,Long Exit,1.68349,40698,68552.11818,-27.07,-0.05,23.24,0.05,-27.07,-0.05,-2168.14,-0.02
147,Entry long,2023-10-31 14:00, | F:score=80 | F:fresh=24 | F:session=2 | F:zone_type=0 | F:atr_ratio=1.41 | F:is_accuracy=1 | F:trend=1 | F:rsi=47.11 | F:htf_trend=1 | F:rvol=0 | F:adx=25 | F:touch_count=1 | F:base_quality=100 | F:departure_strength=49.79 | F:liquidity_distance=95.8 | F:liquidity_spread=14.9 | F:return_strength=75.13,1.68441,40698,68552.11818,-27.07,-0.05,23.24,0.05,-27.07,-0.05,-2168.14,-0.02
148,Exit short,2023-11-01 17:55,Short Exit,1.68293,142857,240624.0451,148.22,0.09,148.22,0.09,-49.41,-0.03,-2019.91,-0.02
148,Entry short,2023-11-01 17:10, | F:score=70 | F:fresh=49 | F:session=2 | F:zone_type=1 | F:atr_ratio=0.45 | F:is_accuracy=0 | F:trend=1 | F:rsi=63.37 | F:htf_trend=1 | F:rvol=0 | F:adx=28.72 | F:touch_count=1 | F:base_quality=100 | F:departure_strength=42.54 | F:liquidity_distance=97.8 | F:liquidity_spread=6.7 | F:return_strength=50,1.68437,142857,240624.0451,148.22,0.09,148.22,0.09,-49.41,-0.03,-2019.91,-0.02
149,Exit long,2023-11-07 21:40,Long Exit,1.69214,97222,164341.1521,125.55,0.10,125.55,0.10,-46.11,-0.04,-1894.36,-0.02
149,Entry long,2023-11-07 19:30, | F:score=55 | F:fresh=52 | F:session=2 | F:zone_type=0 | F:atr_ratio=1.05 | F:is_accuracy=0 | F:trend=0 | F:rsi=37.15 | F:htf_trend=1 | F:rvol=0 | F:adx=20.02 | F:touch_count=1 | F:base_quality=100 | F:departure_strength=51.89 | F:liquidity_distance=98 | F:liquidity_spread=22.1 | F:return_strength=100,1.69037,97222,164341.1521,125.55,0.10,125.55,0.10,-46.11,-0.04,-1894.36,-0.02
150,Exit short,2023-11-09 12:30,Short Exit,1.69393,76087,129058.7694,125.15,0.13,125.15,0.13,-13.23,-0.01,-1769.21,-0.02
150,Entry short,2023-11-09 11:35, | F:score=50 | F:fresh=178 | F:session=1 | F:zone_type=1 | F:atr_ratio=0.61 | F:is_accuracy=0 | F:trend=1 | F:rsi=63.57 | F:htf_trend=1 | F:rvol=0 | F:adx=27.11 | F:touch_count=1 | F:base_quality=100 | F:departure_strength=50.81 | F:liquidity_distance=95.8 | F:liquidity_spread=4.3 | F:return_strength=39.61,1.6962,76087,129058.7694,125.15,0.13,125.15,0.13,-13.23,-0.01,-1769.21,-0.02
151,Exit short,2023-11-09 21:05,Short Exit,1.68777,47945,81006.43365,62.53,0.11,62.53,0.11,-5.56,-0.01,-1706.68,-0.02
151,Entry short,2023-11-09 20:45, | F:score=70 | F:fresh=19 | F:session=2 | F:zone_type=1 | F:atr_ratio=0.77 | F:is_accuracy=0 | F:trend=0 | F:rsi=51.74 | F:htf_trend=1 | F:rvol=0 | F:adx=17.72 | F:touch_count=1 | F:base_quality=100 | F:departure_strength=35.58 | F:liquidity_distance=98.4 | F:liquidity_spread=4.1 | F:return_strength=50,1.68957,47945,81006.43365,62.53,0.11,62.53,0.11,-5.56,-0.01,-1706.68,-0.02
152,Exit short,2023-11-10 17:00,Short Exit,1.68741,95890,161978.3469,125,0.11,125,0.11,-15.97,-0.01,-1581.68,-0.02
152,Entry short,2023-11-10 16:00, | F:score=70 | F:fresh=232 | F:session=2 | F:zone_type=1 | F:atr_ratio=0.75 | F:is_accuracy=0 | F:trend=1 | F:rsi=66.2 | F:htf_trend=1 | F:rvol=0 | F:adx=21.12 | F:touch_count=1 | F:base_quality=0 | F:departure_strength=28.68 | F:liquidity_distance=98.4 | F:liquidity_spread=4.4 | F:return_strength=59.84,1.68921,95890,161978.3469,125,0.11,125,0.11,-15.97,-0.01,-1581.68,-0.02
153,Exit long,2023-11-13 19:45,Time Stop (Bars),1.69222,101449,171511.7084,117.59,0.09,140.37,0.11,-52.18,-0.04,-1464.09,-0.01
153,Entry long,2023-11-13 16:45, | F:score=75 | F:fresh=53 | F:session=2 | F:zone_type=0 | F:atr_ratio=0.65 | F:is_accuracy=0 | F:trend=1 | F:rsi=32.89 | F:htf_trend=1 | F:rvol=0 | F:adx=21.91 | F:touch_count=1 | F:base_quality=0 | F:departure_strength=27.88 | F:liquidity_distance=89 | F:liquidity_spread=9.4 | F:return_strength=46.35,1.69062,101449,171511.7084,117.59,0.09,140.37,0.11,-52.18,-0.04,-1464.09,-0.01
154,Exit long,2023-11-21 17:30,Long Exit,1.71583,66667,114463.239,-53.88,-0.06,11.16,0.01,-53.88,-0.06,-1517.97,-0.02
154,Entry long,2023-11-21 17:10, | F:score=70 | F:fresh=168 | F:session=2 | F:zone_type=0 | F:atr_ratio=0.38 | F:is_accuracy=0 | F:trend=0 | F:rsi=36.73 | F:htf_trend=1 | F:rvol=0 | F:adx=25.42 | F:touch_count=1 | F:base_quality=100 | F:departure_strength=59.8 | F:liquidity_distance=97.6 | F:liquidity_spread=9.4 | F:return_strength=100,1.71694,66667,114463.239,-53.88,-0.06,11.16,0.01,-53.88,-0.06,-1517.97,-0.02
155,Exit long,2023-11-22 16:10,Long Exit,1.71625,59322,101884.9418,-53.66,-0.07,8.22,0.01,-53.66,-0.07,-1571.64,-0.02
155,Entry long,2023-11-22 16:05, | F:score=50 | F:fresh=188 | F:session=2 | F:zone_type=0 | F:atr_ratio=0.3 | F:is_accuracy=0 | F:trend=0 | F:rsi=39.92 | F:htf_trend=1 | F:rvol=0 | F:adx=30.45 | F:touch_count=1 | F:base_quality=100 | F:departure_strength=44.4 | F:liquidity_distance=99.4 | F:liquidity_spread=27.7 | F:return_strength=50,1.71749,59322,101884.9418,-53.66,-0.07,8.22,0.01,-53.66,-0.07,-1571.64,-0.02
156,Exit short,2023-11-23 08:05,Short Exit,1.70942,189189,323607.7845,149.2,0.06,149.2,0.06,-8.29,0.00,-1422.44,-0.01
156,Entry short,2023-11-23 07:45, | F:score=70 | F:fresh=16 | F:session=0 | F:zone_type=1 | F:atr_ratio=0.88 | F:is_accuracy=0 | F:trend=0 | F:rsi=48.84 | F:htf_trend=1 | F:rvol=0 | F:adx=25.28 | F:touch_count=1 | F:base_quality=100 | F:departure_strength=38.14 | F:liquidity_distance=95 | F:liquidity_spread=2.5 | F:return_strength=55.37,1.7105,189189,323607.7845,149.2,0.06,149.2,0.06,-8.29,0.00,-1422.44,-0.01
157,Exit short,2023-11-23 13:40,Short Exit,1.71831,72917,125254.6351,-28.75,-0.03,15.97,0.02,-28.75,-0.03,-1451.19,-0.01
157,Entry short,2023-11-23 13:30, | F:score=50 | F:fresh=16 | F:session=1 | F:zone_type=1 | F:atr_ratio=0.42 | F:is_accuracy=0 | F:trend=1 | F:rsi=64.29 | F:htf_trend=1 | F:rvol=0 | F:adx=32.5 | F:touch_count=1 | F:base_quality=100 | F:departure_strength=50 | F:liquidity_distance=93.2 | F:liquidity_spread=13.3 | F:return_strength=100,1.71777,72917,125254.6351,-28.75,-0.03,15.97,0.02,-28.75,-0.03,-1451.19,-0.01
158,Exit long,2023-11-27 09:35,Long Exit,1.72019,92105,158513.626,-55.34,-0.05,4.72,0.00,-55.34,-0.05,-1506.53,-0.02
158,Entry long,2023-11-27 09:25, | F:score=70 | F:fresh=47 | F:session=1 | F:zone_type=0 | F:atr_ratio=0.52 | F:is_accuracy=0 | F:trend=1 | F:rsi=46.03 | F:htf_trend=1 | F:rvol=0 | F:adx=24.22 | F:touch_count=1 | F:base_quality=0 | F:departure_strength=34.7 | F:liquidity_distance=94.6 | F:liquidity_spread=9.4 | F:return_strength=28.95,1.72101,92105,158513.626,-55.34,-0.05,4.72,0.00,-55.34,-0.05,-1506.53,-0.02
159,Exit long,2023-11-27 17:45,Long Exit,1.71991,29915,51487.9031,-26.96,-0.07,14.47,0.04,-26.96,-0.07,-1533.49,-0.02
159,Entry long,2023-11-27 17:20, | F:score=75 | F:fresh=74 | F:session=2 | F:zone_type=0 | F:atr_ratio=0.64 | F:is_accuracy=0 | F:trend=1 | F:rsi=44.92 | F:htf_trend=1 | F:rvol=0 | F:adx=11.83 | F:touch_count=1 | F:base_quality=0 | F:departure_strength=24.57 | F:liquidity_distance=98.8 | F:liquidity_spread=11.5 | F:return_strength=36.67,1.72114,29915,51487.9031,-26.96,-0.07,14.47,0.04,-26.96,-0.07,-1533.49,-0.02
160,Exit short,2023-11-28 15:40,Short Exit,1.71856,94595,162491.5072,-55.55,-0.05,6.94,0.01,-55.55,-0.05,-1589.04,-0.02
160,Entry short,2023-11-28 15:35, | F:score=70 | F:fresh=103 | F:session=2 | F:zone_type=1 | F:atr_ratio=0.31 | F:is_accuracy=0 | F:trend=1 | F:rsi=69.41 | F:htf_trend=1 | F:rvol=0 | F:adx=29.77 | F:touch_count=1 | F:base_quality=100 | F:departure_strength=51.31 | F:liquidity_distance=95.4 | F:liquidity_spread=5.7 | F:return_strength=100,1.71776,94595,162491.5072,-55.55,-0.05,6.94,0.01,-55.55,-0.05,-1589.04,-0.02
161,Exit short,2023-11-30 08:50,Short Exit,1.72463,184211,317614.7641,-59.61,-0.03,120.58,0.05,-59.61,-0.03,-1648.65,-0.02
161,Entry short,2023-11-30 07:20, | F:score=70 | F:fresh=14 | F:session=0 | F:zone_type=1 | F:atr_ratio=0.52 | F:is_accuracy=0 | F:trend=0 | F:rsi=42.59 | F:htf_trend=1 | F:rvol=0 | F:adx=25.21 | F:touch_count=1 | F:base_quality=100 | F:departure_strength=29.5 | F:liquidity_distance=99.6 | F:liquidity_spread=3.1 | F:return_strength=16.67,1.72419,184211,317614.7641,-59.61,-0.03,120.58,0.05,-59.61,-0.03,-1648.65,-0.02
162,Exit long,2023-12-01 09:45,Long Exit,1.7113,233333,399386.7628,-61.91,-0.02,0,0.00,-61.91,-0.02,-1710.56,-0.02
162,Entry long,2023-12-01 09:40, | F:score=55 | F:fresh=12 | F:session=1 | F:zone_type=0 | F:atr_ratio=0.35 | F:is_accuracy=1 | F:trend=0 | F:rsi=45.91 | F:htf_trend=0 | F:rvol=0 | F:adx=21.75 | F:touch_count=1 | F:base_quality=100 | F:departure_strength=35.48 | F:liquidity_distance=97.4 | F:liquidity_spread=5.7 | F:return_strength=100,1.71166,233333,399386.7628,-61.91,-0.02,0,0.00,-61.91,-0.02,-1710.56,-0.02
163,Exit short,2023-12-01 10:40,Short Exit,1.71255,79545,136185.0173,-29.31,-0.03,42.21,0.04,-29.31,-0.03,-1739.87,-0.02
163,Entry short,2023-12-01 10:25, | F:score=70 | F:fresh=12 | F:session=1 | F:zone_type=1 | F:atr_ratio=0.71 | F:is_accuracy=0 | F:trend=0 | F:rsi=55.98 | F:htf_trend=0 | F:rvol=0 | F:adx=21.32 | F:touch_count=1 | F:base_quality=100 | F:departure_strength=50 | F:liquidity_distance=89.6 | F:liquidity_spread=3.9 | F:return_strength=58.1,1.71205,79545,136185.0173,-29.31,-0.03,42.21,0.04,-29.31,-0.03,-1739.87,-0.02
164,Exit long,2023-12-04 15:25,Long Exit,1.71432,155556,266752.0955,-58.75,-0.03,111.75,0.06,-58.75,-0.03,-1798.63,-0.02
164,Entry long,2023-12-04 14:45, | F:score=75 | F:fresh=28 | F:session=2 | F:zone_type=0 | F:atr_ratio=0.91 | F:is_accuracy=0 | F:trend=1 | F:rsi=37.81 | F:htf_trend=1 | F:rvol=0 | F:adx=20.04 | F:touch_count=1 | F:base_quality=100 | F:departure_strength=42.75 | F:liquidity_distance=90.8 | F:liquidity_spread=8 | F:return_strength=26.92,1.71483,155556,266752.0955,-58.75,-0.03,111.75,0.06,-58.75,-0.03,-1798.63,-0.02
165,Exit long,2023-12-05 17:50,Long Exit,1.71142,16129,27674.46078,-52.4,-0.26,0,0.00,-52.4,-0.26,-1851.02,-0.02
165,Entry long,2023-12-05 17:00, | F:score=75 | F:fresh=62 | F:session=2 | F:zone_type=0 | F:atr_ratio=0.43 | F:is_accuracy=0 | F:trend=1 | F:rsi=57.34 | F:htf_trend=0 | F:rvol=0 | F:adx=27.43 | F:touch_count=1 | F:base_quality=100 | F:departure_strength=45.36 | F:liquidity_distance=97.2 | F:liquidity_spread=51.4 | F:return_strength=50,1.71582,16129,27674.46078,-52.4,-0.26,0,0.00,-52.4,-0.26,-1851.02,-0.02
166,Exit short,2023-12-06 16:35,Short Exit,1.70723,112903,192958.0012,151.92,0.11,151.92,0.11,-46.49,-0.03,-1699.1,-0.02
166,Entry short,2023-12-06 15:45, | F:score=70 | F:fresh=25 | F:session=2 | F:zone_type=1 | F:atr_ratio=0.5 | F:is_accuracy=0 | F:trend=0 | F:rsi=58.2 | F:htf_trend=0 | F:rvol=0 | F:adx=35.6 | F:touch_count=1 | F:base_quality=100 | F:departure_strength=46.93 | F:liquidity_distance=85.6 | F:liquidity_spread=13.7 | F:return_strength=100,1.70906,112903,192958.0012,151.92,0.11,151.92,0.11,-46.49,-0.03,-1699.1,-0.02
167,Exit short,2023-12-07 15:35,Short Exit,1.71071,64220,109787.9432,-54.3,-0.07,52.41,0.06,-54.3,-0.07,-1753.4,-0.02
167,Entry short,2023-12-07 15:25, | F:score=50 | F:fresh=26 | F:session=2 | F:zone_type=1 | F:atr_ratio=0.88 | F:is_accuracy=0 | F:trend=1 | F:rsi=51.84 | F:htf_trend=0 | F:rvol=0 | F:adx=23.75 | F:touch_count=1 | F:base_quality=100 | F:departure_strength=47.48 | F:liquidity_distance=99.2 | F:liquidity_spread=13.4 | F:return_strength=100,1.70956,64220,109787.9432,-54.3,-0.07,52.41,0.06,-54.3,-0.07,-1753.4,-0.02
168,Exit short,2023-12-11 19:50,Short Exit,1.70316,118644,202276.1556,151.92,0.10,151.92,0.10,-13.1,-0.01,-1601.48,-0.02
168,Entry short,2023-12-11 19:25, | F:score=75 | F:fresh=31 | F:session=2 | F:zone_type=1 | F:atr_ratio=0.78 | F:is_accuracy=0 | F:trend=0 | F:rsi=61.02 | F:htf_trend=0 | F:rvol=0 | F:adx=29.56 | F:touch_count=1 | F:base_quality=100 | F:departure_strength=46.22 | F:liquidity_distance=96.6 | F:liquidity_spread=17.2 | F:return_strength=76.06,1.7049,118644,202276.1556,151.92,0.10,151.92,0.10,-13.1,-0.01,-1601.48,-0.02
169,Exit long,2023-12-12 15:45,Long Exit,1.70403,26923,45949.21487,-52.73,-0.16,9.91,0.03,-52.73,-0.16,-1654.21,-0.02
169,Entry long,2023-12-12 15:30, | F:score=80 | F:fresh=46 | F:session=2 | F:zone_type=0 | F:atr_ratio=0.58 | F:is_accuracy=1 | F:trend=1 | F:rsi=58.4 | F:htf_trend=0 | F:rvol=0 | F:adx=16.02 | F:touch_count=1 | F:base_quality=0 | F:departure_strength=22.37 | F:liquidity_distance=99.4 | F:liquidity_spread=24.5 | F:return_strength=50,1.70669,26923,45949.21487,-52.73,-0.16,9.91,0.03,-52.73,-0.16,-1654.21,-0.02
170,Exit short,2023-12-12 19:45,Short Exit,1.70755,71429,122071.4467,75.73,0.08,75.73,0.08,-12.1,-0.01,-1578.48,-0.02
170,Entry short,2023-12-12 19:30, | F:score=55 | F:fresh=17 | F:session=2 | F:zone_type=1 | F:atr_ratio=1.14 | F:is_accuracy=0 | F:trend=1 | F:rsi=59.34 | F:htf_trend=0 | F:rvol=0 | F:adx=16.72 | F:touch_count=1 | F:base_quality=100 | F:departure_strength=50.08 | F:liquidity_distance=93.8 | F:liquidity_spread=4.5 | F:return_strength=62.56,1.70899,71429,122071.4467,75.73,0.08,75.73,0.08,-12.1,-0.01,-1578.48,-0.02
171,Exit short,2023-12-14 08:45,Short Exit,1.70315,291667,496665.1509,-64.7,-0.02,53.91,0.01,-64.7,-0.02,-1643.18,-0.02
171,Entry short,2023-12-14 08:35, | F:score=75 | F:fresh=42 | F:session=0 | F:zone_type=1 | F:atr_ratio=0.76 | F:is_accuracy=1 | F:trend=0 | F:rsi=61.81 | F:htf_trend=0 | F:rvol=0 | F:adx=26.26 | F:touch_count=1 | F:base_quality=100 | F:departure_strength=55.33 | F:liquidity_distance=98.6 | F:liquidity_spread=3.1 | F:return_strength=28.97,1.70285,291667,496665.1509,-64.7,-0.02,53.91,0.01,-64.7,-0.02,-1643.18,-0.02
172,Exit long,2023-12-15 09:30,Long Exit,1.70835,304348,520021.1667,-65.8,-0.02,0,0.00,-65.8,-0.02,-1708.97,-0.02
