Trade #,Type,Date and time,Signal,Price CAD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
292,Entry short,2024-09-02 08:15, | F:score=70 | F:fresh=10 | F:session=0 | F:zone_type=1 | F:atr_ratio=0.96 | F:is_accuracy=0 | F:trend=0 | F:rsi=48.61 | F:htf_trend=0 | F:rvol=0 | F:adx=15.09 | F:touch_count=1 | F:base_quality=0 | F:departure_strength=40.83 | F:liquidity_distance=99.8 | F:liquidity_spread=2.3 | F:return_strength=29.23,1.77165,291667,516731.8405,-64.81,-0.02,10.8,0.00,-64.81,-0.02,-3563.68,-0.04
293,Exit long,2024-09-03 15:50,Long Exit,1.77856,98592,175179.2515,127.8,0.10,127.8,0.10,-40.16,-0.03,-3435.88,-0.03
293,Entry long,2024-09-03 14:00, | F:score=80 | F:fresh=9 | F:session=1 | F:zone_type=0 | F:atr_ratio=0.65 | F:is_accuracy=1 | F:trend=1 | F:rsi=70.71 | F:htf_trend=1 | F:rvol=0 | F:adx=38.57 | F:touch_count=1 | F:base_quality=100 | F:departure_strength=47.22 | F:liquidity_distance=97.2 | F:liquidity_spread=7 | F:return_strength=50,1.77681,98592,175179.2515,127.8,0.10,127.8,0.10,-40.16,-0.03,-3435.88,-0.03
294,Exit long,2024-09-04 16:45,Long Exit,1.77699,64220,114192.1508,-54.48,-0.06,49.27,0.06,-54.48,-0.06,-3490.36,-0.03
294,Entry long,2024-09-04 15:40, | F:score=65 | F:fresh=11 | F:session=2 | F:zone_type=0 | F:atr_ratio=0.61 | F:is_accuracy=0 | F:trend=1 | F:rsi=58.75 | F:htf_trend=1 | F:rvol=0 | F:adx=16 | F:touch_count=1 | F:base_quality=100 | F:departure_strength=50 | F:liquidity_distance=96 | F:liquidity_spread=6.2 | F:return_strength=50,1.77814,64220,114192.1508,-54.48,-0.06,49.27,0.06,-54.48,-0.06,-3490.36,-0.03
295,Exit long,2024-09-05 09:30,Long Exit,1.77592,155556,276334.3451,-58.7,-0.03,0,0.00,-58.7,-0.03,-3549.06,-0.04
295,Entry long,2024-09-05 09:25, | F:score=70 | F:fresh=14 | F:session=0 | F:zone_type=0 | F:atr_ratio=0.52 | F:is_accuracy=0 | F:trend=1 | F:rsi=57.05 | F:htf_trend=1 | F:rvol=0 | F:adx=22.5 | F:touch_count=1 | F:base_quality=40 | F:departure_strength=24.58 | F:liquidity_distance=98.4 | F:liquidity_spread=2.7 | F:return_strength=26.67,1.77643,155556,276334.3451,-58.7,-0.03,0,0.00,-58.7,-0.03,-3549.06,-0.04
296,Exit short,2024-09-05 18:45,Short Exit,1.77939,70000,124518.1,-29,-0.03,3.63,0.00,-29,-0.03,-3578.07,-0.04
296,Entry short,2024-09-05 18:30, | F:score=55 | F:fresh=13 | F:session=2 | F:zone_type=1 | F:atr_ratio=0.73 | F:is_accuracy=0 | F:trend=1 | F:rsi=52.47 | F:htf_trend=1 | F:rvol=0 | F:adx=18.69 | F:touch_count=1 | F:base_quality=0 | F:departure_strength=25.07 | F:liquidity_distance=92.2 | F:liquidity_spread=11.6 | F:return_strength=59.08,1.77883,70000,124518.1,-29,-0.03,3.63,0.00,-29,-0.03,-3578.07,-0.04
297,Exit short,2024-09-06 15:20,Short Exit,1.77859,129630,230480.8437,-57.56,-0.03,106.49,0.06,-57.56,-0.03,-3635.63,-0.04
297,Entry short,2024-09-06 14:15, | F:score=80 | F:fresh=30 | F:session=1 | F:zone_type=1 | F:atr_ratio=0.52 | F:is_accuracy=1 | F:trend=0 | F:rsi=55.32 | F:htf_trend=1 | F:rvol=0 | F:adx=23.9 | F:touch_count=1 | F:base_quality=100 | F:departure_strength=57.13 | F:liquidity_distance=91 | F:liquidity_spread=9.2 | F:return_strength=35.42,1.77799,129630,230480.8437,-57.56,-0.03,106.49,0.06,-57.56,-0.03,-3635.63,-0.04
298,Exit short,2024-09-06 15:30,Short Exit,1.77402,20468,36380.02788,51.35,0.19,51.35,0.19,-0.45,0.00,-3584.28,-0.04
298,Entry short,2024-09-06 15:25, | F:score=75 | F:fresh=55 | F:session=2 | F:zone_type=1 | F:atr_ratio=0.43 | F:is_accuracy=0 | F:trend=0 | F:rsi=47.27 | F:htf_trend=1 | F:rvol=0 | F:adx=15.32 | F:touch_count=1 | F:base_quality=0 | F:departure_strength=38.77 | F:liquidity_distance=97.6 | F:liquidity_spread=5.6 | F:return_strength=50,1.77741,20468,36380.02788,51.35,0.19,51.35,0.19,-0.45,0.00,-3584.28,-0.04
299,Exit long,2024-09-10 14:00,Long Exit,1.77731,205882,365712.3142,150.29,0.06,150.29,0.06,-15.18,-0.01,-3433.99,-0.03
299,Entry long,2024-09-10 13:40, | F:score=75 | F:fresh=16 | F:session=1 | F:zone_type=0 | F:atr_ratio=0.95 | F:is_accuracy=0 | F:trend=1 | F:rsi=44.54 | F:htf_trend=1 | F:rvol=0 | F:adx=20.53 | F:touch_count=1 | F:base_quality=100 | F:departure_strength=45.52 | F:liquidity_distance=88.8 | F:liquidity_spread=4.9 | F:return_strength=52.7,1.77632,205882,365712.3142,150.29,0.06,150.29,0.06,-15.18,-0.01,-3433.99,-0.03
300,Exit short,2024-09-10 18:45,Short Exit,1.77743,50725,90122.093,-28.05,-0.04,41.89,0.06,-28.05,-0.04,-3462.04,-0.03
300,Entry short,2024-09-10 17:25, | F:score=50 | F:fresh=40 | F:session=2 | F:zone_type=1 | F:atr_ratio=0.63 | F:is_accuracy=0 | F:trend=1 | F:rsi=65.43 | F:htf_trend=0 | F:rvol=0 | F:adx=26.77 | F:touch_count=1 | F:base_quality=100 | F:departure_strength=49.74 | F:liquidity_distance=98.6 | F:liquidity_spread=10 | F:return_strength=50,1.77668,50725,90122.093,-28.05,-0.04,41.89,0.06,-28.05,-0.04,-3462.04,-0.03
301,Exit long,2024-09-11 09:20,Long Exit,1.78058,134615,239770.8534,-57.33,-0.03,8.9,0.01,-57.33,-0.03,-3519.37,-0.04
301,Entry long,2024-09-11 09:00, | F:score=70 | F:fresh=36 | F:session=0 | F:zone_type=0 | F:atr_ratio=0.54 | F:is_accuracy=0 | F:trend=1 | F:rsi=40.21 | F:htf_trend=1 | F:rvol=0 | F:adx=31.86 | F:touch_count=1 | F:base_quality=0 | F:departure_strength=32.43 | F:liquidity_distance=93 | F:liquidity_spread=8.7 | F:return_strength=50,1.78116,134615,239770.8534,-57.33,-0.03,8.9,0.01,-57.33,-0.03,-3519.37,-0.04
302,Exit long,2024-09-11 10:45,Long Exit,1.77819,92105,163820.7161,-29.76,-0.02,58.16,0.05,-29.76,-0.02,-3549.13,-0.04
302,Entry long,2024-09-11 09:45, | F:score=75 | F:fresh=163 | F:session=0 | F:zone_type=0 | F:atr_ratio=0.63 | F:is_accuracy=1 | F:trend=0 | F:rsi=20.77 | F:htf_trend=1 | F:rvol=0 | F:adx=37.64 | F:touch_count=1 | F:base_quality=20 | F:departure_strength=50 | F:liquidity_distance=99.4 | F:liquidity_spread=3.6 | F:return_strength=22.55,1.77863,92105,163820.7161,-29.76,-0.02,58.16,0.05,-29.76,-0.02,-3549.13,-0.04
303,Exit short,2024-09-11 15:30,Short Exit,1.77544,90909,161576.2021,126.83,0.11,126.83,0.11,-50.07,-0.04,-3422.3,-0.03
303,Entry short,2024-09-11 15:25, | F:score=75 | F:fresh=13 | F:session=2 | F:zone_type=1 | F:atr_ratio=1 | F:is_accuracy=1 | F:trend=0 | F:rsi=51.5 | F:htf_trend=1 | F:rvol=0 | F:adx=15.17 | F:touch_count=1 | F:base_quality=100 | F:departure_strength=40.67 | F:liquidity_distance=96.6 | F:liquidity_spread=6.2 | F:return_strength=100,1.77734,90909,161576.2021,126.83,0.11,126.83,0.11,-50.07,-0.04,-3422.3,-0.03
304,Exit short,2024-09-17 21:35,Short Exit,1.78944,159091,284604.2535,-58.52,-0.03,110.02,0.05,-58.52,-0.03,-3480.82,-0.03
304,Entry short,2024-09-17 20:00, | F:score=80 | F:fresh=8 | F:session=2 | F:zone_type=1 | F:atr_ratio=0.48 | F:is_accuracy=1 | F:trend=0 | F:rsi=33.49 | F:htf_trend=1 | F:rvol=0 | F:adx=44.86 | F:touch_count=1 | F:base_quality=0 | F:departure_strength=50 | F:liquidity_distance=99.6 | F:liquidity_spread=6.1 | F:return_strength=100,1.78894,159091,284604.2535,-58.52,-0.03,110.02,0.05,-58.52,-0.03,-3480.82,-0.03
305,Exit long,2024-09-18 20:55,Long Exit,1.79409,101449,182084.7232,-55.94,-0.04,94.72,0.07,-55.94,-0.04,-3536.76,-0.04
305,Entry long,2024-09-18 18:20, | F:score=80 | F:fresh=81 | F:session=2 | F:zone_type=0 | F:atr_ratio=0.33 | F:is_accuracy=1 | F:trend=1 | F:rsi=35.18 | F:htf_trend=1 | F:rvol=0 | F:adx=32.9 | F:touch_count=1 | F:base_quality=60 | F:departure_strength=50 | F:liquidity_distance=99.6 | F:liquidity_spread=7.5 | F:return_strength=26.92,1.79484,101449,182084.7232,-55.94,-0.04,94.72,0.07,-55.94,-0.04,-3536.76,-0.04
306,Exit long,2024-09-19 00:00,Time Stop (Bars),1.79552,6931,12464.91833,-14.83,-0.16,16.2,0.18,-19.57,-0.21,-3551.59,-0.04
306,Entry long,2024-09-18 21:00, | F:score=70 | F:fresh=117 | F:session=2 | F:zone_type=0 | F:atr_ratio=0.45 | F:is_accuracy=0 | F:trend=1 | F:rsi=70.08 | F:htf_trend=1 | F:rvol=0 | F:adx=18.5 | F:touch_count=1 | F:base_quality=40 | F:departure_strength=50 | F:liquidity_distance=95.2 | F:liquidity_spread=6.5 | F:return_strength=50,1.79843,6931,12464.91833,-14.83,-0.16,16.2,0.18,-19.57,-0.21,-3551.59,-0.04
307,Exit short,2024-09-20 08:30,Short Exit,1.80295,250000,450652.5,-62.66,-0.02,47.92,0.01,-62.66,-0.02,-3614.25,-0.04
307,Entry short,2024-09-20 07:25, | F:score=55 | F:fresh=10 | F:session=0 | F:zone_type=1 | F:atr_ratio=0.62 | F:is_accuracy=1 | F:trend=1 | F:rsi=61 | F:htf_trend=1 | F:rvol=0 | F:adx=35.77 | F:touch_count=1 | F:base_quality=0 | F:departure_strength=31.82 | F:liquidity_distance=99 | F:liquidity_spread=1.8 | F:return_strength=39.17,1.80261,250000,450652.5,-62.66,-0.02,47.92,0.01,-62.66,-0.02,-3614.25,-0.04
308,Exit long,2024-09-30 10:00,Long Exit,1.80936,97222,175737.515,127.26,0.10,127.26,0.10,-5.03,0.00,-3486.99,-0.03
308,Entry long,2024-09-30 09:15, | F:score=70 | F:fresh=100 | F:session=0 | F:zone_type=0 | F:atr_ratio=1.18 | F:is_accuracy=0 | F:trend=0 | F:rsi=40.63 | F:htf_trend=1 | F:rvol=0 | F:adx=26.89 | F:touch_count=1 | F:base_quality=100 | F:departure_strength=53.71 | F:liquidity_distance=90.6 | F:liquidity_spread=13.1 | F:return_strength=36.67,1.80759,97222,175737.515,127.26,0.10,127.26,0.10,-5.03,0.00,-3486.99,-0.03
309,Exit long,2024-09-30 11:00,Long Exit,1.81109,32110,58062.2653,67.91,0.16,67.91,0.16,-0.71,0.00,-3419.08,-0.03
309,Entry long,2024-09-30 10:30, | F:score=70 | F:fresh=16 | F:session=1 | F:zone_type=0 | F:atr_ratio=0.78 | F:is_accuracy=0 | F:trend=1 | F:rsi=48.76 | F:htf_trend=1 | F:rvol=0 | F:adx=19.93 | F:touch_count=1 | F:base_quality=100 | F:departure_strength=39.72 | F:liquidity_distance=88 | F:liquidity_spread=8.8 | F:return_strength=76.82,1.80823,32110,58062.2653,67.91,0.16,67.91,0.16,-0.71,0.00,-3419.08,-0.03
310,Exit short,2024-10-01 15:35,Short Exit,1.80237,166667,300315.6006,-59.12,-0.03,0,0.00,-59.12,-0.03,-3478.21,-0.03
310,Entry short,2024-10-01 15:30, | F:score=70 | F:fresh=16 | F:session=2 | F:zone_type=1 | F:atr_ratio=0.83 | F:is_accuracy=0 | F:trend=0 | F:rsi=50.08 | F:htf_trend=0 | F:rvol=0 | F:adx=27.56 | F:touch_count=1 | F:base_quality=0 | F:departure_strength=22.65 | F:liquidity_distance=97.2 | F:liquidity_spread=13.1 | F:return_strength=100,1.80189,166667,300315.6006,-59.12,-0.03,0,0.00,-59.12,-0.03,-3478.21,-0.03
311,Exit short,2024-10-02 15:10,Short Exit,1.79301,101449,181822.9847,-56.37,-0.04,12.78,0.01,-56.37,-0.04,-3534.58,-0.04
311,Entry short,2024-10-02 15:00, | F:score=70 | F:fresh=24 | F:session=2 | F:zone_type=1 | F:atr_ratio=0.81 | F:is_accuracy=0 | F:trend=0 | F:rsi=58.66 | F:htf_trend=0 | F:rvol=0 | F:adx=21.32 | F:touch_count=1 | F:base_quality=100 | F:departure_strength=50 | F:liquidity_distance=97 | F:liquidity_spread=5.9 | F:return_strength=100,1.79226,101449,181822.9847,-56.37,-0.04,12.78,0.01,-56.37,-0.04,-3534.58,-0.04
312,Exit short,2024-10-07 14:40,Short Exit,1.77739,259259,460718.7985,-62.99,-0.02,7.63,0.00,-62.99,-0.02,-3597.57,-0.04
312,Entry short,2024-10-07 14:35, | F:score=75 | F:fresh=28 | F:session=1 | F:zone_type=1 | F:atr_ratio=0.82 | F:is_accuracy=0 | F:trend=0 | F:rsi=56.31 | F:htf_trend=0 | F:rvol=0 | F:adx=36.93 | F:touch_count=1 | F:base_quality=0 | F:departure_strength=21.48 | F:liquidity_distance=90.2 | F:liquidity_spread=7.3 | F:return_strength=61.67,1.77706,259259,460718.7985,-62.99,-0.02,7.63,0.00,-62.99,-0.02,-3597.57,-0.04
313,Exit long,2024-10-07 18:40,Long Exit,1.77924,112903,200923.3078,-30.75,-0.02,16.62,0.01,-30.75,-0.02,-3628.32,-0.04
313,Entry long,2024-10-07 18:35, | F:score=70 | F:fresh=16 | F:session=2 | F:zone_type=0 | F:atr_ratio=1.12 | F:is_accuracy=0 | F:trend=1 | F:rsi=51.96 | F:htf_trend=0 | F:rvol=0 | F:adx=36.06 | F:touch_count=1 | F:base_quality=100 | F:departure_strength=50 | F:liquidity_distance=96.4 | F:liquidity_spread=13 | F:return_strength=100,1.77961,112903,200923.3078,-30.75,-0.02,16.62,0.01,-30.75,-0.02,-3628.32,-0.04
314,Exit long,2024-10-14 13:40,Long Exit,1.8004,269231,484809.6463,-62.56,-0.02,15.64,0.00,-62.56,-0.02,-3690.88,-0.04
314,Entry long,2024-10-14 13:35, | F:score=80 | F:fresh=9 | F:session=1 | F:zone_type=0 | F:atr_ratio=0.55 | F:is_accuracy=1 | F:trend=1 | F:rsi=48.88 | F:htf_trend=1 | F:rvol=0 | F:adx=14.64 | F:touch_count=1 | F:base_quality=0 | F:departure_strength=22.04 | F:liquidity_distance=98.2 | F:liquidity_spread=5.3 | F:return_strength=100,1.80072,269231,484809.6463,-62.56,-0.02,15.64,0.00,-62.56,-0.02,-3690.88,-0.04
315,Exit long,2024-10-16 16:50,Long Exit,1.79343,166667,298985.598,-58.05,-0.03,26.61,0.01,-58.05,-0.03,-3748.93,-0.04
315,Entry long,2024-10-16 16:45, | F:score=55 | F:fresh=7 | F:session=2 | F:zone_type=0 | F:atr_ratio=0.98 | F:is_accuracy=0 | F:trend=0 | F:rsi=45.3 | F:htf_trend=0 | F:rvol=0 | F:adx=19.11 | F:touch_count=1 | F:base_quality=0 | F:departure_strength=25.43 | F:liquidity_distance=96.2 | F:liquidity_spread=6.4 | F:return_strength=49.63,1.79391,166667,298985.598,-58.05,-0.03,26.61,0.01,-58.05,-0.03,-3748.93,-0.04
316,Exit short,2024-10-17 11:05,Short Exit,1.79022,114754,205358.0207,-55.88,-0.04,45.04,0.03,-55.88,-0.04,-3804.81,-0.04
316,Entry short,2024-10-17 10:30, | F:score=80 | F:fresh=176 | F:session=1 | F:zone_type=1 | F:atr_ratio=0.73 | F:is_accuracy=1 | F:trend=1 | F:rsi=71.85 | F:htf_trend=0 | F:rvol=0 | F:adx=33.24 | F:touch_count=1 | F:base_quality=100 | F:departure_strength=41.61 | F:liquidity_distance=87.4 | F:liquidity_spread=4.9 | F:return_strength=37.86,1.78955,114754,205358.0207,-55.88,-0.04,45.04,0.03,-55.88,-0.04,-3804.81,-0.04
317,Exit short,2024-10-21 16:35,Short Exit,1.80138,140000,252114.8,-56.78,-0.03,52.72,0.03,-56.78,-0.03,-3861.59,-0.04
317,Entry short,2024-10-21 16:15, | F:score=50 | F:fresh=89 | F:session=2 | F:zone_type=1 | F:atr_ratio=0.3 | F:is_accuracy=0 | F:trend=1 | F:rsi=58.6 | F:htf_trend=1 | F:rvol=0 | F:adx=8.96 | F:touch_count=1 | F:base_quality=100 | F:departure_strength=41.84 | F:liquidity_distance=98.6 | F:liquidity_spread=7.1 | F:return_strength=37.85,1.80082,140000,252114.8,-56.78,-0.03,52.72,0.03,-56.78,-0.03,-3861.59,-0.04
318,Exit short,2024-10-21 20:50,Short Exit,1.79663,79545,143015.5464,74.31,0.07,74.31,0.07,-23.04,-0.02,-3787.27,-0.04
318,Entry short,2024-10-21 19:15, | F:score=80 | F:fresh=10 | F:session=2 | F:zone_type=1 | F:atr_ratio=0.37 | F:is_accuracy=1 | F:trend=0 | F:rsi=43.13 | F:htf_trend=1 | F:rvol=0 | F:adx=32.65 | F:touch_count=1 | F:base_quality=40 | F:departure_strength=50 | F:liquidity_distance=99.2 | F:liquidity_spread=6.2 | F:return_strength=53.33,1.79792,79545,143015.5464,74.31,0.07,74.31,0.07,-23.04,-0.02,-3787.27,-0.04
319,Exit long,2024-10-25 16:30,Long Exit,1.7992,140000,251682.2,148.52,0.08,148.52,0.08,-17.18,-0.01,-3638.75,-0.04
319,Entry long,2024-10-25 15:30, | F:score=75 | F:fresh=25 | F:session=2 | F:zone_type=0 | F:atr_ratio=0.61 | F:is_accuracy=0 | F:trend=1 | F:rsi=46.78 | F:htf_trend=1 | F:rvol=0 | F:adx=26.12 | F:touch_count=1 | F:base_quality=0 | F:departure_strength=28.93 | F:liquidity_distance=98.4 | F:liquidity_spread=11.8 | F:return_strength=100,1.79773,140000,251682.2,148.52,0.08,148.52,0.08,-17.18,-0.01,-3638.75,-0.04
320,Exit long,2024-10-28 20:50,Long Exit,1.80175,194444,350421.1435,-58.75,-0.02,27.98,0.01,-58.75,-0.02,-3697.5,-0.04
320,Entry long,2024-10-28 20:05, | F:score=80 | F:fresh=92 | F:session=2 | F:zone_type=0 | F:atr_ratio=1.28 | F:is_accuracy=1 | F:trend=0 | F:rsi=28.91 | F:htf_trend=1 | F:rvol=0 | F:adx=37.16 | F:touch_count=1 | F:base_quality=0 | F:departure_strength=39.08 | F:liquidity_distance=87.4 | F:liquidity_spread=14.3 | F:return_strength=54.94,1.80217,194444,350421.1435,-58.75,-0.02,27.98,0.01,-58.75,-0.02,-3697.5,-0.04
321,Exit long,2024-10-29 08:45,Long Exit,1.80092,175000,315241.5,-57.92,-0.03,8.81,0.00,-57.92,-0.03,-3755.42,-0.04
321,Entry long,2024-10-29 08:00, | F:score=55 | F:fresh=21 | F:session=0 | F:zone_type=0 | F:atr_ratio=0.15 | F:is_accuracy=1 | F:trend=0 | F:rsi=48.85 | F:htf_trend=1 | F:rvol=0 | F:adx=19.31 | F:touch_count=1 | F:base_quality=100 | F:departure_strength=29.17 | F:liquidity_distance=99.8 | F:liquidity_spread=1.9 | F:return_strength=30.3,1.80138,175000,315241.5,-57.92,-0.03,8.81,0.00,-57.92,-0.03,-3755.42,-0.04
322,Exit long,2024-10-30 12:40,Long Exit,1.80588,129630,234174.0024,-55.87,-0.03,0,0.00,-55.87,-0.03,-3811.29,-0.04
322,Entry long,2024-10-30 12:30, | F:score=75 | F:fresh=233 | F:session=1 | F:zone_type=0 | F:atr_ratio=0.71 | F:is_accuracy=0 | F:trend=0 | F:rsi=28.87 | F:htf_trend=1 | F:rvol=0 | F:adx=27.72 | F:touch_count=1 | F:base_quality=20 | F:departure_strength=24.19 | F:liquidity_distance=97.6 | F:liquidity_spread=15.1 | F:return_strength=100,1.80648,129630,234174.0024,-55.87,-0.03,0,0.00,-55.87,-0.03,-3811.29,-0.04
323,Exit long,2024-10-31 15:45,Long Exit,1.80279,42169,76094.38219,-52.14,-0.10,17.28,0.03,-52.14,-0.10,-3863.43,-0.04
323,Entry long,2024-10-31 15:25, | F:score=70 | F:fresh=83 | F:session=2 | F:zone_type=0 | F:atr_ratio=0.22 | F:is_accuracy=0 | F:trend=0 | F:rsi=44.95 | F:htf_trend=1 | F:rvol=0 | F:adx=18.23 | F:touch_count=1 | F:base_quality=0 | F:departure_strength=34.05 | F:liquidity_distance=91.4 | F:liquidity_spread=52.1 | F:return_strength=100,1.80451,42169,76094.38219,-52.14,-0.10,17.28,0.03,-52.14,-0.10,-3863.43,-0.04
324,Exit long,2024-11-04 11:05,Long Exit,1.8034,80460,145176.3918,-53.6,-0.05,8.07,0.01,-53.6,-0.05,-3917.03,-0.04
324,Entry long,2024-11-04 11:00, | F:score=75 | F:fresh=95 | F:session=1 | F:zone_type=0 | F:atr_ratio=0.51 | F:is_accuracy=1 | F:trend=1 | F:rsi=37.92 | F:htf_trend=1 | F:rvol=0 | F:adx=27.16 | F:touch_count=1 | F:base_quality=0 | F:departure_strength=32.96 | F:liquidity_distance=96.4 | F:liquidity_spread=5.3 | F:return_strength=36.67,1.80433,80460,145176.3918,-53.6,-0.05,8.07,0.01,-53.6,-0.05,-3917.03,-0.04
325,Exit long,2024-11-05 20:00,Time Stop (Bars),1.80482,30043,54168.43029,38.66,0.10,41.04,0.11,-50.54,-0.13,-3878.37,-0.04
325,Entry long,2024-11-05 17:00, | F:score=75 | F:fresh=100 | F:session=2 | F:zone_type=0 | F:atr_ratio=0.1 | F:is_accuracy=1 | F:trend=1 | F:rsi=51.85 | F:htf_trend=1 | F:rvol=0 | F:adx=14.37 | F:touch_count=1 | F:base_quality=100 | F:departure_strength=46.97 | F:liquidity_distance=95.2 | F:liquidity_spread=25.5 | F:return_strength=50,1.80303,30043,54168.43029,38.66,0.10,41.04,0.11,-50.54,-0.13,-3878.37,-0.04
326,Exit long,2024-11-07 17:00,Time Stop (Bars),1.80032,11844,21286.86588,25.9,0.17,34.22,0.22,-14.78,-0.10,-3852.47,-0.04
326,Entry long,2024-11-07 14:00, | F:score=60 | F:fresh=14 | F:session=2 | F:zone_type=0 | F:atr_ratio=0.36 | F:is_accuracy=1 | F:trend=1 | F:rsi=76.89 | F:htf_trend=0 | F:rvol=0 | F:adx=22.1 | F:touch_count=1 | F:base_quality=0 | F:departure_strength=30.83 | F:liquidity_distance=92 | F:liquidity_spread=13.7 | F:return_strength=100,1.79727,11844,21286.86588,25.9,0.17,34.22,0.22,-14.78,-0.10,-3852.47,-0.04
327,Exit long,2024-11-07 18:50,Long Exit,1.80025,33981,61211.33454,-26.56,-0.06,13.4,0.03,-26.56,-0.06,-3879.03,-0.04
327,Entry long,2024-11-07 18:10, | F:score=70 | F:fresh=14 | F:session=2 | F:zone_type=0 | F:atr_ratio=0.93 | F:is_accuracy=0 | F:trend=1 | F:rsi=55.42 | F:htf_trend=1 | F:rvol=0 | F:adx=31.37 | F:touch_count=1 | F:base_quality=100 | F:departure_strength=50 | F:liquidity_distance=93 | F:liquidity_spread=8.3 | F:return_strength=73.16,1.80134,33981,61211.33454,-26.56,-0.06,13.4,0.03,-26.56,-0.06,-3879.03,-0.04
328,Exit short,2024-11-11 08:05,Short Exit,1.79673,212121,381327.8005,146.31,0.05,146.31,0.05,-12.19,0.00,-3732.72,-0.04
328,Entry short,2024-11-11 07:05, | F:score=50 | F:fresh=22 | F:session=0 | F:zone_type=1 | F:atr_ratio=0.48 | F:is_accuracy=0 | F:trend=1 | F:rsi=57.05 | F:htf_trend=0 | F:rvol=0 | F:adx=22.18 | F:touch_count=1 | F:base_quality=100 | F:departure_strength=42.8 | F:liquidity_distance=97.6 | F:liquidity_spread=4.5 | F:return_strength=100,1.79769,212121,381327.8005,146.31,0.05,146.31,0.05,-12.19,0.00,-3732.72,-0.04
329,Exit short,2024-11-11 12:05,Time Stop (Bars),1.79637,38043,68357.56455,13.12,0.03,59.86,0.12,-4.65,-0.01,-3719.6,-0.04
329,Entry short,2024-11-11 09:05, | F:score=75 | F:fresh=25 | F:session=1 | F:zone_type=1 | F:atr_ratio=0.64 | F:is_accuracy=1 | F:trend=0 | F:rsi=47.75 | F:htf_trend=0 | F:rvol=0 | F:adx=15.2 | F:touch_count=1 | F:base_quality=100 | F:departure_strength=48.67 | F:liquidity_distance=98.8 | F:liquidity_spread=8.2 | F:return_strength=50,1.79685,38043,68357.56455,13.12,0.03,59.86,0.12,-4.65,-0.01,-3719.6,-0.04
330,Exit short,2024-11-14 12:25,Short Exit,1.77091,79545,141039.6486,123.29,0.12,123.29,0.12,-21.02,-0.02,-3596.3,-0.04
330,Entry short,2024-11-14 11:25, | F:score=80 | F:fresh=7 | F:session=1 | F:zone_type=1 | F:atr_ratio=0.42 | F:is_accuracy=1 | F:trend=0 | F:rsi=30.76 | F:htf_trend=0 | F:rvol=0 | F:adx=42.7 | F:touch_count=1 | F:base_quality=60 | F:departure_strength=54.58 | F:liquidity_distance=99 | F:liquidity_spread=7.7 | F:return_strength=50,1.77308,79545,141039.6486,123.29,0.12,123.29,0.12,-21.02,-0.02,-3596.3,-0.04
331,Exit long,2024-11-18 15:40,Long Exit,1.77799,125000,222326.25,-54.99,-0.03,128.61,0.08,-54.99,-0.03,-3651.3,-0.04
331,Entry long,2024-11-18 14:15, | F:score=70 | F:fresh=10 | F:session=2 | F:zone_type=0 | F:atr_ratio=0.58 | F:is_accuracy=0 | F:trend=0 | F:rsi=48.29 | F:htf_trend=0 | F:rvol=0 | F:adx=10.69 | F:touch_count=1 | F:base_quality=0 | F:departure_strength=26.07 | F:liquidity_distance=99 | F:liquidity_spread=5 | F:return_strength=100,1.77861,125000,222326.25,-54.99,-0.03,128.61,0.08,-54.99,-0.03,-3651.3,-0.04
332,Exit long,2024-11-19 00:00,Long Exit,1.77573,51471,91436.68737,-27.18,-0.04,47.12,0.07,-27.18,-0.04,-3678.47,-0.04
332,Entry long,2024-11-18 21:30, | F:score=45 | F:fresh=10 | F:session=2 | F:zone_type=0 | F:atr_ratio=0.64 | F:is_accuracy=0 | F:trend=0 | F:rsi=59.04 | F:htf_trend=0 | F:rvol=0 | F:adx=13.83 | F:touch_count=1 | F:base_quality=80 | F:departure_strength=50 | F:liquidity_distance=98.4 | F:liquidity_spread=4.3 | F:return_strength=50,1.77647,51471,91436.68737,-27.18,-0.04,47.12,0.07,-27.18,-0.04,-3678.47,-0.04
333,Exit short,2024-11-20 09:00,Short Exit,1.771,112903,199874.439,-54.98,-0.04,100.25,0.07,-54.98,-0.04,-3733.45,-0.04
333,Entry short,2024-11-20 08:35, | F:score=65 | F:fresh=10 | F:session=0 | F:zone_type=1 | F:atr_ratio=1.3 | F:is_accuracy=0 | F:trend=0 | F:rsi=42.48 | F:htf_trend=0 | F:rvol=0 | F:adx=13.21 | F:touch_count=1 | F:base_quality=100 | F:departure_strength=50 | F:liquidity_distance=99.4 | F:liquidity_spread=5.1 | F:return_strength=54.57,1.77032,112903,199874.439,-54.98,-0.04,100.25,0.07,-54.98,-0.04,-3733.45,-0.04
334,Exit long,2024-11-20 16:15,Long Exit,1.77087,67308,119232.7566,-27.96,-0.03,0.96,0.00,-27.96,-0.03,-3761.4,-0.04
