score,fresh,session,zone_type,atr_ratio,is_accuracy,trend,rsi,htf_trend,rvol,adx,touch_count,base_quality,departure_strength,liquidity_distance,liquidity_spread,liquidity_distance_score,liquidity_spread_score,return_strength,outcome
75,8,2,0,0.71,0,0,61.43,0,0.0,26.09,1,0,36.82,0.3,1.5,99.4,1.5,49.46,1
100,9,1,0,0.29,1,1,62.07,1,0.0,25.94,1,100,62.5,0.8,0.9,98.4,0.9,78.33,1
95,29,2,0,0.77,0,0,39.66,1,0.0,17.27,1,100,47.78,3.0,8.9,94.0,8.9,35.0,0
90,26,2,0,1.02,0,1,49.72,1,0.0,9.97,1,100,43.83,1.1,3.9,97.8,3.9,48.48,0
95,20,2,0,0.28,1,1,46.19,1,0.0,27.04,1,0,30.09,3.5,3.9,93.0,3.9,36.67,0
95,15,1,0,0.46,0,1,47.63,1,0.0,16.94,1,100,41.67,2.7,3.4,94.6,3.4,71.59,0
70,11,2,1,0.76,0,1,46.35,1,0.0,27.54,1,100,50.0,1.5,6.2,97.0,6.2,44.44,0
90,9,0,0,0.59,0,1,55.6,1,1.8,13.71,1,100,49.07,0.1,1.0,99.8,1.0,26.67,0
65,8,1,0,1.13,0,1,53.47,1,2.0,10.86,1,100,50.0,0.1,2.0,99.8,2.0,84.41,0
95,11,2,1,0.81,1,0,51.44,1,1.68,18.2,1,100,38.53,4.1,3.0,91.8,3.0,49.17,0
95,28,2,1,0.56,0,0,57.03,1,1.15,18.82,1,0,26.33,4.2,6.6,91.6,6.6,29.89,0
95,12,2,1,0.62,0,0,56.29,1,1.17,20.98,1,0,34.12,7.1,5.0,85.8,5.0,100.0,0
80,12,2,1,0.26,1,1,56.31,1,0.58,13.48,1,100,49.84,4.5,3.5,91.0,3.5,84.27,1
95,6,1,0,1.11,0,1,61.51,1,1.93,25.41,1,100,39.11,1.4,2.0,97.2,2.0,100.0,1
70,10,2,1,0.56,0,1,46.0,1,4.22,18.59,1,100,34.98,6.0,3.3,88.0,3.3,34.61,0
90,5,2,0,0.95,0,1,59.73,1,0.85,14.7,1,100,50.0,0.3,2.4,99.4,2.4,100.0,0
85,72,0,1,0.4,0,0,56.56,1,1.84,29.52,1,100,50.0,0.2,2.3,99.6,2.3,100.0,0
70,24,1,0,0.39,0,0,48.7,0,1.57,26.53,1,100,52.46,0.7,4.3,98.6,4.3,100.0,0
75,18,2,0,0.81,0,0,42.51,0,1.0,21.66,1,100,54.16,1.8,3.9,96.4,3.9,67.6,1
90,12,2,1,0.44,0,0,42.8,0,2.04,25.2,1,0,20.75,0.2,3.0,99.6,3.0,100.0,1
80,41,2,1,3.97,1,1,63.43,0,0.94,17.73,1,100,43.06,1.0,11.1,98.0,11.1,100.0,1
75,122,1,0,1.8,1,0,28.67,0,1.14,41.85,1,0,50.0,1.3,12.1,97.4,12.1,29.81,0
90,34,2,1,0.62,0,0,54.67,0,1.89,27.98,1,100,59.78,4.0,10.8,92.0,10.8,100.0,1
90,7,1,1,0.78,0,0,47.64,0,1.4,20.98,1,100,60.38,0.3,2.7,99.4,2.7,100.0,0
90,20,1,1,1.21,0,0,49.01,0,0.98,23.96,1,100,50.0,1.5,5.6,97.0,5.6,81.33,1
75,8,1,1,1.46,0,1,51.5,0,1.15,24.09,1,0,27.24,0.1,2.7,99.8,2.7,81.47,0
90,24,2,0,0.42,0,1,81.61,0,2.99,45.4,1,0,50.0,0.2,4.2,99.6,4.2,100.0,0
95,11,1,0,1.15,0,1,50.28,0,1.09,24.16,1,100,36.81,1.3,2.2,97.4,2.2,98.76,0
75,12,2,1,0.71,0,1,50.81,1,1.09,19.64,1,100,54.71,2.4,4.4,95.2,4.4,44.13,0
75,8,2,0,0.77,0,0,53.03,0,1.33,16.79,1,0,33.09,0.5,3.8,99.0,3.8,36.67,0
80,10,2,0,0.93,1,0,40.32,0,1.39,33.26,1,100,36.08,0.7,1.6,98.6,1.6,78.32,0
95,7,2,1,0.11,1,0,52.03,0,0.7,13.1,1,100,50.0,0.8,1.6,98.4,1.6,67.47,0
90,78,2,0,0.18,0,0,41.91,0,2.39,15.41,1,100,51.01,0.5,2.1,99.0,2.1,37.03,0
85,20,0,0,0.77,0,1,57.31,1,1.12,12.42,1,0,50.0,0.4,1.5,99.2,1.5,81.66,0
75,23,1,1,0.38,1,1,52.75,1,1.33,19.33,1,100,27.09,2.2,8.0,95.6,8.0,100.0,0
75,12,2,1,0.61,0,1,47.58,1,1.19,18.75,1,100,49.02,0.9,6.6,98.2,6.6,100.0,1
90,25,1,0,0.61,0,1,54.2,1,0.98,20.94,1,0,50.0,0.4,7.1,99.2,7.1,50.0,1
90,42,1,0,0.52,0,1,34.35,1,0.64,24.82,1,0,34.92,4.5,3.7,91.0,3.7,46.11,1
100,195,1,1,0.38,1,1,71.52,1,1.07,43.03,1,0,29.27,1.4,5.4,97.2,5.4,100.0,0
90,8,2,1,0.76,0,0,34.28,1,1.3,26.51,1,0,25.8,0.7,1.9,98.6,1.9,100.0,0
95,13,2,0,0.29,1,1,47.55,1,1.3,12.3,1,100,51.76,0.9,5.5,98.2,5.5,100.0,0
75,140,0,1,1.06,1,1,61.15,1,1.02,23.52,1,100,50.0,0.4,7.6,99.2,7.6,39.65,1
75,14,2,0,0.67,0,0,53.8,0,0.73,30.92,1,100,52.01,3.4,1.6,93.2,1.6,40.55,1
90,20,1,0,0.47,0,1,49.07,0,1.29,26.85,1,100,51.17,2.6,2.6,94.8,2.6,100.0,0
95,19,1,1,0.67,0,0,50.17,0,0.9,27.65,1,100,47.87,0.3,10.0,99.4,10.0,100.0,0
75,7,2,1,0.76,0,1,43.74,0,0.7,14.57,1,0,27.12,0.2,2.1,99.6,2.1,60.64,1
80,21,2,0,1.22,1,0,45.82,0,0.76,15.04,1,100,62.5,2.1,7.0,95.8,7.0,73.43,0
95,40,1,1,1.52,0,0,60.57,0,0.66,18.94,1,0,43.71,1.1,5.1,97.8,5.1,46.4,0
100,38,2,0,1.28,1,1,45.69,1,1.04,25.41,1,100,30.98,1.6,6.8,96.8,6.8,100.0,0
100,26,2,0,0.8,1,1,41.32,1,1.32,33.05,1,0,20.45,9.4,5.9,81.2,5.9,40.25,1
90,8,2,0,0.45,0,1,58.62,1,1.12,22.95,1,100,49.57,2.3,7.0,95.4,7.0,36.67,1
90,37,1,0,0.83,0,1,35.79,1,1.07,30.32,1,0,36.18,8.2,14.5,83.6,14.5,74.97,0
75,13,2,0,0.72,0,0,42.78,1,1.15,19.71,1,100,51.44,3.6,5.8,92.8,5.8,100.0,0
75,39,0,0,0.47,1,0,47.9,0,1.01,12.3,1,100,62.28,0.4,5.8,99.2,5.8,48.56,0
95,172,1,1,0.94,0,1,64.6,0,1.46,25.26,1,100,46.45,1.0,3.5,98.0,3.5,100.0,0
75,33,2,0,0.66,0,1,54.56,0,1.1,21.17,1,100,28.07,1.1,2.9,97.8,2.9,37.43,1
100,14,2,1,1.32,1,1,45.57,0,0.73,20.29,1,100,38.32,4.7,5.3,90.6,5.3,37.59,0
95,13,1,1,0.74,0,0,48.21,0,0.9,17.16,1,100,36.55,1.4,6.0,97.2,6.0,100.0,1
90,87,0,0,0.42,0,1,43.66,1,1.37,19.07,1,100,36.36,1.0,9.5,98.0,9.5,100.0,0
100,30,1,0,1.75,1,0,44.59,1,1.0,14.69,1,100,50.99,0.3,2.0,99.4,2.0,45.2,0
90,149,0,1,0.93,0,1,63.36,0,1.56,25.42,1,100,39.51,1.0,4.8,98.0,4.8,44.11,0
100,43,2,1,0.38,1,0,54.99,0,1.38,40.29,1,100,50.0,1.4,4.3,97.2,4.3,50.0,0
65,10,2,1,0.35,0,1,54.51,0,0.74,42.26,1,100,50.0,0.7,3.3,98.6,3.3,57.49,0
85,8,0,1,0.58,0,0,40.1,0,1.29,32.51,1,0,50.0,0.1,2.2,99.8,2.2,61.9,1
95,17,2,1,0.8,1,0,46.17,0,0.99,12.02,1,100,57.99,0.7,6.1,98.6,6.1,27.11,1
80,10,2,0,0.35,1,0,42.99,0,0.87,11.87,1,0,25.38,1.4,2.1,97.2,2.1,69.17,0
100,25,2,0,0.75,1,1,51.75,0,0.96,35.5,1,100,50.99,0.5,8.6,99.0,8.6,70.87,0
90,7,1,0,0.83,0,1,62.31,1,1.04,46.17,1,100,50.0,0.4,2.9,99.2,2.9,100.0,0
75,39,0,0,0.63,1,0,34.05,0,1.07,25.65,1,100,62.82,0.2,2.4,99.6,2.4,35.53,0
75,10,2,0,0.66,1,0,44.29,0,1.2,15.35,1,100,37.56,0.9,1.9,98.2,1.9,50.39,0
70,8,2,1,0.63,0,1,51.46,1,1.04,27.91,1,0,35.47,0.4,2.2,99.2,2.2,59.06,0
70,45,2,1,0.63,0,1,63.48,1,0.8,22.9,1,100,50.0,2.5,3.1,95.0,3.1,42.4,0
90,8,1,0,0.8,0,1,66.57,1,1.14,51.74,1,0,50.0,0.6,5.6,98.8,5.6,100.0,0
100,39,2,0,0.46,1,1,44.86,1,1.01,23.44,1,100,38.71,2.0,12.0,96.0,12.0,51.64,0
95,65,2,0,0.9,0,1,33.66,1,0.91,32.4,1,100,37.63,0.3,5.2,99.4,5.2,50.0,0
75,19,2,1,0.37,0,1,51.04,1,2.43,17.62,1,0,30.25,0.8,0.5,98.4,0.5,44.65,0
75,14,2,0,0.5,0,1,64.8,1,2.81,17.23,1,0,28.38,2.6,2.9,94.8,2.9,100.0,0
95,31,2,1,0.75,0,0,61.52,0,1.57,23.83,1,100,48.54,0.4,9.5,99.2,9.5,50.0,0
90,11,0,1,0.65,0,0,39.06,0,1.29,23.42,1,100,62.55,0.7,2.2,98.6,2.2,49.52,0
90,12,0,0,0.61,0,1,49.75,1,1.35,15.16,1,100,30.72,0.8,2.4,98.4,2.4,97.65,0
90,28,0,0,0.51,0,1,48.26,1,0.99,29.33,1,100,34.87,2.3,5.2,95.4,5.2,100.0,0
90,16,2,1,0.88,0,0,57.5,1,0.6,19.35,1,100,50.0,2.4,3.2,95.2,3.2,43.75,0
95,8,2,0,0.83,0,1,45.43,1,0.78,17.38,1,100,39.18,1.2,4.9,97.6,4.9,100.0,0
90,10,2,1,0.7,0,0,48.64,1,0.89,19.58,1,100,39.16,0.8,1.7,98.4,1.7,25.57,0
85,24,0,1,0.88,0,0,57.44,1,0.8,40.48,1,100,50.0,0.1,1.1,99.8,1.1,28.19,1
70,186,1,0,0.97,0,0,40.64,1,0.77,25.24,1,100,41.79,0.1,1.7,99.8,1.7,43.84,1
75,17,2,1,0.9,0,1,59.01,1,1.07,27.41,1,0,39.99,0.9,5.0,98.2,5.0,100.0,1
70,9,0,1,0.36,0,0,23.69,1,2.76,25.59,1,100,34.09,0.6,0.9,98.8,0.9,35.37,1
95,6,1,1,0.79,0,0,28.75,1,1.19,37.34,1,100,40.88,0.6,1.6,98.8,1.6,50.0,0
65,4,1,1,0.84,0,1,54.95,1,1.34,26.64,1,100,50.0,0.5,0.7,99.0,0.7,100.0,1
70,17,0,1,0.69,0,1,40.83,1,1.92,20.25,1,100,42.96,0.3,1.4,99.4,1.4,35.75,1
95,30,2,0,0.69,0,1,53.61,0,2.08,19.78,1,100,47.83,1.9,5.4,96.2,5.4,100.0,0
65,22,2,0,0.78,0,0,45.97,1,1.16,16.37,1,0,50.0,0.3,2.6,99.4,2.6,100.0,0
90,9,2,0,0.51,0,1,57.27,1,0.81,31.37,1,100,50.0,0.3,4.8,99.4,4.8,100.0,0
90,10,0,0,1.19,0,1,55.53,1,1.81,24.27,1,100,34.32,0.3,0.8,99.4,0.8,38.67,1
90,17,1,1,0.61,0,0,45.89,0,0.94,35.95,1,0,50.0,0.7,5.8,98.6,5.8,100.0,0
75,7,1,1,0.55,0,1,47.04,0,0.81,25.87,1,0,22.73,0.8,1.6,98.4,1.6,51.6,0
90,11,2,1,1.17,0,0,48.09,1,1.0,27.38,1,100,50.0,0.6,4.4,98.8,4.4,40.18,0
75,14,0,0,0.48,1,0,52.73,1,1.61,19.17,1,100,50.88,0.6,1.4,98.8,1.4,49.31,0
90,10,0,0,0.79,0,1,53.79,0,1.55,10.06,1,100,57.2,1.1,2.4,97.8,2.4,48.94,0
90,12,2,0,0.75,0,1,52.45,1,0.97,28.64,1,100,50.0,0.6,3.7,98.8,3.7,100.0,0
75,15,2,0,0.81,1,0,58.53,1,1.7,12.59,1,0,26.45,2.9,5.6,94.2,5.6,36.67,0
95,14,1,0,0.75,0,0,44.59,1,1.08,15.61,1,100,43.5,2.3,2.4,95.4,2.4,77.78,1
95,19,2,1,0.86,1,0,57.77,0,0.86,14.96,1,100,47.44,1.3,2.5,97.4,2.5,39.66,0
90,18,2,1,0.94,0,0,54.52,0,0.94,19.46,1,100,50.0,1.4,1.7,97.2,1.7,27.69,1
100,17,2,1,0.43,1,1,54.0,0,1.68,27.72,1,100,47.15,2.2,4.3,95.6,4.3,28.15,1
70,4,2,0,0.58,0,0,39.78,0,0.59,22.72,1,0,50.0,0.2,0.4,99.6,0.4,100.0,1
85,14,1,0,0.62,0,1,51.25,1,1.02,19.13,1,0,50.0,0.8,2.2,98.4,2.2,100.0,0
95,24,1,1,1.11,0,0,56.7,0,0.81,35.3,1,100,46.23,1.6,1.5,96.8,1.5,35.44,1
85,92,2,1,0.46,0,1,59.51,0,1.28,24.74,1,100,50.0,0.3,3.0,99.4,3.0,31.63,0
75,65,1,1,0.47,1,1,62.49,1,1.68,21.22,1,0,21.32,0.5,1.7,99.0,1.7,50.0,0
90,8,0,0,0.74,0,1,67.39,1,2.29,34.65,1,0,24.5,0.7,1.4,98.6,1.4,71.17,1
95,7,2,0,0.96,0,1,60.71,1,2.26,15.95,1,0,30.83,0.7,2.5,98.6,2.5,95.14,1
90,16,1,0,1.05,0,1,40.9,1,0.95,20.43,1,100,50.67,3.4,4.0,93.2,4.0,70.19,0
65,14,2,0,0.87,0,0,49.58,1,1.11,15.89,1,100,50.0,1.6,5.1,96.8,5.1,43.67,1
80,9,2,1,0.36,1,1,53.52,1,0.85,15.01,1,100,51.31,0.7,2.0,98.6,2.0,43.38,0
95,16,1,1,0.34,1,0,43.8,1,0.95,36.96,1,100,50.0,0.1,3.3,99.8,3.3,33.58,0
100,20,2,1,0.61,1,0,51.73,1,0.87,26.58,1,100,46.78,1.7,4.7,96.6,4.7,36.67,0
90,22,2,0,0.7,0,0,47.98,1,0.78,17.49,1,0,50.0,0.2,4.8,99.6,4.8,50.14,0
90,29,2,0,1.13,0,1,42.42,1,0.8,18.53,1,100,34.42,3.1,2.0,93.8,2.0,58.1,0
95,11,2,1,0.55,0,0,41.75,0,0.94,33.74,1,100,41.28,1.1,3.8,97.8,3.8,100.0,1
100,18,2,1,0.95,1,0,49.77,0,1.02,26.4,1,100,54.12,1.6,5.2,96.8,5.2,100.0,0
95,58,2,0,1.06,0,1,35.88,1,1.28,14.05,1,0,27.09,1.2,7.0,97.6,7.0,100.0,0
90,9,2,1,0.68,0,0,35.63,0,0.88,52.89,1,100,40.89,0.3,1.8,99.4,1.8,100.0,0
90,78,1,0,0.39,0,1,61.96,1,1.49,15.53,1,100,56.08,0.8,7.6,98.4,7.6,100.0,0
85,12,2,0,1.27,0,0,48.16,1,1.44,25.91,1,0,50.0,4.3,1.5,91.4,1.5,58.11,0
70,24,2,0,0.6,0,1,51.09,1,1.5,23.37,1,0,39.08,3.4,6.4,93.2,6.4,57.24,0
95,9,2,1,1.38,0,0,45.18,0,1.05,20.1,1,100,69.02,5.1,2.9,89.8,2.9,71.04,0
80,38,1,0,0.92,1,0,39.51,0,1.05,20.81,1,100,50.02,0.7,3.7,98.6,3.7,26.67,1
100,8,2,0,0.85,1,1,72.23,1,0.99,47.78,1,100,42.66,0.2,1.8,99.6,1.8,100.0,0
75,12,1,0,1.0,0,0,49.72,1,0.89,20.73,1,100,57.45,4.3,2.1,91.4,2.1,26.67,0
85,16,0,1,0.41,0,0,49.02,1,0.87,28.27,1,100,50.0,0.2,3.1,99.6,3.1,31.6,0
85,10,2,1,0.94,0,0,38.44,0,0.8,23.36,1,0,50.0,2.2,2.5,95.6,2.5,41.16,0
70,6,1,0,0.91,0,1,53.1,1,1.2,15.92,1,100,50.0,0.3,3.4,99.4,3.4,50.0,1
90,9,2,0,0.8,0,1,58.28,1,1.33,17.96,1,100,53.96,0.9,2.5,98.2,2.5,100.0,0
75,284,2,0,0.47,0,0,37.15,0,1.05,28.54,1,100,48.81,1.0,3.7,98.0,3.7,50.0,0
95,10,1,0,0.42,1,0,50.61,0,1.06,14.27,1,100,41.42,0.1,2.8,99.8,2.8,100.0,1
85,9,2,1,1.2,0,0,33.08,0,1.04,15.72,1,100,50.0,0.5,2.1,99.0,2.1,80.24,0
80,20,2,1,0.37,1,1,58.15,0,0.69,17.17,1,100,49.87,0.8,1.3,98.4,1.3,36.67,1
70,45,2,1,0.49,0,1,59.3,0,1.11,21.01,1,100,40.77,1.7,3.7,96.6,3.7,31.88,0
90,164,1,1,0.76,0,0,60.3,0,1.87,23.79,1,100,52.53,0.8,4.0,98.4,4.0,33.29,0
95,16,1,1,0.81,0,0,54.6,0,1.02,30.19,1,100,50.87,4.4,5.5,91.2,5.5,76.89,0
80,200,1,1,0.45,1,1,67.98,0,1.2,31.66,1,100,42.92,0.3,1.1,99.4,1.1,43.69,0
85,14,0,0,0.41,0,0,51.14,1,0.97,40.24,1,0,50.0,2.0,3.5,96.0,3.5,33.47,0
75,10,2,1,0.5,1,1,50.05,0,1.07,12.84,1,100,36.33,0.6,1.2,98.8,1.2,26.67,0
100,115,2,0,0.22,1,0,38.2,0,1.75,20.82,1,0,31.41,0.8,17.7,98.4,17.7,56.69,0
80,42,2,0,0.62,1,0,35.36,0,1.08,17.34,1,0,32.46,1.6,2.2,96.8,2.2,31.25,0
75,16,0,0,0.67,1,0,44.72,0,0.85,23.42,1,0,52.02,1.9,2.1,96.2,2.1,44.31,0
75,31,2,1,0.9,0,1,57.65,0,1.22,19.01,1,100,40.24,1.9,3.7,96.2,3.7,26.67,0
90,149,2,0,0.29,0,0,35.26,0,0.8,36.77,1,0,21.83,0.2,1.0,99.6,1.0,44.18,0
85,105,1,0,1.53,0,1,35.64,1,1.58,39.35,1,100,50.0,0.3,3.2,99.4,3.2,48.6,0
90,20,2,0,0.43,0,1,61.78,1,1.67,52.98,1,100,39.15,4.1,9.6,91.8,9.6,63.02,0
85,101,1,0,1.6,0,1,42.87,1,1.22,16.79,1,100,50.0,0.4,8.4,99.2,8.4,100.0,0
95,12,1,0,0.78,0,1,62.69,1,0.98,44.17,1,0,22.0,0.7,2.8,98.6,2.8,50.0,1
95,29,2,1,0.21,1,0,56.98,0,0.88,14.49,1,100,54.45,0.7,4.1,98.6,4.1,100.0,1
70,115,2,1,0.37,0,0,56.07,0,2.1,18.7,1,100,34.01,0.3,5.3,99.4,5.3,50.0,0
95,7,2,1,0.58,0,0,34.82,0,1.24,28.33,1,100,37.37,0.3,4.7,99.4,4.7,100.0,1
75,13,0,1,0.58,1,1,50.92,0,1.23,16.24,1,100,37.94,0.2,1.9,99.6,1.9,50.0,0
90,111,2,0,1.32,0,0,35.72,0,1.22,20.54,1,100,39.82,1.2,9.8,97.6,9.8,25.61,0
95,12,2,1,0.72,0,0,42.51,0,1.2,14.5,1,100,49.79,0.4,5.6,99.2,5.6,36.67,0
100,11,1,0,0.98,1,1,50.41,1,0.91,18.74,1,100,50.0,2.4,2.4,95.2,2.4,36.41,0
85,7,0,1,0.7,0,0,44.08,0,0.0,17.53,1,100,50.0,3.6,4.2,92.8,4.2,100.0,1
100,15,2,0,0.39,1,1,50.5,0,0.0,24.74,1,0,50.0,4.4,12.9,91.2,12.9,100.0,0
80,12,2,0,0.57,1,0,44.12,0,0.0,32.83,1,100,49.4,5.9,7.3,88.2,7.3,63.37,1
80,9,2,1,0.62,1,1,45.07,0,0.0,12.74,1,100,39.77,1.9,5.4,96.2,5.4,100.0,0
90,13,2,1,0.78,0,0,38.11,0,0.0,52.85,1,100,37.66,1.0,9.2,98.0,9.2,100.0,0
95,10,1,0,0.46,1,1,46.0,1,0.0,26.38,1,100,42.56,3.5,15.9,93.0,15.9,50.0,1
90,13,2,0,0.58,0,1,51.63,1,0.0,19.57,1,100,50.0,3.0,18.4,94.0,18.4,100.0,0
90,42,2,0,0.48,0,1,36.85,1,0.0,19.99,1,100,43.85,3.1,26.7,93.8,26.7,40.34,1
95,23,2,0,0.66,0,1,47.46,1,0.0,20.08,1,100,43.6,1.2,21.4,97.6,21.4,100.0,0
100,20,2,1,0.56,1,0,53.0,1,0.0,7.96,1,0,28.83,0.1,8.1,99.8,8.1,33.33,0
95,121,2,1,1.33,0,0,60.78,1,0.0,11.85,1,100,51.79,1.5,7.3,97.0,7.3,64.72,0
95,20,1,0,0.65,0,1,53.49,1,0.0,23.74,1,100,50.65,1.2,27.9,97.6,27.9,50.0,0
95,22,2,0,0.76,0,1,48.06,1,0.0,30.88,1,100,48.89,0.8,11.7,98.4,11.7,50.0,0
95,11,2,1,0.48,0,0,47.89,0,0.0,30.09,1,0,27.0,4.7,11.2,90.6,11.2,47.3,0
80,24,2,0,0.96,1,0,38.85,0,0.0,19.73,1,100,51.69,3.9,19.5,92.2,19.5,100.0,0
90,15,2,0,0.46,0,1,63.89,0,0.0,17.25,1,100,38.33,7.1,11.6,85.8,11.6,50.0,1
90,9,2,0,0.96,0,1,65.2,0,0.0,30.25,1,0,50.0,0.1,9.5,99.8,9.5,100.0,0
95,21,2,1,0.8,0,0,55.48,0,0.0,17.27,1,100,34.54,3.6,8.2,92.8,8.2,30.0,0
95,11,2,1,0.73,0,0,46.08,0,0.0,23.61,1,100,53.45,1.3,11.8,97.4,11.8,100.0,0
95,11,2,0,1.13,0,1,59.21,1,0.0,34.14,1,100,61.83,4.1,11.0,91.8,11.0,36.67,0
75,12,2,1,0.44,1,1,60.41,1,0.0,24.57,1,100,38.53,3.5,4.2,93.0,4.2,37.49,0
95,9,0,0,0.51,1,1,54.58,1,0.0,24.33,1,100,42.97,1.2,6.3,97.6,6.3,53.14,0
95,16,1,0,1.04,0,1,51.41,1,0.0,19.8,1,0,27.98,2.4,11.0,95.2,11.0,100.0,0
70,75,2,1,0.9,0,1,61.56,1,0.0,26.78,1,100,50.0,0.4,0.1,99.2,0.1,48.57,0
95,24,1,1,0.83,0,0,45.51,1,0.0,28.41,1,0,25.12,0.5,6.9,99.0,6.9,100.0,0
95,13,2,0,0.37,0,1,54.94,1,0.0,30.33,1,100,38.14,0.5,20.4,99.0,20.4,100.0,0
95,176,1,0,0.23,1,0,27.06,1,0.0,39.48,1,100,39.31,0.9,8.4,98.2,8.4,50.0,0
75,67,0,0,0.82,1,0,26.07,0,0.0,25.82,1,100,38.24,5.8,15.1,88.4,15.1,100.0,0
90,20,2,0,0.96,0,1,47.39,1,0.0,49.22,1,100,48.66,5.3,10.0,89.4,10.0,100.0,1
95,58,2,0,0.58,0,1,30.25,1,0.0,26.22,1,100,40.47,8.5,9.1,83.0,9.1,50.0,1
95,24,0,0,1.06,1,1,43.76,1,0.0,17.86,1,0,33.76,1.5,10.4,97.0,10.4,100.0,0
95,24,2,0,1.36,0,1,45.0,1,0.0,15.29,1,100,41.92,6.1,10.5,87.8,10.5,64.79,0
90,15,2,1,1.12,0,0,46.56,1,0.0,21.7,1,100,50.0,4.2,11.2,91.6,11.2,100.0,0
90,12,1,0,0.83,0,1,52.14,1,0.0,21.23,1,100,49.49,2.4,7.3,95.2,7.3,100.0,0
100,19,2,1,0.46,1,0,49.59,1,0.0,32.4,1,100,39.5,1.9,20.3,96.2,20.3,50.0,0
80,50,2,0,1.06,1,1,57.11,1,0.0,16.6,1,100,36.62,2.1,6.0,95.8,6.0,50.0,1
95,13,2,0,0.59,0,1,52.64,1,0.0,10.13,1,100,52.37,1.5,6.4,97.0,6.4,100.0,1
75,82,2,1,1.17,0,1,72.39,1,0.0,41.87,1,0,28.4,4.7,19.3,90.6,19.3,39.05,1
95,12,2,0,0.8,0,1,51.96,1,0.0,22.8,1,0,26.76,4.6,7.6,90.8,7.6,100.0,0
90,8,2,0,0.49,0,1,57.58,1,0.0,20.8,1,100,50.0,2.9,3.4,94.2,3.4,50.0,1
85,20,1,0,0.72,0,1,51.01,1,0.0,39.32,1,100,50.0,1.8,18.9,96.4,18.9,36.67,1
95,17,1,0,0.66,0,1,44.22,1,0.0,20.75,1,100,33.98,6.3,14.3,87.4,14.3,48.15,0
95,108,1,0,1.01,1,0,35.43,1,0.0,23.77,1,100,49.91,0.7,46.9,98.6,46.9,100.0,0
90,64,1,0,0.74,0,1,35.64,1,0.0,24.46,1,100,38.76,4.4,5.1,91.2,5.1,42.02,0
75,40,2,0,0.62,0,0,40.61,1,0.0,16.68,1,0,32.27,1.2,20.2,97.6,20.2,47.75,0
90,18,1,1,1.54,0,0,48.27,0,0.0,15.86,1,100,50.0,1.4,12.5,97.2,12.5,100.0,0
95,8,2,1,0.82,0,0,28.01,0,0.0,33.24,1,100,44.34,2.0,21.6,96.0,21.6,50.0,0
75,18,2,1,0.43,0,1,48.6,0,0.0,24.42,1,0,27.99,5.1,7.8,89.8,7.8,55.56,1
90,11,1,0,1.11,0,1,61.6,0,0.0,37.06,1,100,50.91,1.9,8.5,96.2,8.5,36.67,0
80,26,1,0,0.91,1,0,39.2,0,0.0,21.63,1,0,26.23,4.5,10.6,91.0,10.6,100.0,0
90,15,2,1,0.58,0,0,44.11,0,0.0,18.58,1,100,39.86,0.9,21.1,98.2,21.1,100.0,0
95,54,1,0,0.4,1,1,37.84,0,0.0,31.17,1,100,39.34,3.9,9.3,92.2,9.3,37.25,1
100,8,2,0,1.11,1,1,53.11,1,0.0,12.57,1,0,35.91,4.0,7.7,92.0,7.7,100.0,0
80,19,2,0,0.67,1,0,45.06,1,0.0,16.91,1,0,24.66,0.8,11.5,98.4,11.5,40.11,0
90,243,1,0,0.42,0,0,31.29,1,0.0,24.97,1,100,47.19,0.5,59.3,99.0,59.3,50.0,0
100,279,1,0,0.23,1,0,37.8,1,0.0,25.93,1,100,49.84,5.8,7.1,88.4,7.1,42.7,0
95,9,1,0,0.8,0,1,50.2,1,0.0,27.34,1,100,54.47,4.7,14.2,90.6,14.2,100.0,0
75,9,2,0,0.6,0,0,41.25,1,0.0,20.52,1,0,33.22,2.5,2.5,95.0,2.5,100.0,0
90,5,2,0,0.71,0,1,63.46,1,0.0,16.61,1,100,38.92,0.2,3.0,99.6,3.0,50.0,0
100,16,1,0,0.53,1,1,46.06,1,0.0,15.09,1,100,50.0,2.1,7.5,95.8,7.5,49.17,0
90,70,1,1,0.38,0,0,65.23,0,0.0,38.38,1,100,34.95,1.8,3.8,96.4,3.8,50.0,0
100,56,2,0,0.51,1,1,38.36,1,0.0,27.09,1,0,36.39,5.2,13.6,89.6,13.6,50.0,1
95,20,2,0,0.43,0,1,48.65,1,0.0,25.64,1,100,59.17,8.3,18.0,83.4,18.0,100.0,1
100,7,1,0,1.67,1,1,55.45,1,0.0,23.5,1,100,46.53,7.5,6.5,85.0,6.5,100.0,0
95,99,2,1,0.81,1,1,76.35,1,0.0,31.15,1,0,33.05,0.6,48.4,98.8,48.4,44.22,0
95,140,2,1,0.39,1,1,74.94,1,0.0,34.34,1,100,40.49,3.1,21.4,93.8,21.4,50.0,0
95,147,0,1,0.46,1,1,57.21,1,0.0,31.36,1,100,38.7,1.0,1.2,98.0,1.2,29.3,0
70,8,1,1,0.64,0,1,52.65,0,0.0,28.67,1,100,50.0,0.1,2.1,99.8,2.1,36.67,0
75,7,2,1,0.94,0,1,58.36,1,0.0,43.68,1,100,28.88,2.3,7.5,95.4,7.5,50.0,0
95,11,2,1,0.42,1,0,41.83,1,0.0,22.9,1,0,39.26,5.6,10.9,88.8,10.9,36.09,0
