source_file,source_sheet,instrument,date,entry_time,hour,entry_type,side,rr,liquidity_tp_hit,comments
Backtesting Spreadsheet (1).xlsx,GBPJPY,GBPJPY,2025-07-02,12:50,12,,,2.5,✓,
Backtesting Spreadsheet (1).xlsx,GBPJPY,GBPJPY,2025-07-08,10:10,10,,,-1.0,✗,
Backtesting Spreadsheet (1).xlsx,GBPJPY,GBPJPY,2025-07-09,08:55,8,,,-1.0,✗,
Backtesting Spreadsheet (1).xlsx,GBPJPY,GBPJPY,2025-07-15,09:55,9,,,2.5,✓,
Backtesting Spreadsheet (1).xlsx,GBPJPY,GBPJPY,2025-07-21,08:20,8,,,2.0,✓,
Backtesting Spreadsheet (1).xlsx,GBPJPY,GBPJPY,2025-07-21,14:35,14,,,3.0,✗,
Backtesting Spreadsheet (1).xlsx,GBPJPY,GBPJPY,2025-07-23,14:05,14,,,-1.0,✗,
Backtesting Spreadsheet (1).xlsx,GBPJPY,GBPJPY,2025-07-29,08:20,8,,,-1.0,✗,
Backtesting Spreadsheet (1).xlsx,GBPJPY,GBPJPY,2025-07-30,12:45,12,,,1.5,✗,
Backtesting Spreadsheet (1).xlsx,GBPJPY,GBPJPY,2025-07-31,13:40,13,,,1.5,✓,
Backtesting Spreadsheet (1).xlsx,GBPJPY,GBPJPY,2025-08-05,12:40,12,,,4.5,✓,
Backtesting Spreadsheet (1).xlsx,GBPJPY,GBPJPY,2025-09-10,12:30,12,,,0.0,✗,
Backtesting Spreadsheet (1).xlsx,GBPCAD,GBPCAD,2025-06-02,11:40,11,,,3.0,✗,
Backtesting Spreadsheet (1).xlsx,GBPCAD,GBPCAD,2025-06-11,14:45,14,,,3.0,✓,
Backtesting Spreadsheet (1).xlsx,GBPCAD,GBPCAD,2025-06-17,12:15,12,,,4.5,✗,
Backtesting Spreadsheet (1).xlsx,GBPCAD,GBPCAD,2025-06-18,11:35,11,,,-1.0,✗,
Backtesting Spreadsheet (1).xlsx,GBPCAD,GBPCAD,2025-06-23,10:30,10,,,3.0,✗,
Backtesting Spreadsheet (1).xlsx,GBPCAD,GBPCAD,2025-06-23,13:15,13,,,3.0,✗,
Backtesting Spreadsheet (1).xlsx,GBPCAD,GBPCAD,2025-06-24,08:35,8,,,2.0,✓,
Backtesting Spreadsheet (1).xlsx,GBPCAD,GBPCAD,2025-06-27,13:50,13,,,2.5,✓,
Backtesting Spreadsheet (1).xlsx,GBPCAD,GBPCAD,2025-07-01,08:00,8,,,4.5,✓,
Backtesting Spreadsheet (1).xlsx,GBPCAD,GBPCAD,2025-07-09,11:45,11,,,3.0,✓,
Backtesting Spreadsheet (1).xlsx,GBPCAD,GBPCAD,2025-07-10,11:05,11,,,3.0,✓,
Backtesting Spreadsheet (1).xlsx,GBPCAD,GBPCAD,2025-07-17,14:50,14,,,2.0,✓,
Backtesting Spreadsheet (1).xlsx,GBPCAD,GBPCAD,2025-07-18,13:55,13,,,2.5,✗,
Backtesting Spreadsheet (1).xlsx,GBPCAD,GBPCAD,2025-08-05,08:25,8,,,4.5,✓,
Backtesting Spreadsheet (1).xlsx,GBPCAD,GBPCAD,2025-08-06,14:15,14,,,4.5,✗,
Backtesting Spreadsheet (1).xlsx,GBPCAD,GBPCAD,2025-08-14,09:10,9,,,3.0,✓,
Backtesting Spreadsheet (1).xlsx,GBPCAD,GBPCAD,2025-09-05,08:15,8,,,3.0,✓,
Backtesting Spreadsheet (1).xlsx,GBPCAD,GBPCAD,2025-09-08,11:40,11,,,-1.0,✗,
Backtesting Spreadsheet (1).xlsx,GBPCAD,GBPCAD,2025-09-09,13:15,13,,,3.0,✗,
Backtesting Spreadsheet (1).xlsx,GBPCAD,GBPCAD,2025-09-12,08:20,8,,,3.0,✓,
Backtesting Spreadsheet (1).xlsx,GBPCAD,GBPCAD,2025-09-16,12:05,12,,,-1.0,✗,
Backtesting Spreadsheet (1).xlsx,GBPCAD,GBPCAD,2025-09-17,13:40,13,,,3.0,✓,
Backtesting Spreadsheet (1).xlsx,GBPCAD,GBPCAD,2025-09-29,09:45,9,,,-1.0,✗,
Backtesting Spreadsheet (1).xlsx,GBPCAD,GBPCAD,2025-09-30,14:30,14,,,3.0,✗,
