Trade #,Type,Date and time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
21,Exit short,2025-02-05 07:35,Short Exit,2856.99,329,939679.93,-269.78,-0.03,190.82,0.02,-269.78,-0.03,1430.57,0.01
21,Entry short,2025-02-05 07:30,Short,2856.17,329,939679.93,-269.78,-0.03,190.82,0.02,-269.78,-0.03,1430.57,0.01
22,Exit short,2025-02-07 10:15,Short Exit,2866.5,49,140205.17,-253.33,-0.18,115.15,0.08,-253.33,-0.18,1177.24,0.01
22,Entry short,2025-02-07 08:30,Short,2861.33,49,140205.17,-253.33,-0.18,115.15,0.08,-253.33,-0.18,1177.24,0.01
23,Exit short,2025-02-10 20:10,Short Exit,2904.47,168,487690.56,-260.4,-0.05,339.36,0.07,-260.4,-0.05,916.84,0.01
23,Entry short,2025-02-10 20:00,Short,2902.92,168,487690.56,-260.4,-0.05,339.36,0.07,-260.4,-0.05,916.84,0.01
24,Exit long,2025-02-11 20:20,Long Exit,2904.24,188,546258.44,-261.32,-0.05,180.48,0.03,-261.32,-0.05,655.52,0.01
24,Entry long,2025-02-11 20:10,Long,2905.63,188,546258.44,-261.32,-0.05,180.48,0.03,-261.32,-0.05,655.52,0.01
25,Exit short,2025-02-12 09:05,Short Exit,2894.78,77,222643.19,-254.87,-0.11,348.81,0.16,-254.87,-0.11,400.65,0.00
25,Entry short,2025-02-12 08:20,Short,2891.47,77,222643.19,-254.87,-0.11,348.81,0.16,-254.87,-0.11,400.65,0.00
26,Exit long,2025-02-20 20:15,Long Exit,2938.56,92,270603.28,-255.76,-0.09,13.8,0.01,-255.76,-0.09,144.89,0.00
26,Entry long,2025-02-20 20:05,Long,2941.34,92,270603.28,-255.76,-0.09,13.8,0.01,-255.76,-0.09,144.89,0.00
27,Exit long,2025-02-21 14:15,Long Exit,2931.49,255,746787.9,742.05,0.10,742.05,0.10,-175.95,-0.02,886.94,0.01
27,Entry long,2025-02-21 14:00,Long,2928.58,255,746787.9,742.05,0.10,742.05,0.10,-175.95,-0.02,886.94,0.01
28,Exit long,2025-02-24 10:35,Long Exit,2940.32,121,356035.24,-256.52,-0.07,38.72,0.01,-256.52,-0.07,630.42,0.01
28,Entry long,2025-02-24 10:25,Long,2942.44,121,356035.24,-256.52,-0.07,38.72,0.01,-256.52,-0.07,630.42,0.01
29,Exit long,2025-02-27 13:25,Long Exit,2888.46,69,199556.28,-252.54,-0.13,190.44,0.10,-252.54,-0.13,377.88,0.00
29,Entry long,2025-02-27 13:05,Long,2892.12,69,199556.28,-252.54,-0.13,190.44,0.10,-252.54,-0.13,377.88,0.00
30,Exit short,2025-02-28 12:05,Short Exit,2864.45,128,366392.32,-257.28,-0.07,357.12,0.10,-257.28,-0.07,120.6,0.00
30,Entry short,2025-02-28 11:25,Short,2862.44,128,366392.32,-257.28,-0.07,357.12,0.10,-257.28,-0.07,120.6,0.00
31,Exit long,2025-03-03 17:20,Long Exit,2883.92,42,120746.64,378,0.31,378,0.31,-231.84,-0.19,498.6,0.00
31,Entry long,2025-03-03 15:10,Long,2874.92,42,120746.64,378,0.31,378,0.31,-231.84,-0.19,498.6,0.00
