event,zone_id,type,created_bar,created_time,top,bottom,is_accuracy,is_historical,score,grade,invalidated_bar,invalidated_time
creation,1,demand,98.0,2025-01-02T07:10:00+00:00,2634.82,2634.23,False,False,70.0,B+,,
creation,2,demand,97.0,2025-01-02T07:05:00+00:00,2634.31,2634.19,True,True,80.0,A,,
creation,3,demand,93.0,2025-01-02T06:45:00+00:00,2634.12,2633.71,True,True,75.0,B+,,
creation,4,demand,90.0,2025-01-02T06:30:00+00:00,2634.24,2633.62,True,True,75.0,B+,,
creation,5,demand,86.0,2025-01-02T06:10:00+00:00,2632.43,2631.48,True,True,75.0,B+,,
creation,6,supply,81.0,2025-01-02T05:45:00+00:00,2635.0,2634.93,True,True,55.0,C+,,
creation,7,demand,76.0,2025-01-02T05:20:00+00:00,2634.21,2633.63,False,True,65.0,B,,
creation,8,demand,72.0,2025-01-02T05:00:00+00:00,2633.98,2633.13,True,True,75.0,B+,,
creation,9,demand,68.0,2025-01-02T04:40:00+00:00,2632.44,2632.0,False,True,65.0,B,,
creation,10,supply,66.0,2025-01-02T04:30:00+00:00,2632.87,2632.35,True,True,55.0,C+,,
creation,11,supply,63.0,2025-01-02T04:15:00+00:00,2632.99,2632.17,True,True,55.0,C+,,
creation,12,supply,59.0,2025-01-02T03:55:00+00:00,2633.69,2632.84,True,True,55.0,C+,,
creation,13,supply,56.0,2025-01-02T03:40:00+00:00,2633.47,2632.41,True,True,55.0,C+,,
creation,14,demand,50.0,2025-01-02T03:10:00+00:00,2633.87,2633.14,False,True,65.0,B,,
creation,15,supply,47.0,2025-01-02T02:55:00+00:00,2635.34,2633.8,False,True,45.0,C,,
creation,16,demand,45.0,2025-01-02T02:45:00+00:00,2633.62,2632.31,False,True,65.0,B,,
creation,17,supply,43.0,2025-01-02T02:35:00+00:00,2635.76,2634.13,False,True,45.0,C,,
creation,18,supply,40.0,2025-01-02T02:20:00+00:00,2636.54,2634.05,False,True,45.0,C,,
creation,19,demand,33.0,2025-01-02T01:45:00+00:00,2633.64,2631.81,False,True,65.0,B,,
creation,20,demand,23.0,2025-01-02T00:55:00+00:00,2626.86,2625.31,False,True,65.0,B,,
creation,21,supply,20.0,2025-01-02T00:40:00+00:00,2627.46,2626.03,False,True,45.0,C,,
creation,22,demand,18.0,2025-01-02T00:30:00+00:00,2626.38,2625.39,False,True,65.0,B,,
creation,23,demand,15.0,2025-01-02T00:15:00+00:00,2625.72,2625.11,False,True,65.0,B,,
creation,24,demand,12.0,2025-01-02T00:00:00+00:00,2624.05,2622.64,False,True,65.0,B,,
creation,25,supply,10.0,2025-01-01T23:50:00+00:00,2624.03,2622.95,False,True,45.0,C,,
creation,26,demand,8.0,2025-01-01T23:40:00+00:00,2622.88,2621.88,False,True,65.0,B,,
invalidation,25,,,,,,,,,,100.0,2025-01-02T07:20:00+00:00
invalidation,21,,,,,,,,,,100.0,2025-01-02T07:20:00+00:00
invalidation,18,,,,,,,,,,100.0,2025-01-02T07:20:00+00:00
invalidation,17,,,,,,,,,,100.0,2025-01-02T07:20:00+00:00
invalidation,15,,,,,,,,,,100.0,2025-01-02T07:20:00+00:00
invalidation,13,,,,,,,,,,100.0,2025-01-02T07:20:00+00:00
invalidation,12,,,,,,,,,,100.0,2025-01-02T07:20:00+00:00
invalidation,11,,,,,,,,,,100.0,2025-01-02T07:20:00+00:00
invalidation,10,,,,,,,,,,100.0,2025-01-02T07:20:00+00:00
invalidation,6,,,,,,,,,,100.0,2025-01-02T07:20:00+00:00
invalidation,1,,,,,,,,,,101.0,2025-01-02T07:25:00+00:00
creation,27,supply,101.0,2025-01-02T07:25:00+00:00,2635.91,2635.49,True,False,60.0,B,,
invalidation,19,,,,,,,,,,102.0,2025-01-02T07:30:00+00:00
invalidation,16,,,,,,,,,,102.0,2025-01-02T07:30:00+00:00
invalidation,14,,,,,,,,,,102.0,2025-01-02T07:30:00+00:00
invalidation,8,,,,,,,,,,102.0,2025-01-02T07:30:00+00:00
invalidation,7,,,,,,,,,,102.0,2025-01-02T07:30:00+00:00
invalidation,4,,,,,,,,,,102.0,2025-01-02T07:30:00+00:00
invalidation,3,,,,,,,,,,102.0,2025-01-02T07:30:00+00:00
invalidation,2,,,,,,,,,,102.0,2025-01-02T07:30:00+00:00
creation,28,demand,103.0,2025-01-02T07:35:00+00:00,2634.08,2632.96,False,False,70.0,B+,,
invalidation,28,,,,,,,,,,104.0,2025-01-02T07:40:00+00:00
invalidation,27,,,,,,,,,,108.0,2025-01-02T08:00:00+00:00
creation,29,supply,108.0,2025-01-02T08:00:00+00:00,2636.39,2635.05,False,False,50.0,C+,,
invalidation,29,,,,,,,,,,109.0,2025-01-02T08:05:00+00:00
invalidation,9,,,,,,,,,,113.0,2025-01-02T08:25:00+00:00
invalidation,5,,,,,,,,,,113.0,2025-01-02T08:25:00+00:00
creation,30,demand,113.0,2025-01-02T08:25:00+00:00,2633.37,2631.31,False,False,70.0,B+,,
invalidation,30,,,,,,,,,,114.0,2025-01-02T08:30:00+00:00
creation,31,demand,119.0,2025-01-02T08:55:00+00:00,2635.57,2635.52,True,False,80.0,A,,
creation,32,supply,121.0,2025-01-02T09:05:00+00:00,2639.38,2638.03,False,False,50.0,C+,,
invalidation,32,,,,,,,,,,122.0,2025-01-02T09:10:00+00:00
creation,33,demand,125.0,2025-01-02T09:25:00+00:00,2637.4,2637.3,True,False,80.0,A,,
invalidation,33,,,,,,,,,,126.0,2025-01-02T09:30:00+00:00
creation,34,demand,128.0,2025-01-02T09:40:00+00:00,2637.79,2636.81,False,False,70.0,B+,,
invalidation,34,,,,,,,,,,129.0,2025-01-02T09:45:00+00:00
creation,35,supply,130.0,2025-01-02T09:50:00+00:00,2637.55,2637.25,True,False,60.0,B,,
invalidation,31,,,,,,,,,,132.0,2025-01-02T10:00:00+00:00
creation,36,demand,133.0,2025-01-02T10:05:00+00:00,2635.56,2632.71,False,False,70.0,B+,,
invalidation,35,,,,,,,,,,134.0,2025-01-02T10:10:00+00:00
creation,37,supply,137.0,2025-01-02T10:25:00+00:00,2646.09,2644.38,False,False,50.0,C+,,
invalidation,37,,,,,,,,,,139.0,2025-01-02T10:35:00+00:00
creation,38,supply,140.0,2025-01-02T10:40:00+00:00,2645.24,2643.64,False,False,50.0,C+,,
creation,39,demand,143.0,2025-01-02T10:55:00+00:00,2642.98,2641.75,False,False,70.0,B+,,
invalidation,38,,,,,,,,,,145.0,2025-01-02T11:05:00+00:00
creation,40,supply,147.0,2025-01-02T11:15:00+00:00,2644.36,2644.14,True,False,55.0,C+,,
invalidation,39,,,,,,,,,,148.0,2025-01-02T11:20:00+00:00
creation,41,demand,151.0,2025-01-02T11:35:00+00:00,2641.77,2640.38,False,False,65.0,B,,
invalidation,41,,,,,,,,,,156.0,2025-01-02T12:00:00+00:00
creation,42,supply,156.0,2025-01-02T12:00:00+00:00,2642.86,2641.99,True,False,55.0,C+,,
creation,43,demand,158.0,2025-01-02T12:10:00+00:00,2640.77,2640.32,True,False,75.0,B+,,
invalidation,42,,,,,,,,,,160.0,2025-01-02T12:20:00+00:00
invalidation,40,,,,,,,,,,162.0,2025-01-02T12:30:00+00:00
creation,44,supply,166.0,2025-01-02T12:50:00+00:00,2645.62,2644.28,False,False,45.0,C,,
invalidation,43,,,,,,,,,,170.0,2025-01-02T13:10:00+00:00
creation,45,supply,170.0,2025-01-02T13:10:00+00:00,2642.52,2641.93,True,False,60.0,B,,
creation,46,demand,176.0,2025-01-02T13:40:00+00:00,2640.09,2638.56,False,False,70.0,B+,,
invalidation,46,,,,,,,,,,177.0,2025-01-02T13:45:00+00:00
invalidation,45,,,,,,,,,,177.0,2025-01-02T13:45:00+00:00
creation,47,supply,179.0,2025-01-02T13:55:00+00:00,2647.19,2642.79,False,False,50.0,C+,,
invalidation,47,,,,,,,,,,182.0,2025-01-02T14:10:00+00:00
invalidation,44,,,,,,,,,,182.0,2025-01-02T14:10:00+00:00
creation,48,demand,182.0,2025-01-02T14:10:00+00:00,2641.53,2641.41,True,False,80.0,A,,
creation,49,demand,185.0,2025-01-02T14:25:00+00:00,2647.57,2646.15,False,False,70.0,B+,,
invalidation,49,,,,,,,,,,192.0,2025-01-02T15:00:00+00:00
creation,50,demand,192.0,2025-01-02T15:00:00+00:00,2648.7,2645.17,False,False,70.0,B+,,
invalidation,50,,,,,,,,,,193.0,2025-01-02T15:05:00+00:00
creation,51,supply,194.0,2025-01-02T15:10:00+00:00,2649.01,2648.61,True,False,60.0,B,,
invalidation,51,,,,,,,,,,195.0,2025-01-02T15:15:00+00:00
creation,52,demand,198.0,2025-01-02T15:30:00+00:00,2648.76,2648.35,True,False,80.0,A,,
creation,53,supply,203.0,2025-01-02T15:55:00+00:00,2655.79,2654.95,True,False,60.0,B,,
creation,54,demand,205.0,2025-01-02T16:05:00+00:00,2652.66,2649.96,False,False,70.0,B+,,
invalidation,53,,,,,,,,,,207.0,2025-01-02T16:15:00+00:00
creation,55,supply,209.0,2025-01-02T16:25:00+00:00,2657.9,2656.29,False,False,50.0,C+,,
invalidation,55,,,,,,,,,,211.0,2025-01-02T16:35:00+00:00
creation,56,supply,221.0,2025-01-02T17:25:00+00:00,2658.44,2658.42,True,False,55.0,C+,,
creation,57,supply,224.0,2025-01-02T17:40:00+00:00,2654.32,2653.16,False,False,45.0,C,,
creation,58,demand,226.0,2025-01-02T17:50:00+00:00,2653.0,2652.46,True,False,75.0,B+,,
invalidation,57,,,,,,,,,,228.0,2025-01-02T18:00:00+00:00
invalidation,56,,,,,,,,,,229.0,2025-01-02T18:05:00+00:00
creation,59,supply,232.0,2025-01-02T18:20:00+00:00,2658.01,2657.52,True,False,55.0,C+,,
creation,60,demand,235.0,2025-01-02T18:35:00+00:00,2654.49,2654.47,True,False,75.0,B+,,
invalidation,60,,,,,,,,,,236.0,2025-01-02T18:40:00+00:00
creation,61,demand,239.0,2025-01-02T18:55:00+00:00,2655.03,2655.01,True,False,75.0,B+,,
invalidation,61,,,,,,,,,,240.0,2025-01-02T19:00:00+00:00
creation,62,supply,241.0,2025-01-02T19:05:00+00:00,2655.75,2655.66,True,False,55.0,C+,,
creation,63,demand,243.0,2025-01-02T19:15:00+00:00,2654.49,2653.76,True,False,75.0,B+,,
invalidation,62,,,,,,,,,,245.0,2025-01-02T19:25:00+00:00
creation,64,demand,252.0,2025-01-02T20:00:00+00:00,2654.9,2654.08,False,False,65.0,B,,
invalidation,59,,,,,,,,,,256.0,2025-01-02T20:20:00+00:00
creation,65,supply,258.0,2025-01-02T20:30:00+00:00,2660.36,2659.63,False,False,45.0,C,,
creation,66,demand,261.0,2025-01-02T20:45:00+00:00,2659.07,2659.07,True,False,65.0,B,,
invalidation,65,,,,,,,,,,264.0,2025-01-02T21:00:00+00:00
creation,67,supply,265.0,2025-01-02T21:05:00+00:00,2659.92,2659.49,False,False,45.0,C,,
invalidation,66,,,,,,,,,,266.0,2025-01-02T21:10:00+00:00
creation,68,demand,271.0,2025-01-02T21:35:00+00:00,2657.85,2657.16,False,False,65.0,B,,
invalidation,68,,,,,,,,,,273.0,2025-01-02T21:45:00+00:00
creation,69,supply,371.0,2025-01-03T06:55:00+00:00,2660.3,2659.29,False,False,45.0,C,,
invalidation,26,,,,,,,,,,372.0,2025-01-03T07:00:00+00:00
invalidation,24,,,,,,,,,,372.0,2025-01-03T07:00:00+00:00
invalidation,23,,,,,,,,,,372.0,2025-01-03T07:00:00+00:00
invalidation,22,,,,,,,,,,372.0,2025-01-03T07:00:00+00:00
invalidation,20,,,,,,,,,,372.0,2025-01-03T07:00:00+00:00
invalidation,64,,,,,,,,,,376.0,2025-01-03T07:20:00+00:00
invalidation,63,,,,,,,,,,376.0,2025-01-03T07:20:00+00:00
invalidation,58,,,,,,,,,,376.0,2025-01-03T07:20:00+00:00
invalidation,54,,,,,,,,,,376.0,2025-01-03T07:20:00+00:00
creation,70,demand,377.0,2025-01-03T07:25:00+00:00,2653.38,2652.04,False,False,50.0,C+,,
creation,71,supply,383.0,2025-01-03T07:55:00+00:00,2655.43,2654.19,False,False,70.0,B+,,
invalidation,70,,,,,,,,,,384.0,2025-01-03T08:00:00+00:00
invalidation,71,,,,,,,,,,384.0,2025-01-03T08:00:00+00:00
creation,72,demand,385.0,2025-01-03T08:05:00+00:00,2653.79,2652.06,False,False,50.0,C+,,
invalidation,72,,,,,,,,,,387.0,2025-01-03T08:15:00+00:00
creation,73,supply,389.0,2025-01-03T08:25:00+00:00,2654.2,2653.89,True,False,80.0,A,,
creation,74,demand,391.0,2025-01-03T08:35:00+00:00,2652.58,2651.25,False,False,50.0,C+,,
invalidation,74,,,,,,,,,,393.0,2025-01-03T08:45:00+00:00
invalidation,73,,,,,,,,,,396.0,2025-01-03T09:00:00+00:00
creation,75,demand,402.0,2025-01-03T09:30:00+00:00,2654.61,2653.93,False,False,50.0,C+,,
invalidation,75,,,,,,,,,,404.0,2025-01-03T09:40:00+00:00
creation,76,demand,407.0,2025-01-03T09:55:00+00:00,2653.63,2653.61,True,False,80.0,A,,
invalidation,76,,,,,,,,,,408.0,2025-01-03T10:00:00+00:00
invalidation,36,,,,,,,,,,410.0,2025-01-03T10:10:00+00:00
creation,77,supply,413.0,2025-01-03T10:25:00+00:00,2656.97,2656.1,False,False,70.0,B+,,
creation,78,demand,416.0,2025-01-03T10:40:00+00:00,2653.7,2653.39,True,False,80.0,A,,
invalidation,77,,,,,,,,,,420.0,2025-01-03T11:00:00+00:00
creation,79,demand,422.0,2025-01-03T11:10:00+00:00,2658.69,2657.85,False,False,65.0,B,,
invalidation,79,,,,,,,,,,423.0,2025-01-03T11:15:00+00:00
creation,80,supply,424.0,2025-01-03T11:20:00+00:00,2658.34,2658.28,True,False,55.0,C+,,
creation,81,demand,426.0,2025-01-03T11:30:00+00:00,2656.96,2656.45,True,False,75.0,B+,,
invalidation,80,,,,,,,,,,428.0,2025-01-03T11:40:00+00:00
creation,82,demand,431.0,2025-01-03T11:55:00+00:00,2658.02,2656.94,False,False,65.0,B,,
invalidation,82,,,,,,,,,,433.0,2025-01-03T12:05:00+00:00
creation,83,supply,433.0,2025-01-03T12:05:00+00:00,2658.29,2658.03,True,False,55.0,C+,,
invalidation,81,,,,,,,,,,437.0,2025-01-03T12:25:00+00:00
creation,84,demand,438.0,2025-01-03T12:30:00+00:00,2655.88,2654.74,False,False,65.0,B,,
creation,85,supply,442.0,2025-01-03T12:50:00+00:00,2657.29,2656.98,True,False,75.0,B+,,
invalidation,84,,,,,,,,,,444.0,2025-01-03T13:00:00+00:00
creation,86,demand,445.0,2025-01-03T13:05:00+00:00,2653.8,2653.53,True,False,60.0,B,,
invalidation,86,,,,,,,,,,447.0,2025-01-03T13:15:00+00:00
invalidation,78,,,,,,,,,,447.0,2025-01-03T13:15:00+00:00
creation,87,supply,447.0,2025-01-03T13:15:00+00:00,2656.35,2655.47,True,False,80.0,A,,
invalidation,52,,,,,,,,,,448.0,2025-01-03T13:20:00+00:00
creation,88,demand,452.0,2025-01-03T13:40:00+00:00,2646.33,2643.44,False,False,50.0,C+,,
creation,89,supply,455.0,2025-01-03T13:55:00+00:00,2651.43,2649.12,False,False,70.0,B+,,
invalidation,89,,,,,,,,,,456.0,2025-01-03T14:00:00+00:00
invalidation,48,,,,,,,,,,459.0,2025-01-03T14:15:00+00:00
invalidation,88,,,,,,,,,,460.0,2025-01-03T14:20:00+00:00
creation,90,demand,461.0,2025-01-03T14:25:00+00:00,2646.01,2645.74,True,False,60.0,B,,
creation,91,supply,464.0,2025-01-03T14:40:00+00:00,2652.6,2650.74,False,False,70.0,B+,,
invalidation,90,,,,,,,,,,468.0,2025-01-03T15:00:00+00:00
creation,92,supply,470.0,2025-01-03T15:10:00+00:00,2647.1,2645.99,True,False,80.0,A,,
creation,93,demand,474.0,2025-01-03T15:30:00+00:00,2642.51,2642.0,True,False,60.0,B,,
invalidation,92,,,,,,,,,,480.0,2025-01-03T16:00:00+00:00
creation,94,supply,481.0,2025-01-03T16:05:00+00:00,2647.17,2644.91,False,False,70.0,B+,,
invalidation,93,,,,,,,,,,483.0,2025-01-03T16:15:00+00:00
creation,95,demand,486.0,2025-01-03T16:30:00+00:00,2642.51,2640.98,False,False,50.0,C+,,
invalidation,95,,,,,,,,,,488.0,2025-01-03T16:40:00+00:00
creation,96,supply,488.0,2025-01-03T16:40:00+00:00,2643.44,2642.0,False,False,70.0,B+,,
creation,97,demand,491.0,2025-01-03T16:55:00+00:00,2640.12,2639.08,False,False,50.0,C+,,
invalidation,96,,,,,,,,,,493.0,2025-01-03T17:05:00+00:00
creation,98,supply,498.0,2025-01-03T17:30:00+00:00,2642.09,2641.67,True,False,75.0,B+,,
invalidation,97,,,,,,,,,,499.0,2025-01-03T17:35:00+00:00
creation,99,demand,500.0,2025-01-03T17:40:00+00:00,2639.94,2639.86,True,False,55.0,C+,,
invalidation,98,,,,,,,,,,501.0,2025-01-03T17:45:00+00:00
invalidation,99,,,,,,,,,,507.0,2025-01-03T18:15:00+00:00
creation,100,demand,509.0,2025-01-03T18:25:00+00:00,2640.46,2639.7,True,False,55.0,C+,,
creation,101,supply,512.0,2025-01-03T18:40:00+00:00,2642.31,2641.29,False,False,65.0,B,,
invalidation,101,,,,,,,,,,513.0,2025-01-03T18:45:00+00:00
creation,102,supply,518.0,2025-01-03T19:10:00+00:00,2642.8,2641.84,False,False,65.0,B,,
creation,103,supply,526.0,2025-01-03T19:50:00+00:00,2640.98,2640.98,True,False,65.0,B,,
invalidation,100,,,,,,,,,,528.0,2025-01-03T20:00:00+00:00
creation,104,demand,530.0,2025-01-03T20:10:00+00:00,2639.27,2638.51,False,False,45.0,C,,
invalidation,104,,,,,,,,,,533.0,2025-01-03T20:25:00+00:00
creation,105,supply,533.0,2025-01-03T20:25:00+00:00,2639.59,2639.57,True,False,75.0,B+,,
invalidation,105,,,,,,,,,,534.0,2025-01-03T20:30:00+00:00
creation,106,demand,538.0,2025-01-03T20:50:00+00:00,2637.82,2636.98,False,False,45.0,C,,
creation,107,supply,541.0,2025-01-03T21:05:00+00:00,2638.6,2638.08,False,False,65.0,B,,
invalidation,106,,,,,,,,,,542.0,2025-01-03T21:10:00+00:00
invalidation,67,,,,,,,,,,542.0,2025-01-03T21:10:00+00:00
creation,108,demand,547.0,2025-01-03T21:35:00+00:00,2637.51,2636.67,False,False,45.0,C,,
invalidation,107,,,,,,,,,,548.0,2025-01-03T21:40:00+00:00
creation,109,demand,647.0,2025-01-06T06:55:00+00:00,2631.32,2631.28,True,False,55.0,C+,,
invalidation,109,,,,,,,,,,648.0,2025-01-06T07:00:00+00:00
invalidation,108,,,,,,,,,,648.0,2025-01-06T07:00:00+00:00
invalidation,103,,,,,,,,,,648.0,2025-01-06T07:00:00+00:00
invalidation,102,,,,,,,,,,648.0,2025-01-06T07:00:00+00:00
invalidation,94,,,,,,,,,,648.0,2025-01-06T07:00:00+00:00
invalidation,91,,,,,,,,,,648.0,2025-01-06T07:00:00+00:00
invalidation,87,,,,,,,,,,648.0,2025-01-06T07:00:00+00:00
invalidation,85,,,,,,,,,,648.0,2025-01-06T07:00:00+00:00
invalidation,83,,,,,,,,,,648.0,2025-01-06T07:00:00+00:00
invalidation,69,,,,,,,,,,648.0,2025-01-06T07:00:00+00:00
creation,110,supply,650.0,2025-01-06T07:10:00+00:00,2633.05,2632.45,True,False,80.0,A,,
creation,111,supply,653.0,2025-01-06T07:25:00+00:00,2631.25,2631.25,True,False,70.0,B+,,
creation,112,demand,660.0,2025-01-06T08:00:00+00:00,2626.85,2625.76,True,False,60.0,B,,
creation,113,demand,664.0,2025-01-06T08:20:00+00:00,2627.98,2627.87,True,False,60.0,B,,
invalidation,113,,,,,,,,,,666.0,2025-01-06T08:30:00+00:00
creation,114,demand,669.0,2025-01-06T08:45:00+00:00,2628.0,2627.46,True,False,60.0,B,,
invalidation,111,,,,,,,,,,672.0,2025-01-06T09:00:00+00:00
invalidation,110,,,,,,,,,,672.0,2025-01-06T09:00:00+00:00
creation,115,supply,676.0,2025-01-06T09:20:00+00:00,2635.74,2634.8,False,False,70.0,B+,,
creation,116,demand,678.0,2025-01-06T09:30:00+00:00,2634.13,2632.67,False,False,50.0,C+,,
invalidation,116,,,,,,,,,,679.0,2025-01-06T09:35:00+00:00
creation,117,supply,680.0,2025-01-06T09:40:00+00:00,2634.54,2633.49,False,False,70.0,B+,,
creation,118,supply,683.0,2025-01-06T09:55:00+00:00,2633.38,2632.35,False,False,70.0,B+,,
invalidation,118,,,,,,,,,,684.0,2025-01-06T10:00:00+00:00
creation,119,supply,690.0,2025-01-06T10:30:00+00:00,2632.81,2632.53,True,False,80.0,A,,
invalidation,119,,,,,,,,,,692.0,2025-01-06T10:40:00+00:00
creation,120,demand,692.0,2025-01-06T10:40:00+00:00,2631.73,2631.65,True,False,60.0,B,,
invalidation,117,,,,,,,,,,693.0,2025-01-06T10:45:00+00:00
creation,121,demand,697.0,2025-01-06T11:05:00+00:00,2634.06,2632.54,False,False,45.0,C,,
invalidation,115,,,,,,,,,,698.0,2025-01-06T11:10:00+00:00
creation,122,supply,705.0,2025-01-06T11:45:00+00:00,2649.37,2646.54,False,False,50.0,C+,,
creation,123,demand,714.0,2025-01-06T12:30:00+00:00,2643.64,2641.94,False,False,65.0,B,,
invalidation,123,,,,,,,,,,720.0,2025-01-06T13:00:00+00:00
invalidation,122,,,,,,,,,,721.0,2025-01-06T13:05:00+00:00
creation,124,supply,722.0,2025-01-06T13:10:00+00:00,2648.36,2645.56,False,False,50.0,C+,,
invalidation,121,,,,,,,,,,727.0,2025-01-06T13:35:00+00:00
invalidation,120,,,,,,,,,,727.0,2025-01-06T13:35:00+00:00
invalidation,114,,,,,,,,,,727.0,2025-01-06T13:35:00+00:00
invalidation,112,,,,,,,,,,728.0,2025-01-06T13:40:00+00:00
creation,125,demand,732.0,2025-01-06T14:00:00+00:00,2624.18,2622.57,True,False,60.0,B,,
creation,126,supply,734.0,2025-01-06T14:10:00+00:00,2629.31,2627.41,True,False,80.0,A,,
invalidation,125,,,,,,,,,,735.0,2025-01-06T14:15:00+00:00
creation,127,demand,736.0,2025-01-06T14:20:00+00:00,2623.78,2616.37,False,False,50.0,C+,,
creation,128,supply,738.0,2025-01-06T14:30:00+00:00,2628.64,2624.75,False,False,70.0,B+,,
invalidation,128,,,,,,,,,,739.0,2025-01-06T14:35:00+00:00
invalidation,126,,,,,,,,,,741.0,2025-01-06T14:45:00+00:00
creation,129,supply,745.0,2025-01-06T15:05:00+00:00,2635.47,2630.92,False,False,70.0,B+,,
invalidation,129,,,,,,,,,,746.0,2025-01-06T15:10:00+00:00
creation,130,demand,748.0,2025-01-06T15:20:00+00:00,2630.45,2629.55,True,False,80.0,A,,
creation,131,supply,750.0,2025-01-06T15:30:00+00:00,2639.59,2636.8,False,False,70.0,B+,,
creation,132,demand,756.0,2025-01-06T16:00:00+00:00,2635.14,2632.53,False,False,50.0,C+,,
invalidation,131,,,,,,,,,,758.0,2025-01-06T16:10:00+00:00
creation,133,demand,760.0,2025-01-06T16:20:00+00:00,2635.94,2635.36,True,False,80.0,A,,
creation,134,supply,768.0,2025-01-06T17:00:00+00:00,2640.98,2639.84,False,False,45.0,C,,
creation,135,supply,776.0,2025-01-06T17:40:00+00:00,2637.18,2637.17,True,False,75.0,B+,,
invalidation,133,,,,,,,,,,777.0,2025-01-06T17:45:00+00:00
invalidation,132,,,,,,,,,,780.0,2025-01-06T18:00:00+00:00
invalidation,135,,,,,,,,,,780.0,2025-01-06T18:00:00+00:00
creation,136,supply,780.0,2025-01-06T18:00:00+00:00,2637.51,2634.39,False,False,65.0,B,,
invalidation,136,,,,,,,,,,782.0,2025-01-06T18:10:00+00:00
creation,137,demand,782.0,2025-01-06T18:10:00+00:00,2635.49,2633.78,False,False,65.0,B,,
creation,138,supply,785.0,2025-01-06T18:25:00+00:00,2638.56,2638.14,True,False,75.0,B+,,
invalidation,137,,,,,,,,,,786.0,2025-01-06T18:30:00+00:00
creation,139,demand,787.0,2025-01-06T18:35:00+00:00,2636.05,2634.76,False,False,45.0,C,,
invalidation,139,,,,,,,,,,789.0,2025-01-06T18:45:00+00:00
creation,140,supply,789.0,2025-01-06T18:45:00+00:00,2636.59,2635.63,False,False,70.0,B+,,
creation,141,demand,795.0,2025-01-06T19:15:00+00:00,2634.77,2633.72,False,False,45.0,C,,
invalidation,141,,,,,,,,,,796.0,2025-01-06T19:20:00+00:00
creation,142,supply,798.0,2025-01-06T19:30:00+00:00,2634.82,2634.47,True,False,75.0,B+,,
invalidation,142,,,,,,,,,,800.0,2025-01-06T19:40:00+00:00
creation,143,demand,800.0,2025-01-06T19:40:00+00:00,2634.0,2633.89,True,False,55.0,C+,,
invalidation,143,,,,,,,,,,804.0,2025-01-06T20:00:00+00:00
creation,144,demand,806.0,2025-01-06T20:10:00+00:00,2634.33,2633.15,False,False,45.0,C,,
creation,145,supply,808.0,2025-01-06T20:20:00+00:00,2634.59,2633.75,False,False,65.0,B,,
invalidation,144,,,,,,,,,,809.0,2025-01-06T20:25:00+00:00
invalidation,145,,,,,,,,,,809.0,2025-01-06T20:25:00+00:00
creation,146,demand,812.0,2025-01-06T20:40:00+00:00,2633.37,2633.28,True,False,55.0,C+,,
creation,147,demand,815.0,2025-01-06T20:55:00+00:00,2634.41,2633.72,True,False,55.0,C+,,
invalidation,140,,,,,,,,,,817.0,2025-01-06T21:05:00+00:00
creation,148,supply,822.0,2025-01-06T21:30:00+00:00,2636.9,2636.73,True,False,55.0,C+,,
invalidation,148,,,,,,,,,,924.0,2025-01-07T07:00:00+00:00
invalidation,138,,,,,,,,,,924.0,2025-01-07T07:00:00+00:00
invalidation,134,,,,,,,,,,924.0,2025-01-07T07:00:00+00:00
creation,149,supply,925.0,2025-01-07T07:05:00+00:00,2642.16,2641.14,False,False,50.0,C+,,
creation,150,supply,930.0,2025-01-07T07:30:00+00:00,2641.35,2640.06,False,False,50.0,C+,,
creation,151,demand,935.0,2025-01-07T07:55:00+00:00,2638.3,2638.25,True,False,80.0,A,,
invalidation,150,,,,,,,,,,936.0,2025-01-07T08:00:00+00:00
invalidation,149,,,,,,,,,,936.0,2025-01-07T08:00:00+00:00
creation,152,demand,938.0,2025-01-07T08:10:00+00:00,2643.06,2641.25,False,False,70.0,B+,,
creation,153,supply,943.0,2025-01-07T08:35:00+00:00,2644.38,2644.21,True,False,60.0,B,,
invalidation,153,,,,,,,,,,944.0,2025-01-07T08:40:00+00:00
invalidation,152,,,,,,,,,,945.0,2025-01-07T08:45:00+00:00
creation,154,supply,948.0,2025-01-07T09:00:00+00:00,2643.05,2641.2,False,False,50.0,C+,,
creation,155,demand,951.0,2025-01-07T09:15:00+00:00,2641.44,2640.21,False,False,70.0,B+,,
invalidation,155,,,,,,,,,,952.0,2025-01-07T09:20:00+00:00
invalidation,154,,,,,,,,,,952.0,2025-01-07T09:20:00+00:00
creation,156,supply,956.0,2025-01-07T09:40:00+00:00,2642.82,2642.71,True,False,60.0,B,,
creation,157,demand,960.0,2025-01-07T10:00:00+00:00,2641.37,2641.32,True,False,80.0,A,,
invalidation,156,,,,,,,,,,961.0,2025-01-07T10:05:00+00:00
creation,158,supply,964.0,2025-01-07T10:20:00+00:00,2643.6,2643.34,True,False,60.0,B,,
invalidation,158,,,,,,,,,,966.0,2025-01-07T10:30:00+00:00
creation,159,demand,966.0,2025-01-07T10:30:00+00:00,2642.68,2642.64,True,False,80.0,A,,
creation,160,supply,968.0,2025-01-07T10:40:00+00:00,2644.75,2643.74,False,False,50.0,C+,,
invalidation,160,,,,,,,,,,972.0,2025-01-07T11:00:00+00:00
invalidation,124,,,,,,,,,,973.0,2025-01-07T11:05:00+00:00
