event,zone_id,type,created_bar,created_time,top,bottom,is_accuracy,is_historical,score,grade,invalidated_bar,invalidated_time
invalidation,394,,,,,,,,,,2452.0,2025-01-14T19:20:00+00:00
creation,395,demand,2454.0,2025-01-14T19:30:00+00:00,2673.06,2672.61,True,False,75.0,B+,,
invalidation,395,,,,,,,,,,2462.0,2025-01-14T20:10:00+00:00
creation,396,supply,2462.0,2025-01-14T20:10:00+00:00,2673.43,2673.43,True,False,45.0,C,,
invalidation,396,,,,,,,,,,2463.0,2025-01-14T20:15:00+00:00
creation,397,demand,2464.0,2025-01-14T20:20:00+00:00,2672.71,2671.81,False,False,65.0,B,,
invalidation,358,,,,,,,,,,2466.0,2025-01-14T20:30:00+00:00
creation,398,supply,2466.0,2025-01-14T20:30:00+00:00,2674.57,2673.91,False,False,45.0,C,,
creation,399,demand,2468.0,2025-01-14T20:40:00+00:00,2673.57,2673.34,True,False,75.0,B+,,
invalidation,398,,,,,,,,,,2469.0,2025-01-14T20:45:00+00:00
creation,400,supply,2473.0,2025-01-14T21:05:00+00:00,2676.55,2676.36,True,False,55.0,C+,,
invalidation,400,,,,,,,,,,2475.0,2025-01-14T21:15:00+00:00
creation,401,demand,2475.0,2025-01-14T21:15:00+00:00,2676.47,2675.9,False,False,65.0,B,,
creation,402,demand,2478.0,2025-01-14T21:30:00+00:00,2676.77,2676.32,False,False,65.0,B,,
invalidation,402,,,,,,,,,,2480.0,2025-01-14T21:40:00+00:00
creation,403,demand,2580.0,2025-01-15T07:00:00+00:00,2681.61,2680.42,False,False,70.0,B+,,
invalidation,403,,,,,,,,,,2581.0,2025-01-15T07:05:00+00:00
creation,404,demand,2587.0,2025-01-15T07:35:00+00:00,2682.94,2682.15,False,False,70.0,B+,,
invalidation,404,,,,,,,,,,2589.0,2025-01-15T07:45:00+00:00
creation,405,demand,2591.0,2025-01-15T07:55:00+00:00,2681.71,2680.0,False,False,70.0,B+,,
creation,406,supply,2594.0,2025-01-15T08:10:00+00:00,2684.56,2683.44,False,False,50.0,C+,,
invalidation,406,,,,,,,,,,2596.0,2025-01-15T08:20:00+00:00
creation,407,supply,2597.0,2025-01-15T08:25:00+00:00,2684.64,2683.46,False,False,50.0,C+,,
creation,408,demand,2599.0,2025-01-15T08:35:00+00:00,2683.74,2681.82,False,False,70.0,B+,,
invalidation,408,,,,,,,,,,2600.0,2025-01-15T08:40:00+00:00
invalidation,407,,,,,,,,,,2600.0,2025-01-15T08:40:00+00:00
creation,409,demand,2603.0,2025-01-15T08:55:00+00:00,2683.69,2683.3,True,False,80.0,A,,
invalidation,409,,,,,,,,,,2604.0,2025-01-15T09:00:00+00:00
creation,410,demand,2609.0,2025-01-15T09:25:00+00:00,2685.56,2683.84,False,False,70.0,B+,,
creation,411,demand,2618.0,2025-01-15T10:10:00+00:00,2685.61,2685.24,True,False,80.0,A,,
invalidation,411,,,,,,,,,,2620.0,2025-01-15T10:20:00+00:00
invalidation,410,,,,,,,,,,2620.0,2025-01-15T10:20:00+00:00
creation,412,supply,2620.0,2025-01-15T10:20:00+00:00,2686.16,2685.98,True,False,60.0,B,,
invalidation,412,,,,,,,,,,2621.0,2025-01-15T10:25:00+00:00
creation,413,demand,2622.0,2025-01-15T10:30:00+00:00,2685.22,2685.15,True,False,80.0,A,,
creation,414,supply,2628.0,2025-01-15T11:00:00+00:00,2688.89,2687.74,False,False,45.0,C,,
invalidation,414,,,,,,,,,,2629.0,2025-01-15T11:05:00+00:00
creation,415,supply,2631.0,2025-01-15T11:15:00+00:00,2687.08,2686.6,True,False,55.0,C+,,
invalidation,415,,,,,,,,,,2633.0,2025-01-15T11:25:00+00:00
creation,416,supply,2634.0,2025-01-15T11:30:00+00:00,2687.45,2687.4,True,False,55.0,C+,,
invalidation,413,,,,,,,,,,2635.0,2025-01-15T11:35:00+00:00
invalidation,416,,,,,,,,,,2636.0,2025-01-15T11:40:00+00:00
creation,417,demand,2641.0,2025-01-15T12:05:00+00:00,2686.21,2684.84,False,False,65.0,B,,
invalidation,417,,,,,,,,,,2643.0,2025-01-15T12:15:00+00:00
creation,418,supply,2643.0,2025-01-15T12:15:00+00:00,2686.52,2686.3,True,False,55.0,C+,,
invalidation,418,,,,,,,,,,2645.0,2025-01-15T12:25:00+00:00
creation,419,supply,2650.0,2025-01-15T12:50:00+00:00,2685.99,2685.23,False,False,45.0,C,,
creation,420,demand,2653.0,2025-01-15T13:05:00+00:00,2684.81,2683.08,False,False,70.0,B+,,
invalidation,419,,,,,,,,,,2654.0,2025-01-15T13:10:00+00:00
creation,421,supply,2655.0,2025-01-15T13:15:00+00:00,2686.72,2685.31,False,False,50.0,C+,,
invalidation,420,,,,,,,,,,2656.0,2025-01-15T13:20:00+00:00
creation,422,demand,2657.0,2025-01-15T13:25:00+00:00,2685.05,2683.13,False,False,70.0,B+,,
invalidation,421,,,,,,,,,,2658.0,2025-01-15T13:30:00+00:00
creation,423,supply,2659.0,2025-01-15T13:35:00+00:00,2690.25,2684.53,False,False,50.0,C+,,
invalidation,423,,,,,,,,,,2660.0,2025-01-15T13:40:00+00:00
creation,424,demand,2661.0,2025-01-15T13:45:00+00:00,2686.93,2685.94,True,False,80.0,A,,
creation,425,supply,2665.0,2025-01-15T14:05:00+00:00,2693.68,2693.68,True,False,50.0,C+,,
invalidation,424,,,,,,,,,,2668.0,2025-01-15T14:20:00+00:00
creation,426,supply,2669.0,2025-01-15T14:25:00+00:00,2690.09,2687.87,False,False,50.0,C+,,
invalidation,422,,,,,,,,,,2670.0,2025-01-15T14:30:00+00:00
invalidation,426,,,,,,,,,,2670.0,2025-01-15T14:30:00+00:00
invalidation,405,,,,,,,,,,2671.0,2025-01-15T14:35:00+00:00
creation,427,supply,2675.0,2025-01-15T14:55:00+00:00,2684.21,2683.69,True,False,80.0,A,,
invalidation,384,,,,,,,,,,2676.0,2025-01-15T15:00:00+00:00
creation,428,demand,2679.0,2025-01-15T15:15:00+00:00,2680.96,2677.96,False,False,70.0,B+,,
invalidation,428,,,,,,,,,,2683.0,2025-01-15T15:35:00+00:00
creation,429,supply,2683.0,2025-01-15T15:35:00+00:00,2682.26,2682.02,True,False,80.0,A,,
creation,430,demand,2687.0,2025-01-15T15:55:00+00:00,2679.21,2677.92,False,False,50.0,C+,,
invalidation,430,,,,,,,,,,2688.0,2025-01-15T16:00:00+00:00
creation,431,demand,2690.0,2025-01-15T16:10:00+00:00,2678.51,2677.9,True,False,80.0,A,,
invalidation,429,,,,,,,,,,2691.0,2025-01-15T16:15:00+00:00
invalidation,427,,,,,,,,,,2692.0,2025-01-15T16:20:00+00:00
creation,432,supply,2693.0,2025-01-15T16:25:00+00:00,2683.55,2683.48,True,False,60.0,B,,
invalidation,432,,,,,,,,,,2695.0,2025-01-15T16:35:00+00:00
creation,433,demand,2695.0,2025-01-15T16:35:00+00:00,2682.22,2681.89,True,False,80.0,A,,
creation,434,supply,2702.0,2025-01-15T17:10:00+00:00,2692.71,2691.01,False,False,45.0,C,,
creation,435,demand,2705.0,2025-01-15T17:25:00+00:00,2688.46,2688.39,True,False,75.0,B+,,
invalidation,434,,,,,,,,,,2706.0,2025-01-15T17:30:00+00:00
creation,436,demand,2713.0,2025-01-15T18:05:00+00:00,2692.59,2691.96,True,False,75.0,B+,,
invalidation,425,,,,,,,,,,2714.0,2025-01-15T18:10:00+00:00
creation,437,supply,2716.0,2025-01-15T18:20:00+00:00,2694.73,2693.64,False,False,45.0,C,,
invalidation,437,,,,,,,,,,2717.0,2025-01-15T18:25:00+00:00
invalidation,393,,,,,,,,,,2718.0,2025-01-15T18:30:00+00:00
invalidation,436,,,,,,,,,,2719.0,2025-01-15T18:35:00+00:00
creation,438,supply,2719.0,2025-01-15T18:35:00+00:00,2694.35,2694.35,True,False,45.0,C,,
creation,439,demand,2721.0,2025-01-15T18:45:00+00:00,2692.25,2691.04,False,False,70.0,B+,,
invalidation,438,,,,,,,,,,2724.0,2025-01-15T19:00:00+00:00
creation,440,supply,2727.0,2025-01-15T19:15:00+00:00,2694.05,2693.02,False,False,45.0,C,,
invalidation,440,,,,,,,,,,2728.0,2025-01-15T19:20:00+00:00
creation,441,demand,2736.0,2025-01-15T20:00:00+00:00,2694.15,2693.18,False,False,65.0,B,,
creation,442,demand,2740.0,2025-01-15T20:20:00+00:00,2695.5,2695.04,False,False,65.0,B,,
invalidation,442,,,,,,,,,,2741.0,2025-01-15T20:25:00+00:00
invalidation,397,,,,,,,,,,2741.0,2025-01-15T20:25:00+00:00
creation,443,demand,2743.0,2025-01-15T20:35:00+00:00,2695.19,2694.56,False,False,65.0,B,,
invalidation,443,,,,,,,,,,2744.0,2025-01-15T20:40:00+00:00
invalidation,399,,,,,,,,,,2745.0,2025-01-15T20:45:00+00:00
creation,444,demand,2749.0,2025-01-15T21:05:00+00:00,2696.3,2696.14,True,False,75.0,B+,,
creation,445,supply,2751.0,2025-01-15T21:15:00+00:00,2697.04,2696.9,True,False,55.0,C+,,
invalidation,444,,,,,,,,,,2752.0,2025-01-15T21:20:00+00:00
invalidation,401,,,,,,,,,,2752.0,2025-01-15T21:20:00+00:00
creation,446,demand,2755.0,2025-01-15T21:35:00+00:00,2694.67,2693.91,False,False,65.0,B,,
